fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['fromage'],['Käse'],"['сыр', 'творо́г', 'тво́рог']","['cheese', 'YAMSHD']","['干酪', '奶酪', '乳酪', '芝士', '乾酪', '起司', '吉士', '酪', '起士']",['queso'],"['チーズ', '酪', '乾酪']","['건락', '치즈']","['juust', 'sõir']",['juusto'],['kaas'],"['चीज़', 'पनीर']","['formaggio', 'cacio']",cheese
"['coffre', 'malle', 'coffre-fort']","['Truhe', 'Koffer', 'Safe', 'Panzerschrank', 'Tresor', 'Geldschrank']","['сундук', 'я́щик', 'Сундук', 'сунду́к', 'сейф', 'Сейф']","['chest', 'safe']","['箱', '箱子', '保险箱', '保險箱', '金库', '保险柜', '保險櫃', '金庫']","['baúl', 'arcón', 'arca', 'cofre', 'caja fuerte', 'caja de seguridad']","['櫃', '金庫']","['궤', '불교 용어 목록', '불교 용어 목록/구', '금고']","['Kirst', 'kirst', 'seif']","['Arkku', 'arkku', 'kirstu', 'kassakaappi', 'tallelokero', 'turvalipas']","['kist', 'safe', 'kluis', 'brandkast']","['संदूक़', 'सन्दूक़', 'सेफ़', 'ख़ज़ाना']","['baule', 'cassapanca', 'cassa', 'cofano', 'cassaforte']",chest
['menton'],['Kinn'],['подбородок'],"['chin', 'mentum']","['颔', '下巴頦', '下巴颏', '下巴', '頷', '颏', '下颚']","['barbilla', 'mentón', 'pera', 'barba']","['顎', 'おとがい']","['턱', '아래턱']","['lõug', 'Lõug']","['leuka', 'leukakyhmy', 'mentum']","['kin', 'kinnebak']","['ठोड़ी', 'ठुड्डी', 'चिबुक']","['mento', 'bazza']",chin
['église'],"['Kirche', 'Kirchengebäude']","['церковь', 'це́рковь', 'костёл', 'христианский храм', 'це́рква', 'ки́рха']","['church', 'church building']","['教會', '教会', '教堂', '礼拜堂']",['iglesia'],"['教会', '教会堂', '聖堂']","['교회', '성당', '교회당', '례배당', '예배당']",['kirik'],"['kirkko', 'kirkkorakennus']","['kerk', 'kerkgebouw', 'godshuis']","['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']",['chiesa'],church
"['cercle', 'rond']",['Kreis'],"['окружность', 'окру́жность', 'круг']",['circle'],"['圈子', '圆', '圓', '圆圈', '圓圈', '圓形', '圆形', '椭圆形']","['círculo', 'circunferencia']","['円', '丸']","['원', '동그라미']","['ringjoon', 'ring']",['ympyrä'],"['kring', 'cirkel']","['वृत्त', 'चक्र']","['cerchio', 'circonferenza', 'circolo']",circle
"['horloge', 'pendule']",['Uhr'],"['часы', 'часы́']",['clock'],"['鐘錶', '时钟', '钟', '鐘', '時鐘', '钟表']",['reloj'],['時計'],['시계'],['kell'],['kello'],"['uurwerk', 'klok', 'teller', 'klokken', 'kilometerteller']","['घड़ी', 'घडी']","['orologio', 'oriolo']",clock
['nuage'],"['Wolke', 'Gewölk']","['облако', 'облака', 'о́блако', 'ту́ча']",['cloud'],"['雲', '云']","['nube', 'nubes']",['雲'],['구름'],"['pilv', 'Pilv']",['pilvi'],['wolk'],"['अभ्र', 'बादल', 'मेघ']","['nube', 'nuvola', 'nembo']",cloud
"['veste', 'paletot', 'pardessus', 'manteau']","['Jacke', 'Mantel']","['жаке́т', 'куртка', 'ку́ртка', 'пиджа́к', 'пальто', 'пальто́']","['jacket', 'coat']","['夾克', '上衣', '夹克', '短上衣', '外衣', '大衣', '外套']","['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'jacket', 'campera', 'chompa']","['コート', 'ジャケット', '外套']","['재킷', '코트', '외투']","['jakk', 'mantel']","['takki', 'pusakka', 'pikkutakki']","['jas', 'jack', 'mantel', 'overjas']","['जैकेट', 'कोट']","['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba', 'soprabito', 'paltò', 'paletot']",coat
['arrestation'],['Festnahme'],"['заключение под стражу', 'задержа́ние', 'аре́ст', 'Арест личности']","['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch']","['逮捕', '捕捉']","['arresto', 'detención']","['捕捉', '逮捕']",['체포'],['Vahistamine'],"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni']","['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']",['गिरफ़्तारी'],"['arresto', 'fermo']",collar
['peigne'],['Kamm'],['расчёска'],['comb'],"['梳篦', '头梳', '梳棉机', '篦', '梳子']",['peine'],['櫛'],['빗'],['kamm'],['kampa'],"['kam', 'schilderskam']",['कंघा'],['pettine'],comb
"['velours côtelé', 'velours']",['Samt'],"['бархат', 'ба́рхат', 'аксами́т', 'вельве́т', 'велю́р']",['velvet'],"['天鹅绒', '絲絨', '丝绒', '天鵝絨']","['terciopelo', 'velludo']","['ベルベット', 'ビロード']","['벨벳', '우단']","['samet', 'Samet']",['sametti'],"['fluweel', 'velvet', 'manchester']","['मखमल', 'मख़मल']",['velluto'],cord
"['vache', 'bétail', 'bovins', 'Bos taurus', 'bos taurus', 'Bos primigenius taurus', 'boeuf', 'bœuf', 'viande de boeuf', 'viande de bœuf', 'viande bovine']","['Hausrind', 'Rind', 'Rindvieh', 'Kühe', 'Rinder', 'Bos taurus', 'Rindfleisch', 'Ochsenfleisch']","['скот', 'Bos taurus', 'скоти́на', 'бык', 'кру́пный рога́тый скот', 'домашний бык', 'коро́ва', 'говядина', 'говя́дина', 'теля́тина']","['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'beef', 'boeuf', 'moo-cow']","['牛', '家牛', '牛肉', '母牛']","['ganado bovino', 'vaca', 'Bos taurus', 'ganado', 'Bos primigenius taurus', 'toro', 'Bos Taurus', 'ganado vacuno', 'bovino', 'vacas', 'bueyes', 'bovinos', 'vacuno', 'carne de vaca', 'carne de vacuno', 'carne de res', 'boeuf', 'carne de buey', 'buey', 'vaquita']","['牛', 'ウシ', '畜牛', 'Bos primigenius taurus', '牛肉', 'ビーフ']","['소', 'Bos primigenius taurus', '쇠고기', '우', '소고기', '우육']","['veised', 'veis', 'veiseliha']","['karja', 'Bos taurus', 'nauta', 'nautakarja', 'naudanliha', 'häränliha', 'liha-', 'lehmä']","['rundvee', 'rund', 'runderen', 'Bos taurus', 'beesten', 'vee', 'Bos primigenius taurus', 'rundvlees', 'bief', 'biefstuk', 'melkkoe']","['गाय', 'Bos primigenius taurus', 'गोमांस', 'गाय का मांस', 'गोश्त', 'बीफ']","['mucca', 'bestiame bovino', 'vacca', 'bestiame', 'Bos taurus', 'Bos taurus taurus', 'bovini', 'bue', 'Bos primigenius taurus', 'manzo', 'carne bovina']",cow
"['tasse', 'verre', 'coupe', 'mug', 'chope']","['Trinkglas', 'Trinkschale', 'Pokal', 'Henkelbecher', 'Becher']","['Стеклянный стакан', 'чашка', 'кру́жка', 'кружка']","['cup', 'standing cup', 'cup with stem', 'drinking glass', 'mug']","['杯子', '玻璃容器', '饮料玻璃', '杯', '马克杯', '馬克杯', '嘜', '圆筒形有柄大杯', '大杯']","['taza', 'copa', 'vaso', 'taza de pié', 'tazón', 'jarro']","['カップ', 'コップ', 'グラス', 'マグカップ', 'ジョッキ']","['컵', '잔', '유리잔', '머그잔']","['Klaas', 'Tass', 'tass', 'klaas', 'kruus', 'Kruus']","['kuppi', 'juomalasi', 'juomapikari', 'Juomalasi', 'muki', 'Muki']","['kop', 'tas', 'drinkglas', 'bokaal', 'beker op voet', 'bak', 'beker', 'mok']","['कप', 'प्याला', 'गिलास']","['tazza', 'coppa', 'bicchiere', 'boccale', 'mug', 'gotto']",cup
['rideau'],"['Vorhang', 'Gardine', 'Fensterdekoration']","['занавеска', 'што́ра', 'шторы', 'штора', 'занаве́ска', 'портье́ра', 'гарди́на']","['curtain', 'drapery', 'drape', 'mantle', 'pall', 'altar cloth']","['窗帘', '窗簾', '帘子', '簾', '簾子']","['cortina', 'cortinaje', 'cortinas']",['カーテン'],['커튼'],"['eesriie', 'kardin', 'Kardin']","['verho', 'verhot']","['gordijn', 'voorhangsel', 'lijkkleed', 'doek']","['परदा', 'पर्दा']","['tenda', 'drappo', 'drappeggio', 'tappezzeria', 'tendina', 'tendaggio', 'panneggiamento', 'cortina', 'velario']",curtain
"['amortisseur', 'coussin']","['Stoßdämpfer', 'Schlag']","['амортизатор', 'шок']","['shock absorber', 'shock', 'cushion']","['阻尼器', '電休克', '觸電', '电休克', '触电']",['amortiguador'],['ショックアブソーバー'],['완충기'],['amortisaator'],"['iskunvaimennin', 'sähköisku', 'sähköshokki', 'pehmike']","['schokbreker', 'schokdemper', 'schok', 'kussen']",['प्रघात अवशोषक'],"['ammortizzatore', 'scossa']",cushion
"['chien', 'Canis lupus familiaris', 'canis familiaris']","['Hund', 'Wauwau', 'Köter', 'Töle', 'Canis lupus familiaris', 'Haushund']","['собака', 'фруфру', 'Canis lupus familiaris']","['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['犬', '狗']","['perra', 'can', 'canino', 'perro', 'Canis lupus familiaris', 'Canis familiaris', 'perros', 'canis familiaris', 'perro doméstico']","['犬', 'イヌ', 'イエイヌ', 'Canis lupus familiaris']","['개', 'Canis lupus familiaris']","['koer', 'Canis lupus familiaris']","['koira', 'Canis lupus familiaris', 'Canis familiaris']","['hond', 'Canis lupus familiaris', 'joekel']","['कुत्ता', 'Canis lupus familiaris']","['cane', 'Canis lupus familiaris', 'Canis familiaris']",dog
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']",door
"['porte', 'encadrement de porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь', 'ворота']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'gate']","['戶', '門', '门', '门儿', '門兒', '門扉', '闸门']","['puerta', 'marco de puerta', 'seguro', 'verja', 'barrera', 'portón']","['門', 'ドア', '扉', '戸', '戸口']","['문', '관문', '대문']","['uks', 'värav']","['ovi', 'portti']","['poort', 'portier', 'deur', 'hek', 'toegangshek', 'spoorboom', 'gate', 'overwegboom']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'cancello', 'barriera']",drain
"['illustration', 'figure', 'image', 'reproduction', 'dessin', 'icône', 'graphique', 'diagramme', 'plan', 'schéma', 'projet']","['Abbildung', 'Zeichnung', 'Bild', 'Abbild', 'Bebilderung', 'Illustrierung', 'Kunstwerk', 'Grafik', 'Diagramm']","['рисунок', 'рису́нок', 'чертёж', 'схе́ма', 'изображение', 'графика', 'иску́сство', 'диаграмма']","['picture', 'drawing', 'map', 'portraiture', 'image', 'design', 'figure', 'pattern', 'ikon', 'icon', 'graphics', 'graphic', 'art', 'artwork', 'nontextual matter', 'diagram']","['图画', '圖畫', '素描', '图片', '圖片', '绘图', '图像', '图形', '插图', '圖解', '图解', '图表', '图']","['ilustración', 'figura', 'retrato', 'dibujo', 'imagen', 'croquis', 'esquema', 'foto', 'fotografía', 'arte', 'gráfico', 'gráficos', 'obra de arte', 'Gráfico', 'diagrama']","['素描', 'デッサン', '図画', '絵', '画像', '静止画', 'グラフィック', 'アートワーク', '芸術作品', 'ダイアグラム']","['도화', '그림', '소묘', '영상', '모습', '그래픽', '다이어그램']","['joonistus', 'joonistamine', 'pilt', 'graafika']","['piirros', 'piirustus', 'kuva', 'kuvitus', 'grafiikka', 'teos', 'taideteos', 'kuvamateriaali', 'muu kuin tekstiaineisto', 'diagrammi', 'kaavio']","['afbeelding', 'tekening', 'tekenkunst', 'prent', 'illustratie', 'figuur', 'portret', 'plaatje', 'artwork', 'prentkunst', 'grafiek', 'kunstwerk', 'diagram', 'schema']","['रेखाचित्र', 'चित्र', 'प्रतिबिम्ब', 'चित्रालेख', 'आरेख']","['disegno', 'figura', 'riproduzione', 'illustrazione', 'immagine', 'grafica', 'materiale illustrativo', 'diagramma', 'chart', 'schema', 'tracciato']",drawer
"['fringue', 'vêtements', 'habit', 'vêtement', 'habillement', 'habits', 'fringues', 'tenue']","['Bekleidung', 'Kleider', 'Gewandung', 'Kleidungsstück', 'Kleidung']","['одежда', 'предмет одежды', 'костю́м', 'одея́ние']","['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture']","['衣服', '服装']","['ropa', 'prenda', 'vestuario', 'indumentaria', 'traje', 'vestimenta', 'atavío', 'vestido', 'habiliment']","['衣類', '被服']",['옷'],"['riietus', 'Riietus']","['vaatetus', 'vaatteet', 'vaatekappale', 'vaate', 'vaatetavara', 'asu', 'puku']","['kledij', 'kledingstuk', 'kleren', 'kleding', 'goed']",['परिधान'],"['vestiti', 'vestiario', 'abbigliamento', 'indumento', 'vestito', 'abito', 'vestire', 'abiti', 'veste']",dress
"['goutte de pluie', 'eau de pluie', 'flotte', 'pluie', 'eau pluviale', 'goutte']","['Regen', 'Regenwasser', 'Niederschlagswasser', 'Regentropfen', 'Tropfen']","['дождь', 'дождевая вода', 'капля']","['rain', 'rainwater', 'rain water', 'rainfall', 'drop', 'raindrop', 'drib', 'driblet']","['雨水', '雨', '降雨', '水滴', '点滴']","['agua pluvial', 'lluvia', 'agua de lluvia', 'precipitación', 'aguacero', 'gota', 'gota de lluvia', 'gota de agua', 'lágrima']","['雨', '雨水', '滴']","['비', '방울']","['vihmavesi', 'vihm', 'Vihm', 'tilk', 'Tilk']","['sadevesi', 'vesisade', 'sade', 'tippa', 'pisara', 'tilkka']","['hemelwater', 'regenwater', 'regenval', 'regen', 'regenbui', 'neerslag', 'druppel', 'regendruppel', 'val', 'afgrond', 'vallen', 'drup', 'parel', 'drop']","['वर्षा', 'बारिश', 'मेंह', 'बरसात', 'वृष्टि', 'बूंद']","['acqua piovana', 'pioggia', 'acqua', 'goccia di pioggia', 'goccia', 'gocciola', 'lagrima', 'gocciolo', 'lacrima', 'goccio']",drop
"['oreille', 'oreilles']","['Ohren', 'Ohr']","['ухо', 'у́ши', 'у́хо']","['ear', 'ears']","['耳', '耳朵']","['oído', 'orejas', 'oreja']",['耳'],['귀'],['kõrv'],['korva'],"['oor', 'oren', 'gehoororgaan']",['कान'],"['orecchio', 'oreia', 'orecchie', 'orecchia']",ear
"['œuf de poule', 'œuf']","['Hühnerei', 'Ei']","['куриное яйцо', 'яйцо']","[""hen's egg"", ""chicken's egg"", 'chicken egg', 'egg', 'eggs', 'Eggs as food', 'insect egg']","['蛋', '雞蛋', '蛋类', '卵', '鸡蛋']","['huevo de gallina', 'huevo']","['鶏卵', '卵']","['알', '달걀']",['muna'],"['muna', 'kananmuna', 'munat']","['ei', 'kippenei']",['अण्डा'],"['uovo', 'uovo di gallina']",egg
"['moteur', 'Motor']","['Motor', 'Triebwerk', 'Antrieb']","['мотор', 'двигатель', 'дви́гатель', 'мото́р', 'Motor']","['motor', 'engine']","['马达', '馬達', '發動機', '发动机', '引擎', '摩托', '电动机', '電動機', 'Motor']","['motor', 'locomotora', 'motor térmico', 'máquina']","['モーター', 'エンジン', '原動機', '機関', '機械', '発動機', 'Motor']","['모터', '엔진', '기관', 'Motor']","['mootor', 'Motor']","['moottori', 'Motor']","['motor', 'aandrijving', 'locomotief', 'elektromotor']","['इंजन', 'मोटर', 'Motor']","['motore', 'Motor']",engine
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['眼睛', '眼', '目', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']","['bulbo oculare', 'occhio', 'occhi']",eye
"['face', 'figure', 'visage', 'verso', 'avers', 'aspect', 'facette']","['Visage', 'Angesicht', 'Antlitz', 'Gesicht', 'Avers', 'Facette', 'Fassette']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'аверс', 'реверс', 'оборотная сторона́', 'сторона', 'грань', 'аспе́кт', 'вид']","['human face', 'reverse', 'verso', 'obverse', 'facet', 'aspect', 'side']","['臉', '脸', '面', '面孔', '人类的脸', '颜', '正面', '方面']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'reverso', 'anverso', 'dorso', 'revés', 'faceta', 'aspecto']","['顔', '面', '表側', '様相']","['얼굴', '양상']","['nägu', 'Nägu']","['naama', 'kasvot', 'pärstä', 'klaava', 'kääntöpuoli', 'puoli', 'aspekti', 'ominaisuus', 'näkökohta', 'näkökulma', 'näkökanta']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'voorzijde', 'aspect', 'facet']","['चेहरा', 'मुखड़ा', 'मुख']","['viso', 'faccia', 'volto', 'dritto', 'verso', 'retro', 'rovescio', 'tergo', 'aspetto', 'sfaccettatura', 'lato']",face
"['ferme', 'exploitation agricole', 'domaine', 'boite', 'entreprise', 'boîte', 'société', 'firme']","['Bauernhof', 'Farm', 'Betrieb', 'Firma', 'Unternehmen']","['ферма', 'хозя́йство', 'фе́рма', 'фирма']","['farm', 'enterprise', 'concern', 'corporation', 'firm', 'partnership', 'venture', 'company', 'house', 'business firm']","['农场', '農場', '公司', '事务所', '商号', '商行', '企业']","['granja', 'fundo', 'explotación agrícola', 'finca', 'caserío', 'cortijo', 'heredad', 'estancia', 'hacienda', 'masía', 'firma', 'compañía', 'empresa', 'casa', 'empresas']","['農場', '会社', '企業']",['농장'],"['talu', 'farm', 'ettevõte', 'firma']","['maatila', 'tila', 'farmi', 'yritykset', 'kauppahuone', 'liikeyritys', 'yritys']","['boerenbedrijf', 'boerderij', 'hoeve', 'hofstede', 'boerenhofstede', 'landbouwbedrijf', 'boerenhofstee', 'hofstee', 'corporatie', 'onderneming', 'firma', 'bedrijf', 'onderkomen', 'handelsmaatschappij', 'handelmaatschappij']","['फ़ार्म', 'खेत']","['fattoria', 'tenuta agricola', 'masseria', 'podere', 'allevamento', 'aziende', 'società', 'impresa', 'azienda']",farm
"['plumage', 'barbule', 'plume', 'plumée', 'pennage']","['Strahlen', 'Feder', 'Gefieder', 'Federschmuck', 'Federkleid', 'Vogelgefieder']","['перо', 'оперение', 'Оперение', 'опере́ние']","['plume', 'feathers', 'feather', 'barbule']","['羽毛', '鸟类羽毛', '羽', '换羽']","['pluma', 'plumaje', 'barbillas', 'bárbulas']","['羽根', '羽毛']","['깃', '깃털']","['sulg', 'sulestik', 'Sulestik']","['höyhenet', 'höyhen', 'höyhenpuku', 'höyhenpeite', 'sulka']","['pluim', 'veer', 'pluimage', 'gevederte', 'verenkleed', 'al gezien al gedaan', 'veder']","['पंख', 'पर']","['barbula', 'piumaggio', 'piuma', 'penna', 'piume']",feather
"['doigt', ""doigt d'honneur"", 'dactyle', 'orteil']","['Stinkefinger', 'Digitus', 'Zeh', 'Finger', 'Fingerchen']","['фак', 'средний палец', 'палец', 'па́лец', 'перст', 'палец руки', 'палец кисти']","['the finger', 'dactyl', 'digit', 'finger']","['豎中指', '腳趾', '指', '手指', '脚趾', '手指腳趾', '指头', '指頭', '手指头', '手指頭']","['peineta', 'corte de manga', 'higa', 'dedo', 'dígito', 'dedos de la mano', 'dedo de la mano']","['ファックサイン', '指', '指趾']","['가운뎃손가락', '손가락', '손발가락', '발가락']","['Keskmise sõrme näitamine', 'sõrmed ja varbad', 'sõrm', 'näpp', 'sõrmed']","['keskisormi', 'Keskisormi', 'varvas', 'sormi', 'näppi']","['middelvinger', 'the finger', 'digit', 'Digit', 'vinger', 'teen', 'cijfer']","['उंगली', 'अंगुली', 'अंगुल', 'अंगुश्त', 'अंगुलि']","['gesto del dito medio alzato', 'gesto del dito medio', 'dito', 'digito', 'dito della mano', 'dita']",finger
"['poisson', 'Pisces']","['Fisch', 'Fische', 'Speisefisch', 'Pisces']","['рыбы', 'ры́ба', 'рыба', 'Pisces']","['fish', 'food fish', 'fish as food', 'Pisces']","['魚', '魚兒', '鱼', '鱼儿', '鱼类', '食用鱼', '食用鱼类', 'Pisces']","['pescado', 'pez', 'Pisces', 'pisces', 'peces', 'piscis']","['魚類', '魚', 'Pisces']","['물고기', '어류', '고기', '생선', 'Pisces']","['kala', 'kalad', 'Kala', 'Pisces']","['kala', 'ruokakala', 'Kala ruokana', 'kala ruokana', 'kalat', 'Pisces']","['vissen', 'vis', 'Pisces']","['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य', 'Pisces']","['pesce', 'Pisces']",fish
['drapeau'],['Flagge'],"['знамя', 'вымпел', 'флаг']",['flag'],"['旗', '旗帜', '旗幟', '旗子']","['bandera', 'pabellón']",['旗'],['기'],['lipp'],['lippu'],"['vaan', 'vlag']",['ध्वज'],"['bandiera', 'insegna']",flag
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['valle', 'vallata', 'conca']",floor
"['diptère', 'Diptera', 'mouche']","['Fliege', 'Zweiflügler']","['му́ха', 'двукрылые', 'двукры́лое']","['fly', 'Diptera']","['蝇', '蠅', '雙翅目', '双翅目', '苍蝇']","['mosca', 'mosco', 'Diptera']","['蠅', 'ハエ', 'ハエ目', '双翅目']",['파리목'],"['Kahetiivalised', 'kahetiivalised']","['kaksisiipiset', 'kaksisiipinen', 'kärpänen']","['vlieg', 'tweevleugeligen']","['डिप्टेरा', 'मक्खी']","['mosca', 'Ditteri', 'Diptera', 'Mosca']",fly
"['pied', 'pieds', 'fondation', 'substruction', 'soubassement', 'infrastructure', 'substructure', 'fondement', 'base']","['Fuß', 'Pes', 'Basis', 'Gründung']","['фут', 'стопа', 'фундамент']","['foot', 'feet', 'ft', 'human foot', 'pes', 'Pes', 'Foot', 'groundwork', 'understructure', 'fundament', 'base', 'substructure', 'foundation']","['英尺', '腳', '脚', '脚部', '足', '基础', '地基']","['pies', 'pie', 'pes', 'pata', 'base', 'subestructura', 'cimentación', 'cimiento', 'fundación', 'fundamento']","['フィート', 'ペス', '足', '基礎']","['피트', '발', '기초']","['jalg', 'Jalg', 'Labajalg', 'vundament', 'Vundament']","['jalka', 'jalkaterä', 'perustus', 'alusrakenne', 'pohja', 'jalusta', 'kanta', 'juuri', 'alaosa', 'pohjatyö', 'perus', 'rakennuspohja', 'jalkopää', 'alapää', 'alusta', 'antura', 'perusta', 'perusrakenne', 'perusmuuri']","['Engelse voet', 'voeten', 'voet', 'poot', 'pootje', 'fundament', 'basis', 'fundering', 'grondvesting', 'grondslag', 'grondvest', 'bedding']","['फुट', 'फ़ुट', 'पैर', 'बुनियाद']","['piede', 'base', 'fondazione', 'fondazioni', 'piedistallo', 'piedestallo', 'sottofondo']",foot
['fourchette'],"['Gabel', 'Pommesgabel']",['вилка'],['fork'],"['叉子', '餐叉', '叉']",['tenedor'],['フォーク'],['포크'],"['kahvel', 'Kahvel']",['haarukka'],"['vork', 'splitsing']","['काँटा', 'कांटा']",['forchetta'],fork
"['volaille', 'poulet', 'viande de poulet']","['Hühnerfleisch', 'Hähnchenfleisch', 'Huhn', 'Hühnchen']",['курятина'],"['chicken', 'poulet', 'chicken meat', 'chicken as food']",['雞肉'],"['pollo', 'carne de pollo', 'gallina', 'gallus gallus', 'poulet']",['鶏肉'],['닭고기'],['kanaliha'],"['kana', 'kananliha', 'broilerinliha', 'siipikarjanliha']","['kip', 'kippenvlees']",['मुर्गा'],"['pollo', 'carne di pollo']",fowl
"['corps humain', 'carrure', 'physiologie humaine', 'ossature', 'forme', 'figure', 'chair', 'silhouette', 'physique', 'Corps humain']","['Humanphysiologie', 'menschlicher Körper', 'Figur', 'Gestalt', 'Bau', 'Statur', 'Form', 'Körperbau']","['человеческое тело', 'физиология человека', 'костя́к', 'телосложе́ние', 'фигу́ра', 'скеле́т', 'физиология человека и животных', 'фо́рма', 'компле́кция']","['human body', 'human physiology', 'build', 'figure', 'soma', 'chassis', 'form', 'anatomy', 'shape', 'frame', 'physique', 'flesh', 'material body', 'physical body', 'bod']","['人体', '体格', '肉体', '体形', '外形', '體型', '體質', '人体生理学', '體格', '体质', '体型', '身材']","['constitución', 'complexión', 'fisiología humana', 'cuerpo humano', 'figura', 'físico', 'osamenta', 'esqueleto', 'forma', 'soma', 'cuerpo', 'carne', 'anatomía']","['人間生理学', '人体', '人類生物学', 'ムールヴェードル', '体型']","['인체생리학', '체격', '인간의 몸', '몸매', '인체']","['inimfüsioloogia', 'inimese keha', 'Inimkeha', 'inimkeha']","['ihmisruumis', 'ihmisen fysiologia', 'muoto', 'kuvio', 'fysiikka', 'hahmo', 'figuuri', 'vartalo', 'keho', 'liha', 'ruumiinrakenne', 'runko', 'fyysinen keho', 'sooma', 'rakenne']","['menselijke verrichtingsleer', 'menselijk lichaam', 'skelet', 'geraamte', 'figuur', 'vorm', 'bouw', 'cijfer', 'afbeelding', 'personage', 'vlees']","['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","['fisiologia umana', 'corpo umano', 'figura', 'ossatura', 'forma', 'scheletro', 'fisico', 'sagoma', 'carne']",frame
['jardin'],['Garten'],['сад'],['garden'],"['花園', '花园', '庭園', '園林', '种植园']",['jardín'],"['庭', '庭園']",['정원'],['aed'],"['puutarha', 'kasvimaa']","['tuin', 'hof']",['बाग'],['giardino'],garden
