fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['neige', 'couche de neige', 'chute de neige']","['Schneedecke', 'Schneefall', 'Schnee']","['снегопад', 'снег']","['snow cover', 'snow', 'snowfall', 'snow mantle']","['雪', '下雪', '降雪']","['nevada', 'capa de nieve', 'nieve', 'nevar']","['雪', '降雪', 'ゆき']",['눈'],['lumi'],"['lumi', 'lumisade']","['sneeuw', 'sneeuwlaag', 'sneeuwval', 'sneeuwwit', 'sneeuwen']","['हिम', 'हिमपात', 'बर्फ़']",snow,"['nevicata', 'caduta di neve', 'neve']"
"['cheval', 'equus caballus']","['Gaul', 'Pferd', 'Ross', 'Hauspferd']","['лошадь', 'домашняя лошадь']","['horse', 'Equus caballus']","['馬', '马']","['caballo', 'Equus ferus caballus', 'yegua', 'equinos']","['馬', 'ウマ', 'Equus caballus']",['말'],['hobune'],"['hevonen', 'Equus caballus']","['paard', 'peerd', 'viervoeter', 'ros']",['घोड़ा'],horse,"['cavallo', 'Equus ferus caballus', 'Equus caballus']"
['un'],"['eins', 'Eins', 'ein']","['один', 'одно́', 'раз', 'оди́н', 'одна́', 'едини́ца']","['one', 'ace', 'unity', 'I', 'single', 'Numero Uno']",['一'],"['uno', 'es', 'dos']","['一', '一つ']","['한', '하나', '일']","['üks', 'Üks']","['yksi', 'ykkönen', 'I']","['één', 'een', 'i', 'twee']","['इक', 'एक']",one,['uno']
['deux'],"['zwei', 'Zwei']","['двойка', 'дво́йка', 'две', 'два', 'дво́е']","['two', 'deuce', 'II']","['貳', '二', '贰', '两', '兩']",['dos'],"['二', '二つ']","['둘', '이', '두']","['kaks', 'Kaks']","['kakkonen', 'kaksi', 'II']",['twee'],"['द्वि', 'दुई', 'दो']",two,['due']
"['cinq', 'quintette']","['fünf', 'Fünf']",['пять'],"['five', 'fin', 'fivesome', 'quintet', 'cinque', 'quint', 'pentad', 'V', 'Phoebe', 'quintuplet', 'Little Phoebe']",['五'],"['cinco', 'quint', 'cinque']",['五'],"['오', '다섯']","['viis', 'Viis']","['viisi', 'V']","['vijf', 'quintool', 'vijftal']",['पाँच'],five,"['cinque', 'V']"
"['six', 'demi-douzaine', 'sextuor']","['Schwindler', 'sechs', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['六', 'シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छः', 'छह']",six,"['sei', 'sestetto']"
"['sept', 'septembre']","['sieben', 'Sieben', 'September', 'Scheiding']","['семь', 'сентябрь', 'сентя́брь']","['seven', 'VII', 'heptad', 'septenary', 'septet', 'sevener', 'September', 'Sep']","['七', '九月']","['siete', 'sevener', 'heptad', 'septiembre', 'setiembre']","['七', '九月', '長月']",['구월'],"['seitse', 'Seitse', 'september', 'mihklikuu']","['seitsemän', 'septetti', 'VII', 'seitsikko', 'seitsemäinen', 'heptadi', 'syyskuu', 'syysk.']","['zeven', 'zevenvoudige', 'september', 'herfstmaand']",['सितम्बर'],seven,"['sette', 'settembre']"
['huit'],"['acht', 'Acht']",['восемь'],"['eight', 'octonary', 'ogdoad', 'VIII', 'octet', 'eighter', 'eighter from Decatur', 'octad']",['八'],"['ocho', 'octad']",['八'],['여덟'],"['kaheksa', 'Kaheksa']","['kahdeksan', 'VIII', 'kahdeksikko']",['acht'],['आठ'],eight,['otto']
"['dix', 'dizaine', 'décennie']","['zehn', 'Zehn']","['десять', 'де́сять', 'де́сятеро']","['ten', 'decade', 'tenner', 'X']","['拾', '十']","['diez', 'decena', 'década']",['十'],"['열', '십']",['kümme'],"['kymmenen', 'kymppi', 'dekadi', 'kybä', 'X', 'kypä']","['tien', 'tientje']","['दस', 'दश', 'दह']",ten,['dieci']
"['tête', 'psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'marteau']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Hammer', 'Haupt', 'Kopf']","['Нус', 'ра́зум', 'психика', 'ум', 'молот', 'молоток', 'голова', 'глава́', 'башка́', 'голова́']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'hammer', 'caput']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '榔头', '锤子', '榔頭', '錘子', '槌', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'martillo', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta']","['心', 'ヌース', '念頭', 'プシュケー', '金槌', '槌', '頭', '頭部']","['누스', '프시케', '마음', '망치', '머리']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'haamer', 'vasar', 'pea']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'vasara', 'lanttu', 'kallo']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'vuisthamer', 'hamer', 'vuist', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!']","['मन', 'हथौड़ा', 'सिर', 'सर']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'martello', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio']"
"['bande', 'bande criminelle', 'gang', 'rayure']","['Gang', 'Streifen']","['банда', 'ша́йка', 'ба́нда', 'полоса']","['gang', 'pack', 'mob', 'ring', 'band', 'stripe', 'banding']","['幫派', '匪幫', '黑幫', '匪帮', '黑帮', '橫條紋', '带', '条带']","['cuadrilla', 'pandilla', 'banda', 'raya', 'faja', 'tira']","['ギャング', 'ストリートギャング', '暴力団', '縞模様']","['갱단', '패거리', '조폭', '폭력단', '폭력 조직', '갱', '줄무늬']","['Jõuk', 'Triibuline']","['jengi', 'katujengi', 'rinki', 'sakki', 'joukkio', 'lauma', 'joukko', 'raita', 'nauha', 'panta']","['bende', 'jeugdbende', 'gang', 'gestreept', 'biaislint', 'boordband', 'biaisband', 'boordlint']",['गिरोह'],strip,"['cricca', 'ganga', 'banda', 'torma', 'gang', 'clan', 'congrega', 'combriccola', 'ghenga', 'genia', 'masnada', 'fascia', 'lista', 'riga']"
"['rue', 'route', 'itinéraire', 'chemin']","['Strasse', 'Straße', 'Wegstrecke', 'Weg', 'Pfad', 'Route']","['дорога', 'курс', 'маршру́т', 'доро́га', 'тра́сса', 'путь', 'улица']","['road', 'route', 'street']","['沿路', '马路', '道路', '路徑', '馬路', '路径', '路', '航线', '路線', '线', '航線', '道', '路线', '線', '公路']","['carretera', 'calle', 'camino', 'itinerario', 'ruta', 'rua']","['道', '道路', '路線', '通路', '道筋', 'ルート', '通り']","['도로', '경로', '길', '로선', '노선']","['maantee', 'tee', 'marsruut', 'teekond']","['tie', 'maantie', 'reitti', 'katu']","['baan', 'straat', 'weg', 'traject', 'route', 'kasseiweg', 'straatweg', 'steenweg']","['राह', 'रोड', 'रास्ता', 'सड़क', 'मार्ग', 'पथ']",street,"['strada', 'itinerario', 'percorso', 'via di comunicazione', 'via', 'strada di città', 'strada urbana']"
"['œil', 'yeux', ""globe de l'oeil"", 'globe oculaire']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['眼睛', '眼', '目', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']",eye,"['bulbo oculare', 'occhio', 'occhi']"
"['champ', 'plaine']","['Ebene', 'Acker', 'Feld', 'Anbaufläche', 'Ackergrund', 'landwirtschaftliche Nutzfläche', 'Ackerland', 'Weide', 'Esch', 'Flur', 'Weideland', 'Trade']","['равнина', 'равни́на', 'поле', 'по́ле', 'па́стбище']","['plain', 'champaign', 'field', 'acre']","['平野', '平原', '田', '英畝', '英亩', '田野', '旱田', '野外']","['llanura', 'planicie', 'llano', 'campo', 'campaña', 'llanuras', 'planada', 'plana', 'labrantío', 'sembradío', 'terreno']","['平野', '平地', '畑', '耕地']","['평야', '평지', '밭']","['tasandik', 'põld', 'nurm', 'väli']","['tasanko', 'tasamaa', 'aukea', 'lakeus', 'pelto', 'vainio', 'laidun']","['vlakte', 'laagvlakte', 'vlak', 'veld', 'akkerland', 'land', 'akker', 'landbouwgrond', 'wei', 'weide', 'weiland']","['मैदान', 'क्षेत्र', 'खेत']",field,"['pianura', 'campo', 'campagna']"
"['site', 'site Web', 'site Internet', 'site web', 'site internet', 'casino', 'établissement industriel', 'usine']","['Internetauftritt', 'Internetpräsenz', 'Webangebot', 'Netzauftritt', 'Webauftritt', 'Webpräsenz', 'Website', 'Kasino', 'Spielbank', 'Anlage', 'Industrieanlage']","['веб-страни́ца', 'сайт', 'страни́ца интерне́та', 'веб-са́йт', 'казино', 'игорный дом', 'иго́рный дом', 'казино́', 'промышленное предприятие']","['Web site', 'website', 'internet site', 'web site', 'business firm', 'house', 'casino', 'establishment', 'firm', 'gambling casino', 'industrial plant', 'plant', 'whole', 'works', 'physical plant']","['网站', '網站', '网络站点', '娱乐场', '赌场', '卡西诺', '賭場', '卡西諾', '工厂']","['sitio Web', 'web', 'sitio web', 'página web', 'website', 'sitio', 'establecimiento', 'casino', 'planta', 'plantas industriales', 'planta física', 'fábrica', 'factoría']","['ウェブサイト', 'サイト', 'カジノ', '賭場']","['웹사이트', '사이트', '카지노']","['veebisait', 'kasiino', 'tehas', 'vabrik']","['nettisivu', 'verkkosivusto', 'sivusto', 'www-sivu', 'nettisivut', 'internet-sivut', 'kasino', 'pelikasino', 'tuotantolaitos', 'laitos', 'tehdas']","['website', 'webstek', 'plaats', 'casino', 'locatie', 'speelhuis', 'fabriek', 'fysieke installatie']","['जालपृष्ठ', 'वेबसाइट', 'जालस्थल', 'साइट', 'जुआखाना', 'कज़ीनो', 'जुआघर', 'कैसीनो', 'कैसिनो']",site,"['sito web', 'sito', 'azienda', 'casinò', 'casa da gioco', 'impianto', 'impianto industriale', 'fabbrica', 'stabilimento', 'opificio']"
"['danse', 'danser']","['Tanz', 'Tanzen']","['танец', 'пляс', 'та́нец', 'пля́ска']","['dance', 'dancing', 'saltation', 'terpsichore']","['舞蹈', '跳舞']","['danza', 'baile']","['ダンス', '踊り', '舞踊']","['춤', '댄스']",['tants'],"['tanssi', 'tanssiminen']","['dans', 'dansen']","['नृत्य', 'नाच']",dance,"['danza', 'ballo', 'ballare', 'danzare']"
['mot'],['Wort'],['слово'],['word'],"['詞', '词', '單詞', '单词', '字词']","['palabra', 'vocablo']","['言葉', '単語', '語']",['낱말'],['sõna'],['sana'],['woord'],"['शब्द', 'बात']",word,"['parola', 'termine', 'suono', 'vocabolo']"
"['paire', 'couple']","['Paar', 'geordnetes Paar']","['пара', 'па́ра', 'упорядоченная пара']","['pair', 'brace', 'ordered pair']","['雙', '一對', '有序对', '双', '對', '对', '一对']","['par', 'par ordenado']","['一組', '順序対', '対', 'ペア', '一対']","['켤레', '순서쌍', '한쌍', '페어']","['Järjestatud paar', 'järjestatud paar', 'paar']","['järjestetty pari', 'pari']","['koppel', 'tweetal', 'paar', 'duo']","['क्रमित युग्म', 'जोड़ा']",pair,"['coppia', 'coppia ordinata', 'paio']"
"['siège', 'pied de chaise', 'chaise', 'fauteuil', 'place']","['Stuhlbein', 'Sessel', 'Stuhl', 'Sitz', 'Sitzgelegenheit', 'Sitzplatz']","['стул', 'сиде́нье', 'ме́сто']","['chair', 'chair leg', 'seat']","['椅子', '椅', '座位', '位子', '座席']","['silla', 'pata de silla', 'asiento', 'escaño', 'seato']","['椅子', 'ソファ', '座位', '座席', '腰掛け', '席', 'シート']","['의자', '좌석', '자리', '시트']","['tool', 'iste']","['tuoli', 'istuin', 'istumapaikka', 'paikka']","['stoel', 'crapaud', 'stoelpoot', 'zetel', 'leunstoel', 'fauteuil', 'zitje', 'zitplaats', 'zitmeubel', 'zitting']","['कुर्सी', 'आसंद', 'सीट']",seat,"['gamba della sedia', 'sedia', 'seggiola', 'sedile', 'seduta', 'scranno', 'posto']"
"['lumière', 'source lumineuse', 'lumière visible']","['Lichtquelle', 'Licht']","['свет', 'Свет', 'ви́димый свет']","['light', 'light source', 'visible light', 'visible radiation']","['可見光', '光', '可见光']","['fuente luminosa', 'luz', 'luz visible', 'radiación visible']","['光', '可視光', '可視光線']","['가시광선', '빛']",['valgus'],"['valo', 'näkyvä valo', 'näkyvä säteily']","['licht', 'lichtbron']",['प्रकाश'],light,"['luce', 'sorgente luminosa', 'radiazione visibile', 'luce visibile']"
"['mille', 'mil']","['Tausend', 'tausend', 'Meile']","['тысяча', 'ты́сяча', 'миля']","['one thousand', 'K', 'G', 'chiliad', 'yard', 'M', 'grand', 'thou', 'thousand', 'mile', 'mi', 'stat mi', 'statute mile', 'land mile', 'international mile']","['千', '英里']","['un mil', 'mil', 'chiliad', 'millar', 'milla']","['千', 'マイル']","['천', '마일']","['Tuhat', 'tuhat', 'miil']","['tuhat', 'K', 'G', 'M', 'jaardi', 'tuhat dollaria', 'yksi tuhat', 'tuhatluku', 'maili', 'maamaili', 'kansainvälinen maili', 'mi']","['duizend', 'Chiliad', 'duizendvoud', 'chiliade', 'duizendtal', 'gij', 'mijl']","['सहस्र', 'सहास', 'हज़ार', 'मील']",thousand,"['migliaio', 'M', 'miglio', 'miglio terrestre inglese', 'nodo']"
['nord'],['Norden'],"['север', 'Север']","['northward', 'N', 'north', 'due north']","['北', '北方']",['norte'],['北'],['북쪽'],['põhi'],"['pohjoinen', 'suoraan pohjoiseen', 'N']","['noord', 'noorden']","['उत्तर', 'उत्तर दिशा']",north,"['settentrione', 'mezzanotte', 'tramontana']"
"['machine', 'dispositif', 'appareil', 'système', 'mécanisme', 'superstar', 'spécialiste', 'vedette', 'étoile', 'connaisseur', 'as', 'expert', 'champion', 'Maven', 'virtuose', 'génie', 'bête', 'effet superstar', 'star', 'sommité', 'machinerie', 'parc de machines', 'machines', 'Machinery']","['Maschine', 'Einrichtung', 'Einheit', 'Baustein', 'Instrument', 'Hilfsmittel', 'Vorrichtung', 'Apparat', 'Gerät', 'Superstar', 'Expertin', 'Promi', 'Kennerin', 'Adept', 'Prominenter', 'Prominente', 'Experte', 'Kenner', 'Maven', 'Wunder-', 'Star', 'Meister', 'Maschinenanlage', 'Maschinerie', 'Machinery', 'maschinelle Ausrüstung', 'mechanisches Gerät']","['прибо́р', 'дева́йс', 'приспособле́ние', 'аппара́т', 'механи́зм', 'устро́йство', 'га́джет', 'специали́стка', 'ма́стер', 'до́ка', 'адепт', 'уме́лица', 'экспе́рт', 'знато́к', 'суперзвезда́', 'уме́лец', 'специали́ст', 'суперзвезда', 'Maven', 'звезда́', 'спец', 'Суперзвезда', 'машины и оборудование', 'обору́дование', 'маши́ны', 'машина']","['device', 'superstar', 'maven', 'intenditore', 'wiz', 'champion', 'whiz', 'mavin', 'hotshot', 'wizard', 'adept', 'genius', 'ace', 'virtuoso', 'star', 'sensation', 'whizz', 'Maven', 'machinery', 'mechanism', 'Machinery', 'mechanical device']","['裝置', '装置', '发明物', '超级明星', '超級明星', '专家', '超天才', '好手', '行家', '高手', '天才人物', '天才', '精明的人', '能手', '專家', 'Maven', '熟練的人', '明星', '熟练的人', '巨星', '机器', '机械', '机械装置']","['máquina', 'aparato', 'dispositivo', 'mecanismo', 'aparejo', 'superestrella', 'entendida', 'entendido', 'Adepto', 'adepto', 'Maven', 'estrella', 'experta', 'experto', 'diestro', 'crack', 'asistente', 'virtuoso', 'ducho', 'genio', 'maven', 'mavin', 'as', 'wiz', 'hacha', 'maquinaria', 'Machinery', 'máquinas']","['デバイス', '装置', 'スーパースター', '著名人', '花形', '有名人', '大物', 'アデプト', 'メイヴン', '機械']","['장치', '디바이스', '슈퍼스타', '유명인', '스타', '메이븐', '마벤']","['seade', 'aparaat', 'superstaar', 'sepp', 'talent', 'adept', 'staar', 'täht', 'Adept', 'kuulsus', 'masinad', 'mehhanismid']","['kone', 'laite', '-niekka', 'supertähti', 'ekspertti', 'tuntija', 'asiantuntija', 'taituri', 'taitaja', 'tähti', 'Adepti', 'ässä', 'taitoniekka', 'adepti', 'huippu-', 'mestari', 'nero', 'virtuoosi', 'velho', 'huippu', 'koneisto', 'koneet']","['toestel', 'apparaat', 'vedette', 'superster', 'expert', 'zelf-benoemde expert', 'adept', 'Maven', 'deskundige', 'zelf-benoemde specialist', 'ster', 'kanjer', 'hoogvlieger', 'kei', 'topper', 'genie', 'aas', 'kraan', 'bollebof', 'licht', 'meesteres', 'knapperd', 'grootmeester', 'meester', 'crack', 'coryfee', 'virtuoos', 'meesterbrein', 'specialist', 'bolleboos', 'raspaardje', 'uitblinker', 'duivelskunstenaar', 'mechanisme', 'machinery', 'machinepark', 'mechanisch apparaat', 'machinerie']","['गैजेट', 'यंत्र', 'युक्ति', 'सुपरसितारा', 'सितारा', 'प्रवीण', 'स्टार', 'सुपरस्टार', 'मशीनरी']",machine,"['macchina', 'apparecchio', 'periferica', 'dispositivo', 'congegno', 'arnese', 'superstar', 'stella', 'Maven', 'diva', 'intenditore', 'adepto', 'star', 'astro', 'primadonna', 'cannone', 'cima', 'demonio', 'mostro', 'mago', 'fuoriclasse', 'asso', 'fenomeno', 'macchinario', 'Machinery', 'apparato']"
"['temps', 'météo', 'météorologie', 'tempo musical', 'tempo', 'Rythme', 'rythme', 'temps grammatical']","['Zeit', 'Wetter', 'Grundschlag', 'Schlag', 'Rhythmus', 'Beat', 'Zeitform', 'Tempus']","['время', 'погода', 'пого́да', 'Погода', 'доля', 'Ритм', 'ритм', 'такт']","['time', 'weather', 'conditions', 'weather condition', 'atmospheric condition', 'rhythm', 'beat', 'musical rhythm', 'tense', 'grammatical tense']","['時間', '时间', '天气', '天氣', '天气条件', '节拍', '节奏', '節奏', '旋律', '时态']","['tiempo', 'tiempo atmosférico', 'clima', 'condiciones', 'condiciones metereológicas', 'estado del tiempo', 'condición atmosférica', 'ritmo', 'pulso', 'compás', 'cadencia', 'tiempo gramatical']","['時間', '天気', 'てんき', '気象', '天候', 'ビート', 'リズム', '時制']","['시간', '날씨', '일기', '기상', '리듬', '박', '시제']","['aeg', 'ilm', 'Rütm', 'rütm', 'Löök', 'löök']","['aika', 'sää', 'ilma', 'säätila', 'sääolosuhteet', 'ilmakehän olosuhteet', 'tahti', 'Isku', 'rytmi', 'isku', 'poljento', 'aikamuoto', 'tempus']","['tijd', 'weder', 'weer', 'weerstoestand', 'weersgesteldheid', 'weersomstandigheden', 'weersomstandigheid', 'tempo', 'maat', 'ritme', 'beat', 'cadans', 'puls', 'werkwoordstijd']","['काल', 'समय', 'ऋतु', 'मौसम', 'ताल', 'व्याकरणिक काल']",time,"['tempo', 'data', 'meteo', 'ritmo', 'battito']"
"['position', 'localité', 'emplacement', 'lieu', 'position géographique', 'localisation', 'situation', 'emploi', 'place', 'fonction', 'regard', 'vue', 'perspective', 'cadre']","['geographische Lage', 'Platz', 'Standort', 'Ort', 'Lage', 'Posten', 'Stelle', 'Rahmen']","['географическое местоположение', 'ме́сто', 'положе́ние', 'местоположе́ние', 'пози́ция', 'географическое положение', 'местонахожде́ние', 'расположе́ние', 'пост', 'до́лжность', 'взгляд']","['locus', 'locale', 'location', 'locality', 'geographic location', 'place', 'spot', 'post', 'situation', 'berth', 'office', 'billet', 'view', 'perspective', 'set up', 'condition']","['地理位置', '地点', '地點', '地方', '场所', '場所', '位置', '观点', '见解', '立场', '形势', '局面', '地位']","['escena', 'vecindad', 'escenario', 'hábitat', 'suburbio', 'área', 'lugar', 'territorio', 'ambiente', 'ubicación', 'posición', 'localización geográfica', 'empleo', 'puesto', 'oficina', 'cargo', 'sitio', 'visión', 'mirada', 'perspectiva', 'vista', 'cuadro', 'trance', 'coyuntura', 'situación']","['位置', '地方', '地点', '場所', '立地']","['위치', '지점', '지리적 위치', '장소']","['asukoht', 'geograafiline asend', 'ruum', 'arusaam']","['sijainti', 'paikka', 'virka', 'asema', 'työpaikka', 'toimi', 'näkemys', 'perspektiivi', 'mielipide', 'kanta', 'näkökulma', 'tilanne']","['locatie', 'plaats', 'geografische locatie', 'standplaats', 'plek', 'opvatting', 'visie', 'beeld', 'kader', 'positie']","['अवस्थिति', 'दर्शन']",position,"['luogo', 'posizione', 'ubicazione', 'posto', 'incarico', 'carica', 'prospettiva', 'opinione', 'visione', 'punto di vista', 'quadro', 'situazione']"
"['milieu', 'médium', 'support', 'média', 'moyen', 'centre']","['Kommunikationsmittel', 'Medium']",['медиа'],"['media', 'medium', 'heart', 'eye', 'center', 'centre', 'middle']","['传播媒体', '傳播媒體', '中间', '中心', '中心点', '中央']","['medio', 'medio de comunicación', 'centro', 'corazón', 'ojo']",['メディア'],['미디어'],['meedia'],"['media', 'tiedotusväline', 'viestin', 'väline', 'keskusta', 'keskus', 'silmä', 'sydän', 'keskipiste']","['communicatiemiddel', 'medium', 'kern', 'hart']",['मीडिया'],middle,"['supporto', 'media', 'centro', 'mezzo', 'cuore']"
"['couleur', 'noir', 'teinte', 'teint']","['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe']","['чёрный', 'цвет']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors']","['黑色', '颜色', '顏色', '烏黑色', '色', '乌', '乌黑色', '烏', '詳細顏色列表']","['negra', 'color', 'tez', 'negro', 'coloración', 'colorido']","['黒', '色', 'くろ', 'ワインの色']","['검정', '검은색', '색깔', '색']","['must', 'värv', 'värvus', 'Värvuste loendid']","['väri', 'musta', 'väritys']","['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje']","['रंग', 'काला']",color,"['colore', 'carnagione', 'nero', 'colorazione']"
"['genre', 'sexe', 'sexualité', 'type', 'sorte', 'acabit', 'forme']","['Geschlecht', 'soziales Geschlecht', 'Gender', 'Sorte', 'Art']","['пол', 'гендер', 'ге́ндер', 'тип', 'разнообра́зие', 'вид', 'разнови́дность', 'род', 'сорт']","['sex', 'gender', 'sexuality', 'kind', 'sort', 'form', 'variety']","['性別', '社会性别', '社會性別', '性别', '類', '类']","['sexo', 'género', 'sexualidad', 'tipo', 'clase', 'forma', 'especie']","['ジェンダー', '性同一性', '種類']","['사회적 성별', '젠더', '종류']","['sugu', 'sugupool', 'sort', 'tõug', 'liik']","['sukupuoli', 'sosiaalinen sukupuoli', 'sukupuolisuus', 'luokka', 'moninaisuus', 'laji', 'laatu', 'tyyppi', '-lainen', 'monimuotoisuus', 'valikoima']","['sexe', 'geslacht', 'gender', 'kunne', 'geslachtsleven', 'seksualiteit', 'sekse', 'seks', 'sexualiteit', 'soort', 'type', 'ras', 'categorie', 'aard']","['मैथुन', 'लिंग', 'प्रकार', 'तरह']",kind,"['sesso', 'genere', 'sessualità', 'classe', 'tipo', 'modello', 'ordine', 'sorta', 'qualità', 'carattere', 'natura', 'specie', 'fatta', 'forma', 'razza']"
"['juge', 'procès', 'affaire judiciaire', 'Procès en droit français']","['Richter', 'Prozess', 'Gerichtsverhandlung']","['судья', 'судебное разбирательство', 'судебный процесс']","['judge', 'jurist', 'justice', 'lawsuit', 'trial', 'case', 'court case']","['法官', '推事', '裁判官', '审判', '审理', '审讯']","['jueza', 'juez', 'magistrado', 'togado', 'árbitro', 'juicio', 'proceso']","['裁判官', 'トライアル', '対審']","['판사', '법관', '재판']","['kohtunik', 'kohtulik arutamine', 'kohtuasi']","['tuomari', 'juristi', 'lakimies', 'oikeudenkäynti']","['rechter', 'kenner', 'scheidsrechter', 'proces', 'rechtszaak', 'rechtszitting', 'geding', 'strafgeding', 'rechtsgeding', 'pleitzaak', 'zaak', 'rechtshandel', 'pleit', 'gerechtszaak', 'procedure']","['न्यायाधीश', 'न्यायधीश', 'विचारण']",judge,"['giùdice', 'giudice', 'pretore', 'magistrato', 'processo', 'sentenza', 'giudizio', 'verdetto']"
"['école', 'académie', 'université', 'collège']","['Uni', 'Universität', 'Akademie', 'Schule']","['университет', 'школа', 'шко́ла', 'учи́лище']","['school', 'university', 'academy']","['大學', '大学', '学堂', '学校', '學堂', '學校']","['universidad', 'academia', 'escuela', 'colegio', 'centro docente', 'instituto']","['大学', '学校', '学び舎']","['대학교', '학교']","['ülikool', 'kool']","['yliopisto', 'koulu']","['universiteit', 'academie', 'school']","['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा']",school,"['università', 'accademia', 'scuola', 'istituto']"
"['structure', 'modèle', 'schéma', 'construction']","['Modell', 'Struktur']","['модель', 'структу́ра', 'структура']","['model', 'construction']","['結構', '结构', '组织']","['modelo', 'maqueta', 'estructura', 'construcción']","['構造', '構成']","['구조', '구성']","['mudel', 'struktuur']","['malli', 'rakenne', 'rakennelma']","['model', 'structuur', 'bouwwerk']",['संरचना'],structure,"['modello', 'struttura', 'costruzione']"
['cravate'],"['Krawatte', 'Schlips']","['галстук', 'га́лстук', 'Галстук']","['necktie', 'tie']","['領帶', '领带']",['corbata'],['ネクタイ'],"['넥타이', '갈쓰뚝']",['lips'],"['solmio', 'kravatti', 'Solmio']","['stropdas', 'das', 'strop']","['नेकटाई', 'टाई']",tie,['cravatta']
"['exemple', ""technique d'échantillonnage"", 'échantillon', 'échantillonnage', 'prélèvement', 'modèle']","['Stichprobe', 'Probenahmemethode', 'Modell', 'Beispiel', 'Exemplar']","['выборка', 'метод отбора проб', 'Выборка', 'вы́борка']","['sample', 'sampling technique', 'sampling', 'sample distribution', 'model', 'instance', 'exemplar', 'case', 'example', 'good example']","['抽样', '样本', '抽樣', '樣本']","['técnica de muestreo', 'muestra', 'muestreo', 'muestra estadística', 'ejemplar', 'modelo', 'ejemplo', 'dechado']",['標本'],['표본'],"['proovivõtutehnika', 'valim', 'Valim']","['otantamenetelmä', 'otos', 'otanta', 'näytteenotto', 'esimerkki', 'malli']","['monsternametechniek', 'monster', 'staal', 'steekproef', 'model', 'voorbeeld', 'toonbeeld', 'toonvoorbeeld', 'specimen']",['प्रतिदर्श'],example,"['tecnica di campionamento', 'tecnica di campionatura', 'campione', 'campionamento statistico', 'campionamento', 'modello', 'esemplare', 'esempio']"
