fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
['ministère'],['Ministerium'],"['министерство', 'министе́рство']",['ministry'],"['部', '部门']","['ministerio', 'cartera', 'consejería']",['省'],"['성', '부', '부처']",['ministeerium'],['ministeriö'],"['ministerie', 'departement']",['मंत्रालय'],part,"['ministero', 'ministero statale', 'dicastero']"
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['目', '眼睛', '眼', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']",eye,"['bulbo oculare', 'occhio', 'occhi']"
['danse'],['Tanz'],['танец'],['dance'],"['舞', '舞蹈']","['danza', 'baile']",['ダンス'],['춤'],['tants'],['tanssi'],['dans'],['नृत्य'],dance,"['danza', 'ballo']"
"['caractère', 'lettre']","['Buchstabe', 'Letter']","['буква', 'бу́ква', 'ли́тера']","['letter', 'alphabetic character', 'letter of the alphabet']","['字', '字母', '文字', '文字字元', '文字字符']","['letra', 'carácter', 'carácter alfabético']","['文字', '字母']","['글씨', '글자', '문자', '낱자', '자모']","['pookstav', 'kirjatäht', 'täht', 'aabe']","['kirjain', 'aakkonen', 'aakkoskirjain']","['karakter', 'letter', 'boekstaaf', 'letterteken']","['अखर', 'आखर', 'वर्ण', 'हर्फ', 'हर्फ़', 'हरफ', 'अक्षर', 'हरफ़', 'लिपि']",word,"['carattere', 'lettera', ""lettera dell'alfabeto"", 'carattere alfabetico']"
"['paire', 'couple']","['Paar', 'geordnetes Paar']","['пара', 'па́ра', 'упорядоченная пара']","['pair', 'brace', 'ordered pair']","['双', '雙', '一對', '有序对', '對', '对', '一对']","['par', 'par ordenado']","['一組', '順序対', '対', 'ペア', '一対']","['켤레', '순서쌍', '한쌍', '페어']","['Järjestatud paar', 'järjestatud paar', 'paar']","['järjestetty pari', 'pari']","['koppel', 'tweetal', 'paar', 'duo']","['क्रमित युग्म', 'जोड़ा']",pair,"['coppia', 'coppia ordinata', 'paio']"
"['lumière', 'source lumineuse', 'lumière visible']","['Lichtquelle', 'Licht']","['свет', 'Свет', 'ви́димый свет']","['light', 'light source', 'visible light', 'visible radiation']","['光', '可見光', '可见光']","['fuente luminosa', 'luz', 'luz visible', 'radiación visible']","['可視光', '可視光線']","['가시광선', '빛']",['valgus'],"['valo', 'näkyvä valo', 'näkyvä säteily']","['licht', 'lichtbron']",['प्रकाश'],light,"['luce', 'sorgente luminosa', 'radiazione visibile', 'luce visibile']"
"['temps', 'temps grammatical']","['Zeit', 'Zeitform', 'Tempus']",['время'],"['tense', 'grammatical tense', 'time']","['时', '时态']","['tiempo gramatical', 'tiempo']",['時制'],['시제'],['aeg'],"['aikamuoto', 'tempus']","['tijd', 'werkwoordstijd']","['व्याकरणिक काल', 'काल']",time,['tempo']
"['noir', 'couleur', 'teinte', 'teint']","['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe']","['чёрный', 'цвет']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors']","['色', '黑色', '颜色', '顏色', '烏黑色', '乌', '乌黑色', '烏', '詳細顏色列表']","['negra', 'color', 'tez', 'negro', 'coloración', 'colorido']","['黒', 'くろ', 'ワインの色']","['검정', '검은색', '색깔', '색']","['must', 'värv', 'värvus', 'Värvuste loendid']","['väri', 'musta', 'väritys']","['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje']","['रंग', 'काला']",color,"['colore', 'carnagione', 'nero', 'colorazione']"
"['graine', 'semence']","['Samenkorn', 'Saat', 'Same', 'Samen']","['се́мя', 'семя', 'семена́']",['seed'],"['种', '種子', '種', '种子', '籽']","['semilla', 'pepita', 'simiente']","['種子', '種']","['씨', '씨앗']",['seeme'],['siemen'],['zaad'],"['दाना', 'बीज']",kind,['seme']
['nœud'],['Knoten'],['узел'],['knot'],"['结', '繩結', '节']","['nudo', 'lazo']",['結び目'],['매듭'],"['sõlm', 'Sõlm']","['solmu', 'Solmu']",['knoop'],['गांठ'],tie,"['nodo', 'annodamento', 'groppo', 'annodatura']"
"['face', 'figure', 'visage', 'page', 'aspect', 'facette']","['Visage', 'Angesicht', 'Antlitz', 'Gesicht', 'Seite', 'Facette', 'Fassette']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'страница', 'сторона', 'грань', 'аспе́кт', 'вид']","['face', 'human face', 'page', 'facet', 'aspect', 'side']","['面', '臉', '脸', '面孔', '人类的脸', '颜', '页', '頁', '方面']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'página', 'faceta', 'aspecto']","['顔', 'ページ', '項', '様相']","['얼굴', '페이지', '쪽', '양상']","['nägu', 'Nägu', 'lehekülg']","['naama', 'kasvot', 'pärstä', 'sivu', 'puoli', 'aspekti', 'ominaisuus', 'näkökohta', 'näkökulma', 'näkökanta']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'pagina', 'bladzijde', 'blad', 'zijde', 'aspect', 'facet']","['चेहरा', 'मुखड़ा', 'मुख', 'पृष्ठ']",face,"['viso', 'faccia', 'volto', 'pagina', 'facciata', 'pag.', 'aspetto', 'sfaccettatura', 'lato']"
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['桥', '橋', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],bridge,"['ponte', 'ponti romani']"
"['troupeau', 'bouquet', 'groupe', 'botte', 'regroupement']","['Hirt', 'Herde', 'Hirte', 'Strauß', 'Bund']","['стадо', 'буке́т', 'пучо́к', 'свя́зка']","['herd', 'clustering', 'cluster', 'bunch', 'clump']","['群', '群居', '兽群', '牧群', '束', '簇', '丛', '帮', '一丛', '一群', '一串', '串']","['rebaño', 'rebañador', 'manada', 'pastor', 'piara', 'manojo', 'ramo', 'bonchote', 'grupo', 'puñado', 'agrupación', 'racimo', 'cúmulo', 'amontonamiento', 'clúster']","['群れ', '房', '束']","['무리', '다발', '송이']","['Kari', 'kari']","['paimen', 'Lauma', 'lauma', 'nippu', 'kimppu', 'rykelmä', 'ryhmä', 'parvi']","['kudde', 'herder', 'bos', 'unit', 'troep', 'tros', 'cluster', 'span', 'sterrenhoop', 'stel']",['झुंड'],group,"['mandria', 'gregge', 'branco', 'armento', 'mucchio', 'graspo', 'ciuffo', 'raggruppamento', 'mazzo', 'insieme', 'gruppo']"
"['domicile', 'maison']",['Haus'],"['дом', 'жилище']","['house', 'home', 'dwelling']","['屋', '房屋', '家屋', '住宅', '家', '房子']",['casa'],"['家', '家屋', '住宅']",['집'],"['hoone', 'maja']",['talo'],"['optrekje', 'woning', 'onderdak', 'woonplaats', 'huis', 'verblijf', 'domicilie', 'woonhuis', 'huisje']","['घर', 'मकान']",house,"['casa', 'domicilio', 'abitazione']"
"['développement historique', 'histoire']","['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft']","['история', 'исто́рия']","['historical development', 'history']","['史', '歷史', '历史', '歷史學', '历史学']",['historia'],"['歴史', '沿革']","['역사', '사학']",['ajalugu'],"['historia', 'historiantutkimus']",['geschiedenis'],"['इतिहास', 'तारीख़']",history,['storia']
"['vallée', 'val', 'céréale']","['Tal', 'Senke', 'Korn', 'Getreide', 'Frucht', 'Zerealie']","['долина', 'Долина', 'доли́на', 'зерновые культуры', 'злак', 'зернова́я культу́ра', 'крупа́']","['valley', 'dale', 'vale', 'cereal', 'cereal grass']","['谷', '溪谷', '山谷', '谷地', '谷物', '谷类', '穀類', '穀物']","['dolina', 'valle', 'val', 'cereal', 'cereales']",['穀物'],"['골짜기', '계곡', '시리얼', '곡류', '곡물', '알곡']","['org', 'teravili']","['laakso', 'vilja', 'viljanjyvä', 'Vilja', 'viljakasvi']","['dal', 'vallei', 'graan', 'koren', 'graansoort']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी', 'खाद्यान्न']",valley,"['valle', 'vallata', 'conca', 'cereali', 'cereale']"
"['période', 'ère géologique', 'ère', 'génération']","['Ära', 'Generation', 'Geschlecht']","['геологическая эра', 'поколе́ние']","['period', 'era', 'geological era', 'generation']","['代', '地质代', '纪元', '輩', '辈', '世代']","['tiempo', 'periodo', 'era geológica', 'era', 'período', 'época', 'generación']",['世代'],"['대', '세대']","['aegkond', 'põlvkond']","['maailmankausi', 'aikakausi', 'geologinen ajanjakso', 'sukupolvi']","['era', 'tijdperk', 'tijdrekening', 'periode', 'generatie']","['भूवैज्ञानिक महाकल्प', 'पीढ़ी', 'पुश्त', 'नस्ल']",generation,"['periodo', 'era', 'era geologica', 'età', 'generazione']"
"['agglomération urbaine', 'métropole', 'ville', 'cité', 'grande-ville', 'bourgade', 'bourg']","['Metropole', 'Stadt', 'Großstadt', 'Weltstadt', 'Stadtsiedlung', 'Kleinstadt', 'Bourg']","['метрополия', 'город', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис', 'малый город', 'бург']","['city', 'urban center', 'metropolis', 'city/town', 'town', 'large village']","['城', '城市', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會', '大型村落', '鄉鎮', '镇', '城镇']","['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital', 'villa', 'pueblo', 'población']","['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市', '街']","['시내', '도시', '시', '메트로폴리스', '대도시', '마을']","['linn', 'pealinn', 'suurlinn', 'Suurlinn']","['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus', 'pikkukaupunki']","['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad', 'town', 'middelgrote plaats of stadje', 'plaats', 'gemeente']","['शहर', 'नगर', 'बड़ा शहर']",city,"['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano', 'cittadina', 'grosso paese', 'paese']"
"['langue', 'langage', 'langage humain']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache']","['язык', 'язы́к', 'речь']","['language', 'human language', 'linguistic communication']","['语', '語言', '语言', '言语', '言語', '话', '話']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística']","['言語', '個別言語', '言葉']","['언어', '말', '개개의 언어']",['keel'],"['kieli', 'kielellinen kommunikaatio']","['taal', 'spraak', 'tong']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली']",language,"['lingua', 'linguaggio', 'idioma']"
"['vitesse', 'vélocité', 'vecteur vitesse', 'Vitesse', 'rapidité']","['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor']","['скорость', 'ско́рость']","['velocity', 'speed']","['速', '速率', '速度']",['velocidad'],"['速度', '速さ']","['빠르기', '속도', '속력']",['kiirus'],"['nopeus', 'vauhti']","['snelheid', 'vaart', 'gezwindheid', 'vlugheid']",['वेग'],speed,"['velocità', 'celerità']"
"['territoire', 'terre ferme', 'plancher des vaches', 'terre', 'sol']","['Land', 'Festland', 'Grund', 'Erdboden', 'Boden', 'Erde', 'Länder', 'fester Boden']","['земля', 'суша', 'су́ша', 'земля́', 'зе́мли', 'грунт']","['land', 'ground', 'terra firma', 'earth', 'solid ground', 'dry land', 'land mass']","['地', '陸地', '土地', '陆地', '地面']","['tierra', 'territorio', 'terreno', 'tierra firme', 'suelo']","['地面', '土地', '大地', '土', '陸地']","['땅', '육지', '륙지', '대지', '뭍', '토지']","['maa', 'maismaa']","['maa', 'maanpinta', 'kuiva maa']","['land', 'aarde', 'droge land', 'vaste grond', 'grond', 'bodem', 'vasteland']","['सरजमीन', 'धरती', 'भूतल', 'ज़मीन', 'भूमि']",ground,"['territorio', 'terra', 'terraferma', 'superficie', 'suolo', 'terra ferma', 'continente']"
['queue'],['Schwanz'],['хвост'],['tail'],"['尾', '尾巴', '尾子']",['cola'],['尻尾'],['꼬리'],['saba'],"['pyrstö', 'häntä']",['staart'],"['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']",tail,['coda']
"['maman', 'maternité', 'mère']","['Mutter', 'Mutterschaft']","['мать', 'материнство']","['mother', 'female parent', 'motherhood']","['母', '母親', '娘', '妈妈', '母亲']","['madre', 'maternidad', 'mamá', 'progenitora']",['母親'],['어머니'],['ema'],"['äiti', 'äitiys', 'naispuolinen vanhempi']","['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe']",['माता'],mother,"['maternità', 'madre', 'mamma', 'genitrice']"
"['levant', 'est', 'orient']","['Ost', 'Osten']","['восто́к', 'восхо́д', 'восток', 'ост']","['E', 'eastward', 'east', 'due east']","['东', '東方', '東', '东方']","['este', 'levante', 'oriente']","['東', '東方']","['동쪽', '새', '동']","['idakaar', 'ida', 'Ida']","['itä', 'I']","['oosten', 'oost']","['पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']",east,"['oriente', 'est', 'levante', 'E']"
"['langue', 'langage', 'langage humain', 'patois', 'dialecte', 'accent', 'idiome']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'Akzent', 'Idiom', 'Dialekt', 'Ausdrucksweise', 'Mundart']","['язык', 'язы́к', 'речь', 'диалект', 'акцент', 'го́вор', 'диале́кт', 'наре́чие', 'идио́м']","['language', 'human language', 'linguistic communication', 'dialect', 'accent', 'idiom']","['话', '語言', '语言', '言语', '言語', '話', '口音', '方言', '土语', '一群人使用的特定的词汇']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'dialecto', 'acento']","['言語', '個別言語', '言葉', '-弁', '方言', '訛り', 'アクセント']","['언어', '말', '개개의 언어', '어법', '사투리', '방언', '악센트']","['keel', 'murre', 'aktsent', 'Aktsent']","['kieli', 'kielellinen kommunikaatio', 'murre', 'korostus', 'Korostus', 'aluemurre', 'kielimuunnos']","['taal', 'spraak', 'tong', 'mondaard', 'dialect', 'Tongval', 'tongval', 'streektaal', 'accent', 'patois']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'उपभाषा', 'उच्चारण', 'लहजा']",speech,"['lingua', 'linguaggio', 'idioma', 'dialetto', 'accento', 'vernacolo', 'parlata']"
['tour'],['Turm'],"['вышка', 'башня', 'ба́шня']",['tower'],"['塔', '塔樓', '樓臺', '楼台', '楼阁', '塔楼', '樓閣', '塔式建築']",['torre'],['タワー'],['탑'],['torn'],['torni'],['toren'],['बुर्ज'],tower,['torre']
"['homme', 'mec', 'type', 'gars', 'bonhomme']","['Mann', 'Kerl', 'Herr', 'Mannsbild', 'Mannsperson']",['мужчина'],"['male', 'man', 'adult male']","['男', '人', '男人', '男性']","['hombre', 'varón', 'hombre adulto']","['男の人', '男性']","['남자 사람', '남성']",['mees'],"['mies', 'aikuinen mies']","['baas', 'jongen', 'man', 'pief', 'gast', 'heer', 'vent', 'kerel', 'manspersoon', 'mannetje', 'klant', 'broger', 'meneer', 'basserool', 'heerschap', 'mens', 'pik', 'knaap']",['पुरुष'],male,"['uomo', 'maschio']"
['électricité'],['Elektrizität'],['электричество'],['electricity'],"['电', '电力', '电气', '電力', '電氣', '电能', '電能', '電']",['electricidad'],['電気'],['전기'],"['elektrienergia', 'elekter']",['sähkö'],['elektriciteit'],"['बिजली', 'विद्युत शक्ति', 'विद्युत']",electric,['elettricità']
"['encadrement de porte', 'porte', 'portière', 'huis', 'ménage', 'foyer', 'famille']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe', 'Haushalt', 'Privathaushalt']","['две́ри', 'дверь', 'семья', 'Домашнее хозяйство', 'домохозяйство']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'household', 'family', 'home', 'menage', 'house', 'private household']","['户', '戶', '門', '门', '门儿', '門兒', '門扉', '一家人', '家庭', '人家', '家人', '家庭成员', '家族']","['puerta', 'marco de puerta', 'seguro', 'núcleo familiar', 'familia', 'casa', 'hogar', 'menaje']","['門', 'ドア', '扉', '戸', '戸口', '世帯']","['문', '세대']","['uks', 'majapidamine', 'Majapidamine']","['ovi', 'talous', 'kotitalous', 'suku', 'ruokakunta', 'perhekunta', 'perhe']","['poort', 'portier', 'deur', 'huishouden', 'huisgezin', 'familie', 'huishouding', 'gezin']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']",household,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'nucleo familiare', 'famiglia', 'casa']"
"['humain', 'homme', 'être humain', 'Homo', 'homo', 'Homo sapiens sapiens', 'homo sapiens sapiens', 'peuple', 'gens', 'mec', 'type', 'gars', 'bonhomme', 'mortel', 'personne', ""quelqu'un"", 'individu']","['Mensch', 'Hominid', 'Homo', 'Homo sapiens sapiens', 'Leute', 'Volk', 'Mann', 'Kerl', 'Herr', 'Mannsbild', 'Mannsperson', 'Sterbliche', 'Jemand', 'Person', 'Sterblicher', 'Individuum']","['человек', 'Люди', 'Homo sapiens sapiens', 'люди', 'народ', 'наро́д', 'на́ция', 'мужчина', 'ли́чность', 'индивид', 'челове́к', 'личность', 'индиви́дуум', 'персо́на', 'осо́ба', 'физи́ческое лицо́']","['homo', 'human being', 'hominid', 'human', 'man', 'Homo', 'Homo sapiens sapiens', 'people', 'male', 'adult male', 'someone', 'mortal', 'individual', 'person', 'somebody', 'soul']","['人', '现代人', '智人', '現代人', '人类', '人類', 'Homo sapiens sapiens', '人屬', '人属', 'Homo sapiens', '國民', '人民', '国民', '民族', '人士', '人们', '男人', '男性', '灵魂', '某人', '个人', '凡人', '个体', '個人']","['ser humano', 'hombre', 'humano', 'Homo', 'Homo sapiens sapiens', 'humanidad', 'humana', 'homo', 'pueblo', 'gente', 'personas', 'varón', 'hombre adulto', 'ser', 'persona', 'mortal', 'individuo', 'alguno', 'alma', 'alguien']","['人間', 'ホモ・サピエンス・サピエンス', 'ヒト属', 'ヒト', '人民', '国民', '民族', '男の人', '男性', '個人', '者', '方', '人物']","['호모 사피엔스 사피엔스', '사람', '사람속', 'Homo sapiens', '인민', '민족', '국민', '남자 사람', '남성', '분', '인격체', '인']","['inimene', 'Inimene', 'Homo sapiens sapiens', 'rahvas', 'mees', 'isik', 'indiviid']","['ihminen', 'ihmiset', 'Homo sapiens sapiens', 'kansa', 'väestö', 'mies', 'aikuinen mies', 'henkilö', 'yksilö', 'luonnollinen henkilö', 'persoona']","['homo sapiens', 'ziel', 'wereldburger', 'mensenkind', 'sterveling', 'mens', 'mensachtige', 'Homo', 'Homo sapiens sapiens', 'volk', 'bevoling', 'personen', 'lui', 'ik begrijp het niet', 'mensen', 'baas', 'jongen', 'man', 'pief', 'gast', 'heer', 'vent', 'kerel', 'manspersoon', 'mannetje', 'klant', 'broger', 'meneer', 'basserool', 'heerschap', 'pik', 'knaap', 'iemand', 'persoon', 'individu', 'figuur', 'deze of gene']","['मनुष्य', 'होमो', 'Homo sapiens', 'ईनसान', 'समाज', 'लोग', 'पुरुष', 'व्यक्ति', 'लोक', 'ज़ात', 'मानव', 'शख़्स', 'जन', 'शख्स', 'आदम', 'मानस']",person,"['uomo', 'essere umano', 'Homo', 'Homo sapiens sapiens', 'umano', 'nazione', 'popolo', 'persona', 'gente', 'popolazione', 'maschio', 'individuo', 'mortale', 'anima', 'singolo', 'soggetto']"
"['fonctionnaire', 'haut fonctionnaire', 'haute fonction publique', 'cadre']","['Beambte', 'Funktionärin', 'Sachbearbeiter', 'Beamter', 'leitender Beamter', 'Beamtin', 'Funktionär']","['чино́вник', 'должностно́е лицо́', 'официа́льное лицо́', 'должностное лицо', 'слу́жащий', 'функционе́р', 'чино́вница']","['official', 'functionary']","['官', '官員', '公务员', '官员', '公務員', '职员', '做负责人或行使特殊使命的人']","['funcionaria pública', 'funcionario público', 'oficial', 'funcionario', 'funcionaria', 'alto cargo']","['役員', '職員', '役人', '公務員']","['직원', '공무원']",['ametnik'],"['toimitsija', 'toimihenkilö', 'viranomainen', 'virkamies', 'virkailija']","['ambtenaar', 'functionaris', 'beambte']",['अधिकारी'],official,"['funzionario', 'funzionario pubblico', 'pubblico ufficiale', 'ufficiale', 'magistrato', 'uffiziale', 'uficiale', 'ufiziale']"
"['saison estivale', ""saison d'été"", 'période estivale', 'été']","['Sommersaison', 'Sommerzeit', 'Sommer']","['ле́то', 'ле́тнее вре́мя года', 'лето', 'ле́тний сезо́н']","['summertime', 'summer season', 'summer']","['夏', '夏季', '夏天']","['estación veraniega', 'estación estival', 'estación de verano', 'verano', 'estío']",['夏時'],['여름'],['suvi'],"['kesä', 'kesäaika']","['zomer', 'zomerseizoen', 'zomertijd']",['ग्रीष्म ऋतु'],summer,"['stagione estiva', 'estate']"
