fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['télévision', 'vidéo', 'télé', 'travail', 'emploi', 'entreprise', 'profession', 'métier', 'occupation', 'job', 'day job', 'boulot', 'poste', 'affaire', 'tâche', 'phrase', 'droite', 'ligne droite', 'ligne', 'air', 'ligne mélodique', 'mélodie', 'phrase mélodique', 'ficelle', 'corde', 'fil', 'ligne téléphonique', 'rayure']","['Television', 'Video', 'Fernsehen', 'Videotechnik', 'Arbeit', 'Beruf', 'Geschäft', 'Stelle', 'Beschäftigung', 'Anstellung', 'Job', 'Unternehmen', 'day job', 'Tätigkeit', 'Satz', 'Gerade', 'Melodie', 'Zwirn', 'Kordel', 'Schnur', 'Leitung', 'Streifen']","['видео', 'телевидение', 'видеолента', 'ТВ', 'телеви́дение', 'профессия', 'работа', 'бизнес', 'род занятий', 'до́лжность', 'профе́ссия', 'заня́тие', 'дневная работа', 'рабо́та', 'предложение', 'фра́за', 'предложе́ние', 'прямая', 'мелодия', 'напе́в', 'моти́в', 'мело́дия', 'Шпагат', 'шпагат', 'нить', 'верёвка', 'шнур', 'шпага́т', 'бечёвка', 'ли́ния свя́зи', 'ли́ния', 'проводная телефонная связь', 'телефо́нная ли́ния', 'полоса']","['line', 'television', 'video', 'TV', 'telecasting', 'videotape recording', 'work', 'occupation', 'employment', 'job', 'business', 'line of work', 'day job', 'sentence', 'straight line', 'tune', 'strain', 'melody', 'air', 'melodic line', 'melodic phrase', 'string', 'twine', 'telephone line', 'telephone circuit', 'phone line', 'subscriber line', 'band', 'stripe', 'banding']","['電視', '片', '視頻', '影片', '电视', '视频', '职业', '職業', '工作', '商業', '職務', '职务', '崗位', '商业', '岗位', '行业', '句子', '语句', '語句', '句', '線', '直线', '线', '曲子', '曲调', '曲調', '旋律', '歌曲', '合股線', '合股线', '细绳', '電話線', '电话线', '电话线路', '橫條紋', '带', '条带', '詩句', '台词']","['video', 'televisión', 'vídeo', 'tele', 'televisor', 'tv', 'television', 'TV', 'ocupación', 'empleo', 'trabajo', 'profesión', 'empresa', 'pega', 'laburo', 'camello', 'day job', 'talacha', 'negocio', 'brete', 'curro', 'chamba', 'frase', 'oración', 'recta', 'línea', 'cuerda', 'ton', 'melodía', 'aire', 'tonada', 'cordel', 'mecate', 'guita', 'hilo', 'bramante', 'cordón', 'línea telefónica', 'circuito telefónico', 'línea de teléfono', 'raya', 'faja', 'tira', 'renglón', 'verso']","['テレビ', 'ビデオ', 'テレビジョン', '電視', '職業', '仕事', '取引', 'ジョブ', '商い', '生業', '業務', '工作', 'バイト', '商売', '文', '文章', 'センテンス', '直線', '旋律', 'メロディー', '曲', '歌曲', 'メロディ', '調べ', '紐', '電話回線', '縞模様', '詩行']","['텔레비전', '티뷔', '비디오', '티비', '텔레비', '전시', '테레비', '티브이', '직업', '알바', '일', '아르바이트', '일자리', '문장', '센텐스', '직선', '곡조', '선율', '멜로디', '악곡', '곡', '끈', '전화선', '줄무늬']","['video', 'televisioon', 'elukutse', 'ärindus', 'amet', 'kutse', 'ettevõte', 'töö', 'äri', 'tegevusala', 'lause', 'sirge', 'meloodia', 'Meloodia', 'nöör', 'Nöör', 'niit', 'Telefoniliin', 'telefoniliin', 'Triibuline', 'Rida']","['televisio', 'video', 'TV', 'televisiointi', 'työ', 'ammatti', 'liiketoiminta', 'elinkeino', 'day job', 'ajanviete', 'ansiotyö', 'ala', 'toimi', 'toimiala', 'kiinnostuksen kohde', 'virke', 'lause', 'suora', 'muoto', 'melodia', 'Melodia', 'sävel', 'sävelmä', 'naru', 'nyöri', 'lanka', 'lankapuhelinliittymä', 'puhelinlinja', 'linja', 'puhelinjohto', 'liittymä', 'raita', 'nauha', 'panta', 'rivi']","['video', 'televisie', 'videotechniek', 'kijkbuis', 'beeldomroep', 'betrekking', 'werk', 'baan', 'zakenwereld', 'beroep', 'nering', 'onderneming', 'zaak', 'job', 'zakenleven', 'arbeid', 'bezigheid', 'zaken', 'day job', 'dienstverband', 'vak', 'positie', 'métier', 'professie', 'post', 'stiel', 'functie', 'frase', 'zin', 'rechte lijn', 'lijn', 'touw', 'melodie', 'zangwijs', 'kant', 'twijn', 'draad', 'koord', 'streng', 'tweern', 'garen', 'paktouw', 'bindtouw', 'bindgaren', 'pees', 'aansluiting', 'verbinding', 'telefoonverbinding', 'gestreept', 'biaislint', 'boordband', 'biaisband', 'boordlint', 'streep', 'regel', 'meridiaan', 'gezichtspunt', 'rechte', 'brief']","['दूरदर्शन', 'टीवी', 'टेलिविजन', 'टेलीविज़न', 'वीडियो', 'कारोबार', 'काम', 'कार', 'नौकरी', 'वाक्य और वाक्य के भेद', 'वाक्य', 'सरल रेखा', 'लय', 'तराना', 'धुन', 'राग', 'तार']",line,"['televisione', 'video', 'tivù', 'tele', 'tivvù', 'TV', 'impresa', 'mestiere', 'occupazione', 'impiego', 'affari', 'lavoro', 'compito', 'day job', 'posto di lavoro', 'attività', 'posto', 'frase', 'periodo', 'linea retta', 'linea', 'retta', 'melodia', 'linea melodica', 'canto', 'aria', 'stringa', 'spago', 'legaccio', 'laccetto', 'fila', 'filo', 'cordicella', 'linea telefonica', 'banda', 'fascia', 'lista', 'riga', 'verso', 'rigo']"
"['internet', 'réseau informatique', 'réseau', 'Internet', 'cyberespace', 'filet', 'maille de tricot', 'maillage', 'tissus', 'bénéfice', 'gain', 'revenu net', 'profit', 'lucre', 'Profit', 'bénéfice net', 'résultat net', 'revenus']","['Internet', 'Netzwerk', 'Rechnernetz', 'Computernetzwerk', 'Netz', 'Cyberspace', 'Gittergewebe', 'Gitter', 'Nettoeinkommen', 'Netto', 'Jahresüberschuss', 'Verdienst', 'Profit', 'Lohn', 'Nettogewinn', 'Einkommen', 'Reingewinn', 'Gewinn']","['Интернет', 'компьютерная сеть', 'киберпространство', 'сеть', 'интерне́т', 'мерёжа', 'Сетка', 'мре́жа', 'се́тка', 'Чистая прибыль', 'прибыль', 'чистая прибыль', 'дохо́д', 'Бухгалтерская прибыль', 'чи́стый дохо́д', 'за́работок', 'Нетто', 'нетто', 'чи́стая при́быль', 'при́быль', 'profit']","['net', 'network', 'Internet', 'computer network', 'internet', 'cyberspace', 'mesh', 'meshwork', 'meshing', 'knitting stitch', 'profit', 'lucre', 'profits', 'earnings', 'net income', 'net profit']","['计算机网络', '電腦網路', '互联网', '互聯網', '信息空间', '因特網', '网际网路', '网路', '網絡', '網際網路', '因特网', '网络', '網路', '赛博空间', '虚拟空间', '网络空间', '網', '筛', '网孔', '网', '網孔', '净利', '纯利', '纯利润', '利润', '利益', '净收入', '純利', '收益', '淨利', '收入', '盈餘', '所得']","['red de computadoras', 'red de ordenadores', 'red informática', 'Internet', 'red', 'internet', 'ciberespacio', 'malla', 'rejilla', 'ganancia', 'beneficio', 'ingreso neto', 'lucro', 'ingresos netos', 'ganancia neta', 'beneficio neto', 'beneficios', 'ganancias']","['コンピュータ・ネットワーク', 'インターネット', 'ネット', 'サイバースペース', '編', '網', 'メッシュ', '純利益', '利益', '収入', '純利', '所得', '稼ぎ', 'グロス']","['인터넷', '인터네트', '누리망', '넷', '가상 공간', '그물', '망', '순이익', '이익']","['Internet', 'veeb', 'nett', 'küberruum', 'Kübermaailm', 'võrk', 'internet', 'kübermaailm', 'Netosissetulek', 'Kasum']","['internet', 'netti', 'Internet', 'kyberavaruus', 'verkko', 'seula', 'nettoansio', 'Netto', 'netto', 'pätäkkä', 'nettovoitto', 'Tilikauden voitto', 'nettotulos', 'nettotulo', 'ansiot', 'tulos', 'voitto', 'liikevoitto', 'mammona', 'tuotto', 'ansiotulot']","['netwerk', 'computernetwerk', 'Internet', 'cyberspace', 'internet', 'gaas', 'breisteek', 'vangnet', 'winst', 'verdiensten', 'inkomsten', 'netto-inkomen', 'ontvangsten', 'merites', 'opbrengst', 'Nettowinst', 'gewin', 'netto', 'nettowinst', 'profijt', 'baten', 'winstcijfer', 'baat', 'winstcijfers']","['इन्टरनेट', 'सायबरस्पेस', 'अंतरजाल', 'इंटरनेट', 'अंतर्जाल', 'जाल', 'निवल आय', 'लाभ']",net,"['internet', 'rete informatica', 'rete di calcolatori', 'rete', 'Internet', 'cyberspazio', 'maglia', 'reti', 'guadagno', 'utile netto', 'reditto netto', 'profitto', 'netto', 'provento', 'reddito netto', 'rendimento', 'utile', 'lucro', 'ricavato', 'ricavo', 'frutto']"
"['thé', 'repas du soir', 'dîner', 'souper', 'déjeuner', 'feuille de thé']","['Tee', 'Nachtessen', 'Abendbrot', 'Abendessen', 'Hauptmahlzeit', 'Dinner', 'Teeblatt', 'Teeblätter']","['чай', 'ужин', 'обед', 'у́жин', 'ча́йные ли́стья', 'ча́йный лист']","['tea', 'dinner', 'evening meal', 'supper', 'tea leaf']","['茶', '红茶', '晚餐', '正餐', '晚飯', '主餐', '晚饭', '茶叶', '茶葉']","['té', 'cena', 'comida', 'tisana', 'infusión', 'hoja de té']","['茶', '夜食', '夕食', '茶葉', 'お茶っ葉']","['차', '저녁', '주찬', '차잎', '찻잎', '다엽']",['tee'],"['tee', 'iltapala', 'päivällinen', 'illallinen', 'teelehti', 'teenlehdet', 'teenlehti']","['thee', 'diner', 'middagmaal', 'avondmaal', 'avondeten', 'avondmaaltijd', 'eten', 'middageten', 'etentje', 'theeblad']","['चाय', 'रात का भोजन', 'खाना', 'भोजन', 'दावत', 'भोज']",tea,"['tè', 'thè', 'cena', 'desinare', 'foglia di tè']"
"['pied', 'fondation', 'substruction', 'soubassement', 'infrastructure', 'substructure', 'fondement', 'base']","['Fuß', 'Pes', 'Basis', 'Gründung']","['стопа', 'фундамент']","['foot', 'human foot', 'pes', 'Pes', 'groundwork', 'understructure', 'fundament', 'base', 'substructure', 'foundation']","['腳', '脚', '脚部', '足', '基础', '地基']","['pie', 'pes', 'pata', 'base', 'subestructura', 'cimentación', 'cimiento', 'fundación', 'fundamento']","['ペス', '足', '基礎']","['발', '기초']","['Labajalg', 'vundament', 'Vundament']","['jalkaterä', 'jalka', 'perustus', 'alusrakenne', 'pohja', 'jalusta', 'kanta', 'juuri', 'alaosa', 'pohjatyö', 'perus', 'rakennuspohja', 'jalkopää', 'alapää', 'alusta', 'antura', 'perusta', 'perusrakenne', 'perusmuuri']","['voet', 'voeten', 'poot', 'pootje', 'fundament', 'basis', 'fundering', 'grondvesting', 'grondslag', 'grondvest', 'bedding']","['पैर', 'बुनियाद']",foot,"['piede', 'base', 'fondazione', 'fondazioni', 'piedistallo', 'piedestallo', 'sottofondo']"
"['or', 'ambre']",['Bernsteinfarben'],"['золото', 'золотистый', 'Янтарный цвет', 'золотой цвет', 'золото́й', 'янтарный цвет']","['gold', 'Au', 'amber', 'golden brown']","['黃金', '黄金', '金', '金子', '金色', '橙黃色']","['oro', 'ámbar', 'dorado']","['金', '金色', '橙色', '黄金色', 'こはく色']","['금', '금색', '골드', '호박색', '등색']","['kuld', 'merevaikkollane', 'Merevaikkollane']","['kulta', 'Au', 'kullankeltainen', 'meripihkan värinen']","['goud', 'guld', 'amber']","['सोना', 'जरी', 'सुनहरा', 'सुनहला', 'स्वर्ण', 'सुनहरी']",gold,"['oro', 'ambra']"
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь']","['door', 'door case', 'doorcase', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']",door,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']"
"['neige', 'couche de neige', 'chute de neige']","['Schneedecke', 'Schneefall', 'Schnee']","['снегопад', 'снег']","['snow', 'snow cover', 'snowfall', 'snow mantle']","['雪', '下雪', '降雪']","['nevada', 'capa de nieve', 'nieve', 'nevar']","['雪', '降雪', 'ゆき']",['눈'],['lumi'],"['lumi', 'lumisade']","['sneeuw', 'sneeuwlaag', 'sneeuwval', 'sneeuwwit', 'sneeuwen']","['हिम', 'हिमपात', 'बर्फ़']",snow,"['nevicata', 'caduta di neve', 'neve']"
"['cheval', 'equus caballus']","['Gaul', 'Pferd', 'Ross', 'Hauspferd']","['лошадь', 'домашняя лошадь']","['horse', 'Equus caballus']","['馬', '马']","['caballo', 'Equus ferus caballus', 'yegua', 'equinos']","['馬', 'ウマ', 'Equus caballus']",['말'],['hobune'],"['hevonen', 'Equus caballus']","['paard', 'peerd', 'viervoeter', 'ros']",['घोड़ा'],horse,"['cavallo', 'Equus ferus caballus', 'Equus caballus']"
"['un', 'Un']","['eins', 'Eins', 'ein']","['один', 'одно́', 'раз', 'оди́н', 'одна́', 'едини́ца']","['one', 'ace', 'unity', 'I', 'single', 'Numero Uno']",['一'],"['uno', 'es', 'dos']","['一', '一つ']","['한', '하나', '일']","['üks', 'Üks']","['yksi', 'ykkönen', 'I']","['één', 'een', 'i', 'twee']","['इक', 'एक']",one,['uno']
['deux'],"['zwei', 'Zwei']","['двойка', 'дво́йка', 'две', 'два', 'дво́е']","['two', 'deuce', 'II']","['貳', '二', '贰', '两', '兩']",['dos'],"['二', '二つ']","['둘', '이', '두']","['kaks', 'Kaks']","['kakkonen', 'kaksi', 'II']",['twee'],"['द्वि', 'दुई', 'दो']",two,['due']
"['cinq', 'quintette']","['fünf', 'Fünf']",['пять'],"['five', 'fin', 'fivesome', 'quintet', 'cinque', 'quint', 'pentad', 'V', 'Phoebe', 'quintuplet', 'Little Phoebe']",['五'],"['cinco', 'quint', 'cinque']",['五'],"['오', '다섯']","['viis', 'Viis']","['viisi', 'V']","['vijf', 'quintool', 'vijftal']",['पाँच'],five,"['cinque', 'V']"
"['demi-douzaine', 'sextuor']","['Schwindler', 'sechs', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['six', 'half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['六', 'シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छः', 'छह']",six,"['sei', 'sestetto']"
['huit'],"['acht', 'Acht']",['восемь'],"['eight', 'octonary', 'ogdoad', 'VIII', 'octet', 'eighter', 'eighter from Decatur', 'octad']",['八'],"['ocho', 'octad']",['八'],['여덟'],"['kaheksa', 'Kaheksa']","['kahdeksan', 'VIII', 'kahdeksikko']",['acht'],['आठ'],eight,['otto']
"['dix', 'dizaine', 'décennie']","['zehn', 'Zehn']","['десять', 'де́сять', 'де́сятеро']","['ten', 'decade', 'tenner', 'X']","['拾', '十']","['diez', 'decena', 'década']",['十'],"['열', '십']",['kümme'],"['kymmenen', 'kymppi', 'dekadi', 'kybä', 'X', 'kypä']","['tien', 'tientje']","['दस', 'दश', 'दह']",ten,['dieci']
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'chef', 'leader', 'directeur', 'directrice', 'gestionnaire', 'administrateur', 'gérant', 'thème', 'question', 'point']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Haupt', 'Kopf', 'Leiter', 'Führer', 'Fragestellung']","['Нус', 'ра́зум', 'психика', 'ум', 'голова', 'глава́', 'башка́', 'голова́', 'директор']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'caput', 'leader', 'director', 'boss', 'chief', 'managing director', 'manager', 'top dog', 'question']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦', '会长', '首领', '领袖', '领导人', '领导', '主管', '董事', '主任', '理事', '当家人', '经理', '导演', '首脑']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta', 'líder', 'jefe', 'autoridad', 'dirigente', 'director', 'gerente', 'gestor', 'administrador', 'directora', 'manager', 'responsable', 'tema', 'asunto', 'encabezado', 'cuestión', 'titular', 'aspecto', 'materia', 'tópico']","['心', 'ヌース', '念頭', 'プシュケー', '頭', '頭部', 'リーダー', '指導者', '部門長', '役員']","['누스', '프시케', '마음', '머리', '부서장']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'pea', 'direktor']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'lanttu', 'kallo', 'johtaja', 'päällikkö', 'toimitusjohtaja', 'pomo', 'kysymys', 'asia']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'directeur', 'chef', 'meester', 'meesteres', 'uitbater', 'exploitant', 'manager', 'dirk', 'beheerder', 'bedrijfsleider', 'schoolhoofd', 'rector', 'ouwe', 'bestuurder', 'thema', 'kwestie', 'vraagstuk', 'probleem', 'vraag']","['मन', 'सिर', 'सर']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'direttore', 'leader', 'principale', 'guru', 'capintesta', 'amministratore', 'manager', 'amministratore delegato', 'gestore', 'gerente', 'comandante', 'responsabile', 'tema', 'questione', 'capitolo']"
"['commerce', 'magasin', 'boutique']","['Einzelhandelsgeschäft', 'Geschäft', 'Laden']","['лавка', 'магазин', 'бути́к', 'магази́н', 'ла́вка']","['shop', 'boutique', 'store', 'retail outlet']","['商店', '鋪子', '店', '铺子', '店铺', '店鋪']","['tienda', 'comercio', 'negocio', 'establecimiento', 'almacén']","['商店', '店', '販売店', '売店', '店鋪', 'ストア', 'ショップ']","['가게', '판매점', '상점']","['pood', 'kauplus']","['myymälä', 'kauppa']","['winkel', 'magazijn', 'nering', 'atelier', 'zaak', 'werkplaats']","['दुकान', 'दूकान']",shop,"['negozio', 'magazzino', 'esercizio', 'spaccio', 'bottega', 'fondo commerciale', 'locale']"
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire', 'centre']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus', 'heart', 'center', 'centre', 'middle']","['眼睛', '眼', '目', '睛球', '睛', '中间', '中心', '中心点', '中央']","['ojos', 'ojo', 'globo ocular', 'oculus', 'centro', 'corazón', 'medio']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö', 'keskusta', 'keskus', 'sydän', 'keskipiste']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers', 'kern', 'hart']","['आँख', 'आंख']",eye,"['bulbo oculare', 'occhio', 'occhi', 'centro', 'mezzo', 'cuore']"
"['plaine', 'champ', 'discipline', 'branche', 'domaine', 'sujet']","['Ebene', 'Acker', 'Feld', 'Anbaufläche', 'Ackergrund', 'landwirtschaftliche Nutzfläche', 'Ackerland', 'Weide', 'Esch', 'Flur', 'Weideland', 'Trade', 'Disziplin']","['равнина', 'равни́на', 'поле', 'по́ле', 'па́стбище', 'дисципли́на', 'предме́т']","['field', 'plain', 'champaign', 'acre', 'subject', 'discipline', 'study', 'subject area', 'subject field', 'field of study', 'bailiwick']","['平野', '平原', '田', '英畝', '英亩', '田野', '旱田', '野外', '科目', '学科', '學科', '主题', '题目', '领域']","['llanura', 'planicie', 'llano', 'campo', 'campaña', 'llanuras', 'planada', 'plana', 'labrantío', 'sembradío', 'terreno', 'cátedra', 'campo de estudio', 'disciplina', 'materia', 'ramo', 'area de jurisdicción', 'área de estudio', 'ámbito', 'área temática', 'área', 'tema', 'estudio']","['平野', '平地', '畑', '耕地', '学科']","['평야', '평지', '밭', '학과']","['tasandik', 'põld', 'nurm', 'väli']","['tasanko', 'tasamaa', 'aukea', 'lakeus', 'pelto', 'vainio', 'laidun', 'aine', 'oppiaine', 'tutkimusalue', 'tutkimusala', 'tieteenala', 'erikoisala', 'ala']","['vlakte', 'laagvlakte', 'vlak', 'veld', 'akkerland', 'land', 'akker', 'landbouwgrond', 'wei', 'weide', 'weiland', 'discipline', 'branche', 'gebied', 'sfeer', 'domein', 'terrein']","['मैदान', 'क्षेत्र', 'खेत', 'विषय']",field,"['pianura', 'campo', 'campagna', 'disciplina', 'materia', 'ambito', 'ramo']"
"['site Web', 'site Internet', 'site web', 'site internet', 'localité', 'emplacement', 'position', 'lieu', 'position géographique', 'localisation', 'situation']","['Internetauftritt', 'Internetpräsenz', 'Webangebot', 'Netzauftritt', 'Webauftritt', 'Webpräsenz', 'Website', 'geographische Lage', 'Platz', 'Standort', 'Ort', 'Lage']","['веб-страни́ца', 'сайт', 'страни́ца интерне́та', 'веб-са́йт', 'географическое местоположение', 'ме́сто', 'положе́ние', 'местоположе́ние', 'пози́ция', 'географическое положение', 'местонахожде́ние', 'расположе́ние']","['site', 'Web site', 'website', 'internet site', 'web site', 'locus', 'locale', 'location', 'locality', 'geographic location']","['网站', '網站', '网络站点', '地理位置', '地点', '地點', '地方', '场所', '場所', '位置']","['sitio Web', 'web', 'sitio web', 'página web', 'website', 'escena', 'vecindad', 'escenario', 'hábitat', 'suburbio', 'área', 'lugar', 'territorio', 'ambiente', 'ubicación', 'posición', 'localización geográfica']","['ウェブサイト', 'サイト', '位置', '地方', '地点', '場所', '立地']","['웹사이트', '사이트', '위치', '지점', '지리적 위치', '장소']","['veebisait', 'asukoht', 'geograafiline asend', 'ruum']","['nettisivu', 'verkkosivusto', 'sivusto', 'www-sivu', 'nettisivut', 'internet-sivut', 'sijainti', 'paikka']","['website', 'webstek', 'locatie', 'plaats', 'geografische locatie']","['जालपृष्ठ', 'वेबसाइट', 'जालस्थल', 'साइट', 'अवस्थिति']",site,"['sito web', 'sito', 'luogo', 'posizione', 'ubicazione']"
"['danse', 'danser']","['Tanz', 'Tanzen']","['танец', 'пляс', 'та́нец', 'пля́ска']","['dance', 'dancing', 'saltation', 'terpsichore']","['舞蹈', '跳舞']","['danza', 'baile']","['ダンス', '踊り', '舞踊']","['춤', '댄스']",['tants'],"['tanssi', 'tanssiminen']","['dans', 'dansen']","['नृत्य', 'नाच']",dance,"['danza', 'ballo', 'ballare', 'danzare']"
"['mot', 'propos', 'délibération']",['Wort'],['слово'],"['word', 'give-and-take', 'discussion']","['詞', '词', '單詞', '单词', '字词']","['palabra', 'vocablo', 'intercambio', 'debate', 'discusión']","['言葉', '単語', '語']",['낱말'],['sõna'],"['sana', 'keskustelu', 'ajatustenvaihto', 'mielipiteidenvaihto']",['woord'],"['शब्द', 'बात']",word,"['parola', 'termine', 'suono', 'vocabolo', 'dibattito', 'discussione']"
"['paire', 'couple']","['Paar', 'geordnetes Paar']","['пара', 'па́ра', 'упорядоченная пара']","['pair', 'brace', 'ordered pair']","['雙', '一對', '有序对', '双', '對', '对', '一对']","['par', 'par ordenado']","['一組', '順序対', '対', 'ペア', '一対']","['켤레', '순서쌍', '한쌍', '페어']","['Järjestatud paar', 'järjestatud paar', 'paar']","['järjestetty pari', 'pari']","['koppel', 'tweetal', 'paar', 'duo']","['क्रमित युग्म', 'जोड़ा']",pair,"['coppia', 'coppia ordinata', 'paio']"
"['siège', 'place']","['Sitz', 'Sitzgelegenheit', 'Sitzplatz']","['сиде́нье', 'ме́сто']",['seat'],"['座位', '位子', '座席']","['asiento', 'escaño', 'seato']","['座位', '座席', '腰掛け', '席', 'シート']","['좌석', '자리', '시트']",['iste'],"['istuin', 'istumapaikka', 'paikka']","['zetel', 'stoel', 'leunstoel', 'fauteuil', 'zitje', 'zitplaats', 'zitmeubel', 'zitting']",['सीट'],seat,"['sedile', 'seduta', 'scranno', 'posto']"
"['lumière', 'source lumineuse', 'lumière visible', 'rebord', 'fenêtre', 'rebord de fenêtre', 'luminaire', 'briquet', 'lampe', 'allumeur', 'igniteur']","['Lichtquelle', 'Licht', 'Fenster', 'Fensterbank', 'Lampe', 'Feuerzeug', 'Flamme', 'Zünder']","['свет', 'Свет', 'ви́димый свет', 'иллюминатор', 'люк', 'окно', 'витрина', 'лампа', 'зажигалка']","['light', 'light source', 'visible light', 'visible radiation', 'sill', 'window ledge', 'window', 'window sill', 'ledge-sill', 'lamp', 'cigarette lighter', 'lighter', 'pocket lighter', 'igniter', 'ignitor']","['可見光', '光', '可见光', '窗仔門', '窗戶', '窗户', '窗仔门', '窗', '燈', '灯', '点火器', '打火机', '打火機']","['fuente luminosa', 'luz', 'luz visible', 'radiación visible', 'ventana', 'encendedor', 'lámpara', 'luminaria', 'mechero', 'yesquero', 'fuego', 'briquet']","['光', '可視光', '可視光線', '窓', 'ライター', '明かり', 'ランプ', '火']","['가시광선', '빛', '창', '창문', '라이터', '불']","['valgus', 'aken', 'lamp', 'tulemasin', 'Välgumihkel', 'välgumihkel']","['valo', 'näkyvä valo', 'näkyvä säteily', 'ikkuna', 'akkuna', 'sytytin', 'lamppu', 'tuli']","['licht', 'lichtbron', 'raam', 'venstertablet', 'venster', 'glasraam', 'vensterraam', 'raampje', 'lamp', 'aansteker', 'vuurtje']","['प्रकाश', 'खिड़की', 'लाइटर', 'ज्वालक']",light,"['luce', 'sorgente luminosa', 'radiazione visibile', 'luce visibile', 'finestra', 'davanzale', 'bordo della finestra', 'davanzale della finestra', 'accendino', 'lampada', 'accenditore', 'macchinetta']"
"['mille', 'mil']","['Tausend', 'tausend']","['тысяча', 'ты́сяча']","['thousand', 'one thousand', 'K', 'G', 'chiliad', 'yard', 'M', 'grand', 'thou']",['千'],"['un mil', 'mil', 'chiliad', 'millar']",['千'],['천'],"['Tuhat', 'tuhat']","['tuhat', 'K', 'G', 'M', 'jaardi', 'tuhat dollaria', 'yksi tuhat', 'tuhatluku']","['duizend', 'Chiliad', 'duizendvoud', 'chiliade', 'mille', 'duizendtal', 'gij']","['सहस्र', 'सहास', 'हज़ार']",thousand,"['mille', 'migliaio', 'M']"
['nord'],['Norden'],"['север', 'Север']","['north', 'northward', 'N', 'due north']","['北', '北方']",['norte'],['北'],['북쪽'],['põhi'],"['pohjoinen', 'suoraan pohjoiseen', 'N']","['noord', 'noorden']","['उत्तर', 'उत्तर दिशा']",north,"['nord', 'settentrione', 'mezzanotte', 'tramontana']"
