fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['fromage'],['Käse'],"['сыр', 'творо́г', 'тво́рог']","['cheese', 'YAMSHD']","['干酪', '奶酪', '乳酪', '芝士', '乾酪', '起司', '吉士', '酪', '起士']",['queso'],"['チーズ', '酪', '乾酪']","['건락', '치즈']","['juust', 'sõir']",['juusto'],['kaas'],"['चीज़', 'पनीर']","['formaggio', 'cacio']",cheese
"['coffre', 'malle', 'cavité thoracique', 'thorax', 'cage thoracique', 'poitrine', 'Torse', 'torse']","['Truhe', 'Koffer', 'Brusthöhle', 'Brustkasten', 'Oberkörper', 'Brust', 'Thorax', 'Brustkorb']","['сундук', 'я́щик', 'Сундук', 'сунду́к', 'грудь', 'грудная клетка', 'торакс', 'грудна́я кле́тка', 'то́ракс']","['chest', 'breast', 'thorax', 'chest cavity', 'thoracic cavity', 'pectus']","['箱', '箱子', '胸膛', '胸部', '胸', '胸廓', '胸腔']","['baúl', 'arcón', 'arca', 'cofre', 'tórax', 'pecho', 'caja torácica', 'cavidad torácica', 'torso', 'pectus', 'seno', 'pechuga']","['櫃', '胸部', '胸', '胸郭']","['궤', '불교 용어 목록', '불교 용어 목록/구', '가슴', '흉곽', '흉부']","['Kirst', 'kirst', 'rinnakorv', 'rind', 'rindkere']","['Arkku', 'arkku', 'kirstu', 'rinta', 'rintakehä', 'Rintakehä', 'Rinta', 'thorax', 'tooraksi']","['kist', 'borstkas', 'borstholte', 'torso', 'borst', 'ribbenkast', 'romp', 'thorax', 'pram', 'mamma', 'mem', 'tiet', 'vrouwenborst']","['संदूक़', 'सन्दूक़', 'सीना', 'छाती']","['baule', 'cassapanca', 'cassa', 'cofano', 'pètto', 'petto', 'torace', 'costato']",chest
['menton'],['Kinn'],['подбородок'],"['chin', 'mentum']","['颔', '下巴頦', '下巴颏', '下巴', '頷', '颏', '下颚']","['barbilla', 'mentón', 'pera', 'barba']","['顎', 'おとがい']","['턱', '아래턱']","['lõug', 'Lõug']","['leuka', 'leukakyhmy', 'mentum']","['kin', 'kinnebak']","['ठोड़ी', 'ठुड्डी', 'चिबुक']","['mento', 'bazza']",chin
['église'],"['Kirche', 'Kirchengebäude']","['церковь', 'це́рковь', 'костёл', 'христианский храм', 'це́рква', 'ки́рха']","['church', 'church building']","['教會', '教会', '教堂', '礼拜堂']",['iglesia'],"['教会', '教会堂', '聖堂']","['교회', '성당', '교회당', '례배당', '예배당']",['kirik'],"['kirkko', 'kirkkorakennus']","['kerk', 'kerkgebouw', 'godshuis']","['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']",['chiesa'],church
"['cercle', 'rond', 'disque']","['Kreis', 'Kreisscheibe', 'Kreisfläche', 'Scheibe']","['окружность', 'окру́жность', 'круг', 'диск']","['circle', 'disk', 'disc']","['圈子', '圆', '圓', '圆圈', '圓圈', '圓形', '圆形', '椭圆形', '圓盤', '圆盘', '磁盘', '光盘']","['círculo', 'circunferencia', 'disco']","['円', '丸', 'ディスク', '円盤', '円板']","['원', '동그라미', '원판', '원반', '디스크']","['ringjoon', 'ring', 'ketas', 'Ring']","['ympyrä', 'kiekko', 'pyöreä levy', 'lautanen']","['kring', 'cirkel', 'schijf']","['वृत्त', 'चक्र', 'चक्का', 'डिस्क']","['cerchio', 'circonferenza', 'circolo', 'disco', 'piatto']",circle
"['horloge', 'pendule']",['Uhr'],"['часы', 'часы́']",['clock'],"['鐘錶', '时钟', '钟', '鐘', '時鐘', '钟表']",['reloj'],['時計'],['시계'],['kell'],['kello'],"['uurwerk', 'klok', 'horloge', 'teller', 'klokken', 'kilometerteller']","['घड़ी', 'घडी']","['orologio', 'oriolo']",clock
['nuage'],"['Wolke', 'Gewölk']","['облако', 'облака', 'о́блако', 'ту́ча']",['cloud'],"['雲', '云']","['nube', 'nubes']",['雲'],['구름'],"['pilv', 'Pilv']",['pilvi'],['wolk'],"['अभ्र', 'बादल', 'मेघ']","['nube', 'nuvola', 'nembo']",cloud
"['veste', 'paletot', 'pardessus', 'manteau']","['Jacke', 'Mantel']","['жаке́т', 'куртка', 'ку́ртка', 'пиджа́к', 'пальто', 'пальто́']","['jacket', 'coat']","['夾克', '上衣', '夹克', '短上衣', '外衣', '大衣', '外套']","['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'campera', 'chompa']","['コート', 'ジャケット', '外套']","['재킷', '코트', '외투']","['jakk', 'mantel']","['takki', 'pusakka', 'pikkutakki']","['jas', 'jack', 'mantel', 'overjas']","['जैकेट', 'कोट']","['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba', 'soprabito', 'paltò', 'paletot']",coat
['arrestation'],['Festnahme'],"['заключение под стражу', 'задержа́ние', 'аре́ст', 'Арест личности']","['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch']","['逮捕', '捕捉']","['arresto', 'detención']","['捕捉', '逮捕']",['체포'],['Vahistamine'],"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni']","['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']",['गिरफ़्तारी'],"['arresto', 'fermo']",collar
['peigne'],['Kamm'],['расчёска'],['comb'],"['梳篦', '头梳', '梳棉机', '篦', '梳子']",['peine'],['櫛'],['빗'],['kamm'],['kampa'],"['kam', 'schilderskam']",['कंघा'],['pettine'],comb
"['vache', 'bétail', 'bovins', 'Bos taurus', 'bos taurus', 'Bos primigenius taurus']","['Hausrind', 'Rind', 'Rindvieh', 'Kühe', 'Rinder', 'Bos taurus']","['скот', 'Bos taurus', 'скоти́на', 'бык', 'кру́пный рога́тый скот', 'домашний бык', 'коро́ва']","['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'moo-cow']","['牛', '家牛', '母牛']","['ganado bovino', 'vaca', 'Bos taurus', 'ganado', 'Bos primigenius taurus', 'toro', 'Bos Taurus', 'ganado vacuno', 'bovino', 'vacas', 'bueyes', 'bovinos', 'vacuno', 'vaquita']","['牛', 'ウシ', '畜牛', 'Bos primigenius taurus']","['소', 'Bos primigenius taurus']","['veised', 'veis']","['karja', 'Bos taurus', 'nauta', 'nautakarja', 'lehmä']","['rundvee', 'rund', 'runderen', 'Bos taurus', 'beesten', 'vee', 'Bos primigenius taurus', 'melkkoe']","['गाय', 'Bos primigenius taurus']","['mucca', 'bestiame bovino', 'vacca', 'bestiame', 'Bos taurus', 'Bos taurus taurus', 'bovini', 'bue', 'Bos primigenius taurus']",cow
"['tasse', 'verre', 'coupe']","['Tasse', 'Trinkglas', 'Trinkschale', 'Pokal']","['Стеклянный стакан', 'чашка']","['cup', 'standing cup', 'cup with stem', 'drinking glass']","['杯子', '玻璃容器', '饮料玻璃', '杯']","['taza', 'copa', 'vaso', 'taza de pié']","['カップ', 'コップ', 'グラス']","['컵', '잔', '유리잔']","['Klaas', 'Tass', 'tass', 'klaas']","['kuppi', 'juomalasi', 'juomapikari', 'Juomalasi']","['kop', 'tas', 'drinkglas', 'bokaal', 'beker op voet', 'bak', 'beker']","['कप', 'प्याला', 'गिलास']","['tazza', 'coppa', 'bicchiere']",cup
['rideau'],"['Vorhang', 'Gardine', 'Fensterdekoration']","['занавеска', 'што́ра', 'шторы', 'штора', 'занаве́ска', 'портье́ра', 'гарди́на']","['curtain', 'drapery', 'drape', 'mantle', 'pall', 'altar cloth']","['窗帘', '窗簾', '帘子', '簾', '簾子']","['cortina', 'cortinaje', 'cortinas']",['カーテン'],['커튼'],"['eesriie', 'kardin', 'Kardin']","['verho', 'verhot']","['gordijn', 'voorhangsel', 'lijkkleed', 'doek']","['परदा', 'पर्दा']","['tenda', 'drappo', 'drappeggio', 'tappezzeria', 'tendina', 'tendaggio', 'panneggiamento', 'cortina', 'velario']",curtain
"['amortisseur', 'coussin']","['Stoßdämpfer', 'Schlag']","['амортизатор', 'шок']","['shock absorber', 'shock', 'cushion']","['阻尼器', '電休克', '觸電', '电休克', '触电']",['amortiguador'],['ショックアブソーバー'],['완충기'],['amortisaator'],"['iskunvaimennin', 'sähköisku', 'sähköshokki', 'pehmike']","['schokbreker', 'schokdemper', 'schok', 'kussen']",['प्रघात अवशोषक'],"['ammortizzatore', 'scossa']",cushion
"['chien', 'Canis lupus familiaris', 'canis familiaris']","['Hund', 'Wauwau', 'Köter', 'Töle', 'Canis lupus familiaris', 'Haushund']","['собака', 'фруфру', 'Canis lupus familiaris']","['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['犬', '狗']","['perra', 'can', 'canino', 'perro', 'Canis lupus familiaris', 'Canis familiaris', 'perros', 'canis familiaris', 'perro doméstico']","['犬', 'イヌ', 'イエイヌ', 'Canis lupus familiaris']","['개', 'Canis lupus familiaris']","['koer', 'Canis lupus familiaris']","['koira', 'Canis lupus familiaris', 'Canis familiaris']","['hond', 'Canis lupus familiaris', 'joekel']","['कुत्ता', 'Canis lupus familiaris']","['cane', 'Canis lupus familiaris', 'Canis familiaris']",dog
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']",door
"['écluse', 'écluse à sas', 'sas', 'cadenas', 'porte']","['Schleuse', 'Kanalschleuse', 'Schiffsschleuse', 'Schiffshebewerk', 'Tor']","['шлюз', 'ворота']","['gate', 'lock', 'canal lock', 'lock chamber']","['船閘', '水闸', '水閘', '門', '闸门']","['esclusa', 'puerta', 'verja', 'barrera', 'portón']","['閘門', '門', '扉']","['갑문', '관문', '대문']","['kanalilüüs', 'lüüs', 'Lüüs', 'värav']","['kanavan sulku', 'sulku', 'sulkukammio', 'portti']","['kanaalsluis', 'sluis', 'schutsluis', 'haan', 'koker', 'kolk', 'sluiskolk', 'poort', 'hek', 'toegangshek', 'spoorboom', 'overwegboom']",['जलपाश'],"['chiusa', 'cancello', 'barriera']",drain
"['film', 'pellicule', 'peinture', 'artiste peintre', 'peintre', 'image', 'tableau', 'illustration', 'figure', 'reproduction', 'dessin', 'icône', 'photographie', 'photo']","['Film', 'Abbild', 'Maler', 'Darstellung', 'Gemälde', 'Malerei', 'Abbildung', 'Zeichnung', 'Bild', 'Photographie', 'Foto', 'Lichtbild', 'Fotografie', 'Photo']","['кинофильм', 'фильм', 'картина', 'образ', 'живопись', 'жи́вопись', 'рисунок', 'рису́нок', 'чертёж', 'схе́ма', 'изображение', 'фотография', 'сни́мок', 'фо́тка', 'фотока́рточка', 'фотогра́фия', 'фотосни́мок', 'фо́то']","['picture', 'movie', 'film', 'motion picture', 'motion-picture show', 'flick', 'moving picture', 'pic', 'picture show', 'moving-picture show', 'image', 'artist', 'painting', 'painter', 'art of painting', 'drawing', 'map', 'portraiture', 'design', 'illustration', 'figure', 'pattern', 'ikon', 'icon', 'photo', 'photograph', 'exposure', 'video']","['电影', '電影', '影片', '绘画', '畫作', '油漆', '繪畫', '画儿', '图画', '画', '圖畫', '素描', '图片', '圖片', '绘图', '图像', '照片', '相片', '像片']","['película', 'producción', 'film', 'filme', 'cine', 'pintora', 'imagen', 'pintor', 'pintura', 'pintado', 'lienzo', 'cuadro', 'ilustración', 'figura', 'retrato', 'dibujo', 'croquis', 'esquema', 'foto', 'fotografía', 'exposición', 'vídeo']","['映画', '絵画', '画像', '画', 'タブロー', '絵画作品', '素描', 'デッサン', '図画', '絵', '静止画', '写真']","['영화', '회화', '도화', '그림', '소묘', '영상', '모습', '사진']","['film', 'maal', 'maalimine', 'maalikunst', 'joonistus', 'joonistamine', 'pilt', 'foto', 'fotograaf']","['filmi', 'ohut kalvo', 'elokuva', 'leffa', 'elokuvanäytös', 'kuva', 'maalaustaide', 'maalaus', 'piirros', 'piirustus', 'valokuva', 'foto', 'otos']","['film', 'rolprent', 'schilder', 'verven', 'plaatje', 'schilderen', 'kunstschilder', 'afbeelding', 'schilderkunst', 'geschilder', 'schilderij', 'schilderstuk', 'schilderwerk', 'doek', 'tekening', 'tekenkunst', 'prent', 'illustratie', 'figuur', 'portret', 'foto', 'fotografie']","['फ़िल्म', 'चित्रकला', 'रेखाचित्र', 'चित्र', 'प्रतिबिम्ब', 'फ़ोटो', 'तस्वीर', 'फ़ोटोग्राफ़', 'फोटोग्राफी', 'फोटो', 'छायाचित्र', 'फोटोग्राफ']","['pellicola', 'film', 'opera cinematografica', 'pittura', 'pittore', 'raffigurazione', 'immagine', 'dipinto', 'verniciatura', 'quadro', 'disegno', 'figura', 'riproduzione', 'illustrazione', 'foto', 'fotografia', 'icona']",drawer
"['fringue', 'vêtements', 'habit', 'vêtement', 'habillement', 'habits', 'fringues', 'tenue']","['Bekleidung', 'Kleider', 'Gewandung', 'Kleidungsstück', 'Kleidung']","['одежда', 'предмет одежды', 'костю́м', 'одея́ние']","['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture', 'dress', 'wearing apparel']","['衣服', '服装', '服饰', '衣裳']","['ropa', 'prenda', 'vestuario', 'indumentaria', 'traje', 'vestimenta', 'atavío', 'vestido', 'habiliment']","['衣類', '被服']",['옷'],"['riietus', 'Riietus']","['vaatetus', 'vaatteet', 'vaatekappale', 'vaate', 'vaatetavara', 'asu', 'puku', 'vaateparsi']","['kledij', 'kledingstuk', 'kleren', 'kleding', 'goed']",['परिधान'],"['vestiti', 'vestiario', 'abbigliamento', 'indumento', 'vestito', 'abito', 'vestire', 'abiti', 'veste']",dress
"['rempart montagneux', 'falaise', 'goutte de pluie', 'goutte']","['Kliff', 'Klippe', 'Regentropfen', 'Tropfen']","['клиф', 'капля']","['drop', 'cliff', 'drop-off', 'raindrop', 'drib', 'driblet']","['悬崖', '绝壁', '水滴', '点滴']","['acantilado', 'despeñadero', 'peñasco', 'risco', 'cantil', 'precipicio', 'gota', 'gota de lluvia', 'gota de agua', 'lágrima']","['崖', '滴']","['절벽', '방울']","['pank', 'tilk', 'Tilk']","['jyrkänne', 'jyrkkä pudotus', 'jyrkkä rinne', 'kallioseinämä', 'tippa', 'pisara', 'tilkka']","['klip', 'klif', 'druppel', 'regendruppel', 'val', 'afgrond', 'vallen', 'drup', 'parel']",['बूंद'],"['falesia', 'rupe', 'ripa', 'falesa', 'roccia', 'balzo', 'goccia di pioggia', 'goccia', 'gocciola', 'lagrima', 'gocciolo', 'lacrima', 'goccio']",drop
"['oreille', 'oreilles']","['Ohren', 'Ohr']","['ухо', 'у́ши', 'у́хо']","['ear', 'ears']","['耳', '耳朵']","['oído', 'orejas', 'oreja']",['耳'],['귀'],['kõrv'],['korva'],"['oor', 'oren', 'gehoororgaan']",['कान'],"['orecchio', 'oreia', 'orecchie', 'orecchia']",ear
"['œuf de poule', 'œuf']","['Hühnerei', 'Ei']","['куриное яйцо', 'яйцо']","[""hen's egg"", ""chicken's egg"", 'chicken egg', 'egg', 'eggs', 'Eggs as food', 'insect egg']","['蛋', '雞蛋', '蛋类', '卵', '鸡蛋']","['huevo de gallina', 'huevo']","['鶏卵', '卵']","['알', '달걀']",['muna'],"['muna', 'kananmuna', 'munat']","['ei', 'kippenei']",['अण्डा'],"['uovo', 'uovo di gallina']",egg
"['moteur électrique', 'machine électrique', 'moteur']","['Elektromotor', 'Triebwerk', 'Antrieb']","['электрический двигатель', 'электромото́р', 'электродви́гатель', 'электри́ческий мото́р', 'мотор', 'двигатель', 'дви́гатель', 'мото́р']","['motor', 'electric motor', 'engine']","['电动机', '電動機', '电摩托', '马达', '馬達', '發動機', '发动机', '引擎', '摩托']","['motor eléctrico', 'electromotor', 'locomotora', 'motor térmico', 'máquina']","['電動機', 'モーター', 'エンジン', '原動機', '機関', '機械', '発動機']","['전동기', '모터', '엔진', '기관']","['elektrimootor', 'mootor']","['sähkömoottori', 'moottori']","['elektische motor', 'elektromotor', 'aandrijving', 'locomotief']","['विद्युत मोटर', 'इंजन', 'मोटर']","['motore elettrico', 'elettromotore', 'motore']",engine
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire', 'centre']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus', 'heart', 'center', 'centre', 'middle']","['眼睛', '眼', '目', '睛球', '睛', '中间', '中心', '中心点', '中央']","['ojos', 'ojo', 'globo ocular', 'oculus', 'centro', 'corazón', 'medio']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö', 'keskusta', 'keskus', 'sydän', 'keskipiste']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers', 'kern', 'hart']","['आँख', 'आंख']","['bulbo oculare', 'occhio', 'occhi', 'centro', 'mezzo', 'cuore']",eye
"['fonte de caractères', 'fonte typographie', 'fonte', 'police d’écriture', ""police d'écriture"", 'police de caractères', 'caractère', 'figure', 'visage', 'allure', 'air', 'expression']","['Schriftart', 'Font', 'Schriftschnitt', 'Schrift', 'Type', 'Satzschrift', 'Visage', 'Angesicht', 'Antlitz', 'Gesicht', 'Mine', 'Gebaren', 'Gesichtsausdruck', 'Ausdruck', 'Miene']","['шрифт', 'гарнитура', 'гарниту́ра', 'лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия', 'выражение']","['face', 'typeface', 'font', 'case', 'fount', 'human face', 'air', 'appearance', 'manner', 'demeanor', 'look', 'expression', 'mien', 'bearing', 'demeanour', 'facial expression', 'aspect']","['字型', '字体', '字體', '臉', '脸', '面', '面孔', '人类的脸', '颜']","['fuente', 'fuente tipográfica', 'tipo de letra', 'familia tipográfica', 'Tipofaz', 'tipografía', 'clasificación tipográfica', 'font', 'rostro', 'cara', 'jeta', 'faz', 'rostro humano', 'expresión', 'aspecto', 'apariencia', 'estampa']","['書体', '字体', 'フォント', '顔', '面', '表情']","['글꼴', '얼굴']","['Kirjastiil', 'kirjastiil', 'nägu', 'Nägu']","['fontti', 'kirjaintyyppi', 'kirjasintyyppi', 'kirjasinlaji', 'kirjasintyyli', 'kirjasin', 'naama', 'kasvot', 'pärstä', 'olemus', 'ilme', 'näköinen']","['font', 'lettertype', 'letterfamilie', 'lettersoort', 'schrift', 'type', 'tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet', 'houding', 'uiterlijk', 'voorkomen', 'air', 'uitdrukking', 'manieren', 'gelaatsuitdrukking', 'gezichtsuitdrukking', 'expressie']","['मुद्रलिपि', 'चेहरा', 'मुखड़ा', 'मुख']","['font', 'tipo di carattere', 'carattere', 'carattere tipografico', 'viso', 'faccia', 'volto', 'aria', 'espressione', 'espressione facciale', 'sguardo', 'fisonomia', 'fisionomia', 'aspetto', 'guardo']",face
"['ferme', 'exploitation agricole', 'domaine']",['Bauernhof'],"['ферма', 'хозя́йство', 'фе́рма']",['farm'],"['农场', '農場']","['granja', 'fundo', 'explotación agrícola', 'finca', 'caserío', 'cortijo', 'heredad', 'estancia', 'hacienda', 'masía']",['農場'],['농장'],['talu'],"['maatila', 'tila', 'farmi']","['boerenbedrijf', 'boerderij', 'hoeve', 'hofstede', 'boerenhofstede', 'landbouwbedrijf', 'boerenhofstee', 'hofstee']","['फ़ार्म', 'खेत']","['fattoria', 'tenuta agricola', 'masseria', 'podere', 'allevamento']",farm
"['plumage', 'barbule', 'plumée', 'pennage']","['Strahlen', 'Feder', 'Gefieder', 'Federschmuck', 'Federkleid', 'Vogelgefieder']","['перо', 'оперение', 'Оперение', 'опере́ние']","['plume', 'feathers', 'feather', 'plumage', 'barbule']","['羽毛', '鸟类羽毛', '羽', '换羽']","['pluma', 'plumaje', 'barbillas', 'bárbulas']","['羽根', '羽毛']","['깃', '깃털']","['sulg', 'sulestik', 'Sulestik']","['höyhenet', 'höyhen', 'höyhenpuku', 'höyhenpeite', 'sulka']","['pluim', 'veer', 'pluimage', 'gevederte', 'verenkleed', 'al gezien al gedaan', 'veder']","['पंख', 'पर']","['barbula', 'piumaggio', 'piuma', 'penna', 'piume']",feather
"[""doigt d'honneur"", 'doigt']","['Stinkefinger', 'Fingerchen']","['фак', 'средний палец', 'палец', 'па́лец', 'палец руки', 'перст', 'палец кисти']","['finger', 'the finger']","['豎中指', '手指', '指头', '指頭', '手指头', '手指頭']","['peineta', 'corte de manga', 'higa', 'dedo', 'dedos de la mano', 'dedo de la mano']","['ファックサイン', '指']","['가운뎃손가락', '손가락']","['Keskmise sõrme näitamine', 'sõrm', 'näpp', 'sõrmed']","['keskisormi', 'Keskisormi', 'sormi', 'näppi']","['middelvinger', 'the finger', 'vinger']","['उंगली', 'अंगुली', 'अंगुल', 'अंगुश्त', 'अंगुलि']","['gesto del dito medio alzato', 'gesto del dito medio', 'dito', 'dito della mano', 'dita']",finger
"['poisson', 'Pisces']","['Fisch', 'Fische', 'Speisefisch', 'Pisces']","['рыбы', 'ры́ба', 'рыба', 'Pisces']","['fish', 'food fish', 'fish as food', 'Pisces']","['魚', '魚兒', '鱼', '鱼儿', '鱼类', '食用鱼', '食用鱼类', 'Pisces']","['pescado', 'pez', 'Pisces', 'pisces', 'peces', 'piscis']","['魚類', '魚', 'Pisces']","['물고기', '어류', '고기', '생선', 'Pisces']","['kala', 'kalad', 'Kala', 'Pisces']","['kala', 'ruokakala', 'Kala ruokana', 'kala ruokana', 'kalat', 'Pisces']","['vissen', 'vis', 'Pisces']","['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य', 'Pisces']","['pesce', 'Pisces']",fish
"['drapeau', 'pénalité', 'Pénalité', 'penalty']","['Flagge', 'Penalty']","['знамя', 'вымпел', 'флаг']","['flag', 'penalty', 'Penalty']","['旗', '旗帜', '旗幟', '旗子', '罰踢']","['bandera', 'pabellón', 'Penalty']","['旗', 'ペナルティ']",['기'],['lipp'],"['lippu', 'rangaistus']","['vaan', 'vlag', 'penalty', 'Penalty', 'straf']",['ध्वज'],"['bandiera', 'insegna', 'penalità', 'calcio piazzato']",flag
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['valle', 'vallata', 'conca']",floor
"['diptère', 'Diptera', 'mouche']","['Fliege', 'Zweiflügler']","['му́ха', 'двукрылые', 'двукры́лое']","['fly', 'Diptera']","['蝇', '蠅', '雙翅目', '双翅目', '苍蝇']","['mosca', 'mosco', 'Diptera']","['蠅', 'ハエ', 'ハエ目', '双翅目']",['파리목'],"['Kahetiivalised', 'kahetiivalised']","['kaksisiipiset', 'kaksisiipinen', 'kärpänen']","['vlieg', 'tweevleugeligen']","['डिप्टेरा', 'मक्खी']","['mosca', 'Ditteri', 'Diptera', 'Mosca']",fly
['pied'],"['Fuß', 'Pes']",['стопа'],"['human foot', 'foot', 'pes', 'Pes', 'Foot']","['腳', '脚', '脚部', '足']","['pie', 'pes', 'pata']","['ペス', '足']",['발'],['Labajalg'],"['jalkaterä', 'jalka']","['voet', 'voeten', 'poot', 'pootje']",['पैर'],['piede'],foot
"['affluent', 'tributaire', 'fourchette']","['Zufluss', 'Nebenfluss', 'Gabel', 'Pommesgabel']","['приток', 'вилка']","['fork', 'tributary', 'feeder', 'confluent', 'affluent']","['支流', '叉子', '餐叉', '叉']","['tributaria', 'afluente', 'tributario', 'tenedor']","['支川', '支流', 'フォーク']","['지류', '포크']","['lisajõgi', 'kahvel', 'Kahvel']","['sivujoki', 'sivu-uoma', 'lisäjoki', 'haarukka']","['zijrivier', 'zijstroom', 'vazalstaat', 'vork', 'splitsing']","['उपनदी', 'काँटा', 'कांटा']","['tributario', 'affluente', 'confluente', 'immissario', 'influente', 'forchetta']",fork
"['volaille', 'Galloanserae']","['Geflügel', 'Galloanserae']","['птицеводство', 'пернатая дичь', 'домашняя птица', 'Galloanserae', 'Galloanseres']","['poultry', 'fowl', 'domestic fowl', 'Galloanserae']","['家禽', '雞雁小綱']","['ave de corral', 'Galloanserae', 'ave']","['家禽', 'キジカモ類']","['가금', '닭기러기류', '집새']","['sulgloomad', 'kodulinnud', 'kodulind', 'Galloanserae']","['siipikarja', 'riistalintu', 'Galloanserae']","['gevogelte', 'pluimvee', 'Galloanserae', 'hoen', 'huishen', 'hoentje', 'hen', 'kip']","['कुक्कुट', 'पोल्ट्री']","['pollame', 'volatile', 'Galloanserae']",fowl
"['corps humain', 'carrure', 'physiologie humaine', 'ossature', 'forme', 'figure', 'chair', 'silhouette', 'physique', 'Corps humain']","['Humanphysiologie', 'menschlicher Körper', 'Figur', 'Gestalt', 'Bau', 'Statur', 'Form', 'Körperbau']","['человеческое тело', 'физиология человека', 'костя́к', 'телосложе́ние', 'фигу́ра', 'скеле́т', 'физиология человека и животных', 'фо́рма', 'компле́кция']","['human body', 'human physiology', 'build', 'figure', 'soma', 'chassis', 'form', 'anatomy', 'shape', 'frame', 'physique', 'flesh', 'material body', 'physical body', 'bod']","['人体', '体格', '肉体', '体形', '外形', '體型', '體質', '人体生理学', '體格', '体质', '体型', '身材']","['constitución', 'complexión', 'fisiología humana', 'cuerpo humano', 'figura', 'físico', 'osamenta', 'esqueleto', 'forma', 'soma', 'cuerpo', 'carne', 'anatomía']","['人間生理学', '人体', '人類生物学', 'ムールヴェードル', '体型']","['인체생리학', '체격', '인간의 몸', '몸매', '인체']","['inimfüsioloogia', 'inimese keha', 'Inimkeha', 'inimkeha']","['ihmisruumis', 'ihmisen fysiologia', 'muoto', 'kuvio', 'fysiikka', 'hahmo', 'figuuri', 'vartalo', 'keho', 'liha', 'ruumiinrakenne', 'runko', 'fyysinen keho', 'sooma', 'rakenne']","['menselijke verrichtingsleer', 'menselijk lichaam', 'skelet', 'geraamte', 'figuur', 'vorm', 'bouw', 'cijfer', 'afbeelding', 'personage', 'vlees']","['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","['fisiologia umana', 'corpo umano', 'figura', 'ossatura', 'forma', 'scheletro', 'fisico', 'sagoma', 'carne']",frame
['jardin'],['Garten'],['сад'],['garden'],"['花園', '花园', '庭園', '園林', '种植园']",['jardín'],"['庭', '庭園']",['정원'],['aed'],"['puutarha', 'kasvimaa']","['tuin', 'hof']",['बाग'],['giardino'],garden
