fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['mille', 'mil']","['Tausend', 'tausend']","['тысяча', 'ты́сяча']","['one thousand', 'K', 'G', 'chiliad', 'yard', 'M', 'grand', 'thou', 'thousand']",['千'],"['un mil', 'mil', 'chiliad', 'millar']",['千'],['천'],"['Tuhat', 'tuhat']","['tuhat', 'K', 'G', 'M', 'jaardi', 'tuhat dollaria', 'yksi tuhat', 'tuhatluku']","['duizend', 'Chiliad', 'duizendvoud', 'chiliade', 'mille', 'duizendtal', 'gij']","['सहस्र', 'सहास', 'हज़ार']",thousand,"['mille', 'migliaio', 'M']"
['nord'],['Norden'],['север'],"['northward', 'N', 'north', 'due north']","['北', '北方']",['norte'],['北'],['북쪽'],['põhi'],"['pohjoinen', 'suoraan pohjoiseen', 'N']","['noord', 'noorden']","['उत्तर', 'उत्तर दिशा']",north,"['nord', 'settentrione', 'mezzanotte', 'tramontana']"
"['voiture', 'bagnole', 'automobile', 'auto', 'char', 'machinerie', 'mécanisme', 'parc de machines', 'machines', 'Machinery']","['Auto', 'Wagen', 'Automobil', 'Pkw', 'Personenwagen', 'Kraftfahrzeug', 'PKW', 'Personenkraftwagen', 'Kraftwagen', 'Maschinenanlage', 'Maschinerie', 'Machinery', 'maschinelle Ausrüstung', 'mechanisches Gerät']","['машина', 'автомобиль', 'маши́на', 'мото́р', 'авто́', 'та́чка', 'автомоби́ль', 'автомаши́на', 'машины и оборудование', 'обору́дование', 'маши́ны']","['car', 'automobile', 'machine', 'auto', 'motorcar', 'motor car', 'machinery', 'mechanism', 'Machinery', 'mechanical device']","['汽车', '車', '车', '汽車', '机动车', '機動車', '机器', '机械', '机械装置']","['carro', 'coche', 'automóvil', 'auto', 'vehículo', 'máquina', 'turismo', 'maquinaria', 'Machinery', 'máquinas']","['自動車', '車', '四輪車', '乗用車', '機械']","['자동차', '사륜차', '승용차', '차', '승용자동차']","['auto', 'automobiil', 'masin', 'masinad', 'mehhanismid']","['auto', 'henkilöauto', 'automobiili', 'moottoriajoneuvo', 'ajoneuvo', 'koneisto', 'kone', 'koneet']","['auto', 'automobiel', 'kar', 'wagen', 'motorrijtuig', 'machine', 'mechanisme', 'machinery', 'machinepark', 'mechanisch apparaat', 'machinerie']","['गाड़ी', 'कार', 'मोटरकार', 'ऑटोमोबाइल', 'मोटर', 'मोटरवाहन', 'मोटर-गाड़ी', 'मोटरगाड़ी', 'वाहन', 'मशीनरी']",machine,"['autoveicolo', 'auto', 'autovettura', 'automobile', 'macchina', 'vettura', 'macchinario', 'Machinery', 'apparato']"
"['attitude', 'disposition', ""état d'esprit"", 'prédisposition', 'propension', 'pente', 'tendance', 'inclination', 'penchant']","['Einstellung', 'Neigung', 'Tendenz', 'Hang', 'Disposition']","['позиция', 'установка', 'тенденция', 'склонность', 'предрасположенность', 'предрасположенность к болезни']","['disposition', 'attitude', 'mental attitude', 'penchant', 'predilection', 'tendency', 'aptness', 'inclination', 'propensity', 'proclivity', 'proneness', 'predisposition']","['態度', '态度', '性情', '倾向', '禀性', '意向']","['actitud', 'disposición', 'postura', 'predilección', 'inclinación', 'tendencia', 'proclividad', 'propensión', 'predisposición']","['態度', '根性論', '性向']","['태도', '기질']",['Dispositsioon'],"['asenne', 'Asenne', 'mielipide', 'näkökanta', 'käsitys', 'kanta', 'taipumus', 'tendenssi', 'luonteenlaatu', 'viettymys', 'suuntaus']","['zienswijze', 'instelling', 'attitude', 'opvatting', 'gedragslijn', 'habitus', 'gedraging', 'opstelling', 'houding', 'neiging', 'tendens', 'Dispositie', 'dispositie', 'geneigdheid', 'aandrift', 'inclinatie', 'aandrang']",['अभिवृत्ति'],position,"['atteggiamento', 'punto di vista', 'attitudine', 'posizione', 'propensione', 'inclinazione', 'predilezione', 'tendenza', 'disposizione']"
"['camaraderie', 'amitié', 'ami', 'amie']","['Kameradschaft', 'Freundschaft', 'Freund', 'Freundin']","['друг', 'дружба']","['camaraderie', 'comradeship', 'comradery', 'chumminess', 'comradeliness', 'friendship', 'friendly relationship', 'friend']","['友情', '友爱', '友谊', '朋友', '友人']","['camaradería', 'amistad', 'relación amistosa', 'amigo', 'amiga', 'camarada']","['友情', '交際', '友達', '友人']",['우정'],['sõprus'],"['ystävyys', 'ystävyyssuhde', 'ystävä']","['kameraadschap', 'vriendschap', 'vriendschapsband', 'vriendschappelijkheid', 'vriendschapsbanden', 'maat', 'gabber', 'vriend', 'compagnon', 'makker', 'kameraad', 'amice', 'vriendin', 'gezel', 'vrind', 'kornuit', 'deelgenoot', 'kompaan']",['मित्रता'],friend,"['cameratismo', 'amicizia', 'amistà', 'amico']"
"['noir', 'couleur', 'teinte', 'teint']","['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe']","['цвет', 'чёрный']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors']","['黑色', '颜色', '顏色', '烏黑色', '色', '乌', '乌黑色', '烏', '詳細顏色列表']","['negra', 'color', 'tez', 'negro', 'coloración', 'colorido']","['黒', '色', 'くろ', 'ワインの色']","['검정', '검은색', '색깔', '색']","['must', 'värv', 'värvus', 'Värvuste loendid']","['väri', 'musta', 'väritys']","['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje']","['रंग', 'काला']",color,"['colore', 'carnagione', 'nero', 'colorazione']"
"['panorama', 'vue', 'type', 'sorte', 'acabit', 'genre', 'forme', 'aspect', 'face', 'facette']","['Panoramabild', 'Aussicht', 'Sorte', 'Art', 'Facette', 'Fassette']","['вид', 'панорама', 'panorama', 'тип', 'разнообра́зие', 'разнови́дность', 'род', 'сорт', 'сторона', 'грань', 'аспе́кт']","['view', 'aspect', 'vista', 'panorama', 'scene', 'prospect', 'kind', 'sort', 'form', 'variety', 'facet', 'side']","['全景图', '全景', '景色', '观点', 'panorama', '類', '类', '方面', '面']","['panorama', 'imagen panorámica', 'vista', 'aspecto', 'escena', 'perspectiva', 'tipo', 'clase', 'forma', 'género', 'especie', 'faceta']","['パノラマ写真', 'panorama', '種類', '様相']","['파노라마', 'panorama', '종류', '양상']","['panoraam', 'panorama', 'sort', 'tõug', 'liik']","['panoraamakuva', 'mielikuva', 'tulevaisuudennäkymä', 'maisema', 'näkymä', 'näköala', 'yleisnäkymä', 'näkökulma', 'panorama', 'luokka', 'moninaisuus', 'laji', 'laatu', 'tyyppi', '-lainen', 'monimuotoisuus', 'valikoima', 'puoli', 'aspekti', 'ominaisuus', 'näkökohta', 'näkökanta']","['panorama', 'uitzicht', 'vergezicht', 'straatbeeld', 'vooruitzicht', 'soort', 'type', 'ras', 'genre', 'categorie', 'aard', 'aspect', 'facet']","['panorama', 'प्रकार', 'तरह']",kind,"['panoramica', 'visuale', 'scena', 'visione', 'prospetto', 'vista', 'classe', 'tipo', 'genere', 'modello', 'ordine', 'sorta', 'qualità', 'carattere', 'natura', 'specie', 'fatta', 'forma', 'razza', 'aspetto', 'sfaccettatura', 'faccia', 'lato']"
"['juge', 'arbitre', 'officiel', 'arbitre de tennis', 'Officiel', 'arbitre de basket-ball']","['Richter', 'Schiedsrichter', 'Offizieller', 'American-Football-Schiedsrichter', 'Basketballschiedsrichter', 'Schiedsrichter beim Tennis']","['судья', 'судья в американском футболе', 'судья в канадском футболе', 'хоккейный судья', 'офишел', 'баскетбольный судья', 'теннисный судья']","['judge', 'jurist', 'justice', 'referee', 'umpire', 'official', 'tennis official', 'basketball official', 'tennis umpire']","['法官', '推事', '裁判官', '網球賽事委員會']","['jueza', 'juez', 'magistrado', 'togado', 'árbitro', 'árbitro de tenis', 'árbitro de baloncesto', 'árbitro de hockey sobre hielo', 'árbitro de fútbol americano', 'jueces', 'árbitro de fútbol canadiense']","['裁判官', 'レフリー', 'テニス審判員', '審判員', '審判']","['판사', '법관', '심판']","['kohtunik', 'vahekohtunik', 'korvpallikohtunik', 'tennisekohtunik']","['tuomari', 'juristi', 'lakimies', 'erotuomari', 'koripallotuomari', 'toimitsija', 'tennistuomari', 'jääkiekkotuomari']","['rechter', 'kenner', 'scheidsrechter', 'basketbalscheidsrechter', 'official', 'ijshockey-scheidsrechter', 'tennisscheidsrechter', 'staatsambtenaar', 'officiaal']","['न्यायाधीश', 'न्यायधीश', 'रेफ्री']",judge,"['giùdice', 'giudice', 'pretore', 'magistrato', 'arbitro', 'arbitro di pallacanestro', 'arbitro di hockey su ghiaccio']"
"['académie', 'université', 'école', 'collège']","['Uni', 'Universität', 'Akademie', 'Schule']","['школа', 'университет', 'шко́ла', 'учи́лище']","['school', 'university', 'academy']","['大學', '大学', '学堂', '学校', '學堂', '學校']","['universidad', 'academia', 'escuela', 'colegio', 'centro docente', 'instituto']","['大学', '学校', '学び舎']","['대학교', '학교']","['ülikool', 'kool']","['yliopisto', 'koulu']","['universiteit', 'academie', 'school']","['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा']",school,"['università', 'accademia', 'scuola', 'istituto']"
"['modèle', 'schéma', 'structure', 'construction']","['Modell', 'Struktur']","['структура', 'модель', 'структу́ра']","['model', 'construction', 'structure']","['結構', '结构', '组织']","['modelo', 'maqueta', 'estructura', 'construcción']","['構造', '構成']","['구조', '구성']","['mudel', 'struktuur']","['malli', 'rakenne', 'rakennelma']","['model', 'structuur', 'bouwwerk']",['संरचना'],structure,"['modello', 'struttura', 'costruzione']"
"['cravate', 'match nul']","['Krawatte', 'Schlips', 'Unentschieden']","['галстук', 'га́лстук', 'ничья']","['necktie', 'tie']","['領帶', '领带', '平局', '平分']","['corbata', 'empate']","['ネクタイ', '引き分け']","['넥타이', '갈쓰뚝', '무승부']","['lips', 'Viik', 'viik']","['solmio', 'kravatti', 'Solmio', 'Tasatilanne', 'tasapeli']","['stropdas', 'das', 'strop', 'gelijkspel']","['नेकटाई', 'टाई']",tie,"['cravatta', 'pareggio']"
"['face', 'figure', 'visage']","['Visage', 'Angesicht', 'Antlitz', 'Gesicht']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия']","['face', 'human face']","['臉', '脸', '面', '面孔', '人类的脸', '颜']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano']","['顔', '面']",['얼굴'],"['nägu', 'Nägu']","['naama', 'kasvot', 'pärstä']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet']","['चेहरा', 'मुखड़ा', 'मुख']",face,"['viso', 'faccia', 'volto']"
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],bridge,"['ponte', 'ponti romani']"
"['classe', 'cours', 'programme scolaire', 'groupe', 'catégorie', 'famille']","['Klasse', 'Kurs', 'Gruppe', 'Kategorie']","['группа', 'класс', 'курс', 'разря́д', 'катего́рия']","['class', 'course of study', 'course of instruction', 'course', 'group', 'grouping', 'family', 'category']","['課程', '课', '课程', '范畴', '類別', '範疇', '类', '类别', '類', '分类', '種類', '种类', '分類']","['curso', 'clase', 'asignatura', 'grupo', 'agrupación', 'colectivo', 'categoría', 'familia']","['級', '学級', 'クラス', '講座', '部門', '範疇', '分類', '種類', 'カテゴリ', '種別', '等級']","['분류', '종류', '클래스', '등급', '범주']","['klass', 'kursus', 'rühm', 'kategooria']","['luokka', 'kurssi', 'opintojakso', 'oppitunnit', 'opetusjakso', 'ryhmä', 'ryhmittymä', 'joukko', 'Luokka', 'kategoria']","['klas', 'cursus', 'leergang', 'groep', 'partij', 'klasse', 'categorie', 'laag']","['श्रेणी', 'वर्ग']",group,"['classe', 'corso', 'scuola', 'gruppo', 'novero', 'categoria', 'ceto', 'genere', 'famiglia', 'ordine']"
"['bâtiment', 'bâtiment public', 'édifice', 'immeuble', 'maison', 'domicile', 'habitation', 'résidence', 'logement', 'foyer', 'demeure']","['Gebäude', 'öffentliches Gebäude', 'Bauwerk', 'Bau', 'Haus', 'Zuhause', 'Heim', 'Domizil', 'Nest', 'Behausung', 'Elternhaus', 'Wohnsitz', 'Wohnhaus', 'Wohnung', 'Wohnstätte']","['дом', 'здание', 'постройка', 'общественное здание', 'зда́ние', 'постро́йка', 'строе́ние', 'жилище', 'место жительства', 'резиде́нция', 'жильё', 'местожи́тельство', 'жили́ще', 'ме́сто жи́тельства']","['building', 'public building', 'edifice', 'house', 'home', 'dwelling', 'habitation', 'dwelling house', 'abode', 'domicile', 'Flotten, Hemmet och Sandlådan', 'residence']","['建筑物', '建築物', '大建筑物', '房屋', '大厦', '更常指大而气派的建筑', '建筑', '大廈', '建築', '家屋', '住宅', '家', '房子', '居所', '住所', '住处']","['edificación', 'edificio', 'edificio público', 'casa', 'inmueble', 'edificios', 'construcción', 'hogar', 'residencia', 'morada', 'alojamiento', 'domicilio', 'habitáculo', 'vivienda', 'vasa', 'habitación', 'piso']","['建物', 'ビル', '建築物', '建屋', '家', '家屋', '住宅', '実家', '住居', '居留', '故郷', '住所']","['건물', '건축물', '빌딩', '집', '주거', '거류', '주택']","['ehitus', 'ehitis', 'hoone', 'maja', 'sünnikodu']","['julkinen rakennus', 'rakennus', 'rakennelma', 'talo', 'lapsuudenkoti', 'kotiosoite', 'asuinpaikka', 'asunto', 'kotitalo', 'kotipaikka', 'asuinrakennus', 'koti', 'asumus', 'paikka', 'kämppä']","['gebouw', 'openbaar gebouw', 'bouwwerk', 'pand', 'huis', 'bouwen', 'perceel', 'bouw', 'denkkader', 'constructie', 'optrekje', 'woning', 'onderdak', 'woonplaats', 'verblijf', 'domicilie', 'woonhuis', 'huisje', 'tehuis', 'honk', 'home', 'thuis', 'woonadres', 'huisvesting', 'woonst', 'residentie', 'heem', 'behuizing', 'woongelegenheid', 'woonruimte']","['इमारत', 'निर्माण', 'बिल्डिंग', 'भवन', 'घर', 'मकान', 'जन्मभूमि', 'गृह']",house,"['fabbricato', 'edificio', 'edificio pubblico', 'stabile', 'costruzione', 'locale', 'palazzo', 'edificazione', 'casa', 'domicilio', 'abitazione', 'dimora', 'residenza', 'magione']"
"['Soleil', 'soleil']",['Sonne'],"['солнце', 'Со́лнце']","['sun', 'Sun']","['日头', '太阳', '日', '日頭', '太陽']","['Sol', 'sol']","['ひ', '日', '太陽']","['태양', '해', '일']","['Päike', 'päike']","['Aurinko', 'aurinko']","['zon', 'koperen ploert', 'Zon', 'zonnetje']","['सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि']",sun,"['sole', 'Sole']"
['rencontre'],['Besprechung'],"['собрание', 'митинг']","['meeting', 'group meeting', 'rally']","['會議', '會面']","['reunión', 'concurrentes', 'reunión grupal', 'concurrencia']",['会議'],['회의'],"['Koosolek', 'koosolek']","['kokous', 'ryhmäkokous', 'palaveri']","['bijeenkomst', 'vergadering', 'beraadslaging', 'overleg', 'conventie', 'convent', 'beraadslagingen']",['बैठक'],meeting,"['riunione', 'meeting', 'convocazione', 'adunanza', 'assemblea', 'convegno', 'consulta', 'consesso']"
"['développement historique', 'histoire', 'mode narratif', 'narration', 'conte', 'récit', 'technique littéraire', 'point de vue narratif']","['Geschichte', 'historische Entwicklung', 'Geschichtswissenschaft', 'Erzählung', 'Erzählperspektive', 'Erzählweise', 'literarisches Stilmittel']","['история', 'исто́рия', 'наррация', 'литературный приём', 'по́весть', 'режим повествования', 'повествовательная точка зрения', 'нарратив', 'расска́з']","['historical development', 'history', 'story', 'tale', 'narrative', 'narration', 'narrative point of view', 'literary technique', 'narrative mode']","['歷史', '历史', '歷史學', '历史学', '故事', '敘事模式', '文學技巧', '叙述']","['historia', 'relato', 'narración', 'técnica literaria', 'crónica', 'técnica narrativa', 'punto de vista narrativo', 'cuento', 'narrativa']","['歴史', '沿革', '文芸の技法', '物語', '話', 'ナレーション', '小説', 'ストーリー']","['역사', '사학', '스토리', '이야기', '소설', '시점', '문학 기법', '서술']","['ajalugu', 'narratiiv', 'lugu']","['historia', 'historiantutkimus', 'tarina', 'selostus', 'kertomus', 'kerronta', 'juttu']","['geschiedenis', 'verhaal', 'vertelling', 'literaire techniek', 'vertelperspectief', 'verhalende stijl', 'vertelsel', 'verhalend', 'vertelde', 'vertellen']","['इतिहास', 'तारीख़', 'कहानी']",history,"['storia', 'narrativa', 'punto di vista', 'narrazione', 'racconto', 'tecnica letteraria', 'punto di vista narrativo', 'vicenda', 'tecnica narrativa', 'testo narrativo', 'aneddoto']"
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']",valley,"['valle', 'vallata', 'conca']"
"['carré', 'carré en je broertjte']","['Quadrat', 'Quadrat en je zusje']","['квадрат', 'квадра́т']","['square', 'foursquare', 'second power']","['正方形', '平方', '二次幂']","['cuadrado', 'cuadro', 'cuadrado perfecto']","['正方形', '自乗', '平方', '二乗, nijō']","['정사각형', '평방']","['ruut', 'Ruut']","['neliö', 'nelikulmio', 'Neliö', 'toinen potenssi']","['vierkant', 'carré', 'kwadraat', 'tweede macht']",['वर्गाकार'],square,['quadrato']
"['sud', 'midi']",['Süden'],['юг'],"['southward', 'due south', 'south', 'S']","['南', '南方']","['sur', 'sud']",['南'],['남쪽'],"['Lõuna', 'lõuna']","['etelä', 'S', 'suoraan etelään']","['zuid', 'zuiden']",['दक्षिण'],south,"['sud', 'meridione', 'mezzogiorno', 'austro']"
"['agglomération urbaine', 'métropole', 'ville', 'cité', 'grande-ville', 'bourgade', 'bourg']","['Metropole', 'Stadt', 'Großstadt', 'Weltstadt', 'Stadtsiedlung', 'Kleinstadt', 'Bourg']","['город', 'метрополия', 'центр', 'мегаполис', 'го́род', 'метропо́лия', 'мегапо́лис', 'град', 'метрополис', 'малый город', 'бург']","['city', 'urban center', 'metropolis', 'city/town', 'town', 'large village']","['城市', '城', '都市', '大都市', '城市/城镇', '市', '大城市', '大都会', '大都會', '大型村落', '鄉鎮', '镇', '城镇']","['área metropolitana', 'zona metropolitana', 'ciudad', 'aglomeración urbana', 'metrópolis', 'metrópoli', 'ciudad/pueblo', 'urbe', 'capital', 'villa', 'pueblo', 'población']","['主要都市', '都市', '都市・街', 'メトロポリス', '町', '大都市', '大都会', '都会', '市', '街']","['시내', '도시', '시', '메트로폴리스', '대도시', '마을']","['linn', 'pealinn', 'suurlinn', 'Suurlinn']","['kaupunki', 'suurkaupunki', 'metropoli', 'kaupunkikeskus', 'pikkukaupunki']","['stad', 'wereldstad', 'grootstad', 'metropool', 'moederstad', 'town', 'middelgrote plaats of stadje', 'plaats', 'gemeente']","['शहर', 'नगर', 'बड़ा शहर']",city,"['città', 'metropoli', 'città o paese', 'urbe', 'centro urbano', 'cittadina', 'grosso paese', 'paese']"
"['langue', 'langage', 'langage humain']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache']","['язык', 'язы́к', 'речь']","['language', 'human language', 'linguistic communication', 'tongue', 'glossa', 'clapper', 'lingua', 'muscle of tongue']","['語言', '语言', '言语', '言語', '话', '話', '舌', '舌头', '舌頭']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística']","['言語', '個別言語', '言葉', '舌', 'べろ', '舌筋']","['언어', '말', '개개의 언어', '혀']",['keel'],"['kieli', 'kielellinen kommunikaatio', 'iltti']","['taal', 'spraak', 'tong']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'जीभ', 'जिह्वा', 'रसना']",language,"['lingua', 'linguaggio', 'idioma']"
"['vitesse', 'vélocité', 'vecteur vitesse', 'Vitesse', 'rapidité', 'taux']","['Geschwindigkeit', 'Schnelligkeit', 'Geschwindigkeitsvektor', 'Rate']","['скорость', 'ско́рость', 'скорость движения', 'темп']","['velocity', 'speed', 'fastness', 'swiftness', 'rate', 'ratio']","['速率', '速度', '率']","['velocidad', 'rapidez', 'celeridad', 'índice', 'tasa', 'ritmo']","['速度', '速さ', '割合', '年収', '月給', '時給', '日給']","['빠르기', '속도', '속력', '비율']","['kiirus', 'Keskmine kiirus', 'keskmine kiirus', 'muutumiskiirus']","['nopeus', 'vauhti', 'vauhdikkuus', 'tahti', 'tuntipalkka']","['snelheid', 'vaart', 'gezwindheid', 'vlugheid', 'grootte van de snelheid', 'gang', 'vaartje', 'gangetje', 'tempo', 'ratio', 'graad', 'tarief']","['वेग', 'चाल']",speed,"['velocità', 'celerità', 'speditezza', 'andatura', 'tasso', 'ritmo']"
"['Terre', 'monde', 'Monde', 'terre', 'pays', 'État du Mexique', 'état', 'contrée', 'État', 'humanité', 'genre humain', 'race humaine', 'territoire', 'terre ferme', 'plancher des vaches', 'sol']","['Welt', 'Blauer Planet', 'Erde', 'Erdkugel', 'Weltkugel', 'Staat', 'Nation', 'Nationalstaat', 'Land', 'Bundesland', 'Vaterland', 'Bundesstaat in Mexiko', 'Menschheit', 'Festland', 'Grund', 'Erdboden', 'Boden', 'Länder', 'fester Boden']","['земля', 'Земля́', 'земля́', 'штат', 'госуда́рство', 'страна', 'префекту́ра', 'край', 'прови́нция', 'держа́ва', 'штат Мексики', 'страна́', 'о́бласть', 'мир', 'челове́чество', 'суша', 'су́ша', 'зе́мли', 'грунт']","['Blue Planet', 'Earth', 'earth', 'globe', 'world', 'World', 'Globe', 'state', 'nation', 'country', 'sovereign state', 'land', 'state of Mexico', 'humanity', 'man', 'mankind', 'humankind', 'humans', 'human beings', 'human race', 'ground', 'terra firma', 'solid ground', 'dry land', 'land mass']","['地球', '大地', '世界', '國家', '国家', '州份', '州', '邦', '墨西哥州份', '人类', '人類', '陸地', '地', '土地', '陆地', '地面', '泥土', '壤', '土']","['Tierra', 'tierra', 'globo terrestre', 'globo', 'mundo', 'globo terráqueo', 'Planeta Tierra', 'nuestro planeta', 'Mundo', 'el planeta', 'estado', 'país', 'nación', 'estado soberano', 'estado de México', 'humanidad', 'raza humana', 'género humano', 'especie humana', 'hombre', 'territorio', 'terreno', 'tierra firme', 'suelo']","['地球', 'アース', '国', '国家', '州', 'メキシコの州', '人類', '人間', '世界', '地', '地面', '土地', '大地', '土', '陸地']","['지구', '나라', '멕시코의 주', '국가', '주', '국토', '인류', '세계', '땅', '육지', '륙지', '대지', '뭍', '토지']","['Maa', 'maakera', 'maa', 'liidumaa', 'osariik', 'riik', 'maailm', 'maismaa']","['Maa', 'maa', 'maapallo', 'maailma', 'valtio', 'osavaltio', 'Meksikon osavaltiot', 'ihmiskunta', 'ihmiset', 'maanpinta', 'kuiva maa', 'multa']","['Aarde', 'wereldbol', 'aardrijk', 'ondermaanse', 'wereld', 'aardkloot', 'aardbol', 'aarde', 'land', 'natie', 'staat', 'staat van Mexico', 'mensheid', 'mens', 'mensdom', 'mensengeslacht', 'droge land', 'vaste grond', 'grond', 'bodem', 'vasteland', 'teelaarde', 'omgeving']","['जमीन', 'ज़मीन', 'भू', 'क्षिति', 'क्षोणी', 'भूलोक', 'पृथ्वी', 'भूमि', 'धर्ती', 'देश', 'राज्य', 'प्रदेश', 'राष्ट्र', 'स्टेट', 'जगत', 'जग', 'आलम', 'मानवता', 'दुनिया', 'लोक', 'सरजमीन', 'धरती', 'भूतल']",ground,"['Terra', 'globo terrestre', 'terra', 'mondo', 'globo', 'globo terracqueo', 'Globo', 'Pianeta Terra', 'Mondo', 'paese', 'nazione', 'patria', 'stato', 'Stati federati del Messico', 'Paese', 'umanità', 'uomo', 'genere umano', ""collettivita' umana"", 'gente', 'società', 'razza umana', 'territorio', 'terraferma', 'superficie', 'suolo', 'terra ferma', 'continente', 'terreno']"
"['effort', 'huile de coude', 'Huile de coude', 'dépense', 'essai', 'tentative']","['Anstrengung', 'Aufwand', 'Kraftanstrengung', 'Spucke', 'Mühe', 'Ausübung', 'Betätigung', 'Strapaze', 'Streben', 'Gelenkschmiere', 'Belastung', 'Anspannung', 'Versuch']","['попытка', 'уси́лие', 'усилие']","['exertion', 'effort', 'physical effort', 'elbow grease', 'sweat', 'travail', 'try', 'attempt', 'endeavor', 'endeavour']","['苦幹', '賣力氣的活', 'Elbow grease', '苦干', '竭尽全力', '卖力气的活', '苦力', '努力', '力图', '尝试', '尽力']","['esfuerzo', 'desvelo', 'afán', 'dedicación', 'intento', 'tentativa', 'conato', 'deber']",['努力'],"['elbow grease', '노력']","['pingutus', 'elbow grease', 'Pingutus', 'rügamine']","['ponnistus', 'jynssäys', 'uurastus', 'raadanta', 'vaivannäkö', 'kova työ', 'yritys', 'pyrkimys']","['krachtsinspanning', 'inspanning', 'poging', 'probeersel', 'wagen', 'onderneming', 'ijveren']",['प्रयत्न'],attempt,"['fatica', 'sforzo', 'olio di gomito', 'sudata', 'tentativo', 'prova', 'impresa']"
['queue'],['Schwanz'],['хвост'],['tail'],"['尾巴', '尾子', '尾']",['cola'],"['尾', '尻尾']",['꼬리'],['saba'],"['pyrstö', 'häntä']",['staart'],"['दुम', 'पूंछ', 'पूँछ', 'पुच्छ']",tail,['coda']
"['maman', 'maternité', 'mère']","['Mutter', 'Mutterschaft']","['мать', 'материнство']","['mother', 'female parent', 'motherhood']","['母親', '娘', '母', '妈妈', '母亲']","['madre', 'maternidad', 'mamá', 'progenitora']",['母親'],['어머니'],['ema'],"['äiti', 'äitiys', 'naispuolinen vanhempi']","['moeder', 'moederschap', 'moes', 'moesje', 'moederlief', 'mam', 'mama', 'ma', 'mammie', 'moe']",['माता'],mother,"['maternità', 'madre', 'mamma', 'genitrice']"
"['levant', 'est', 'orient']","['Ost', 'Osten']","['восток', 'восто́к', 'восхо́д', 'ост']","['E', 'eastward', 'east', 'due east']","['東方', '東', '东方', '东']","['este', 'levante', 'oriente']","['東', '東方']","['동쪽', '새', '동']","['idakaar', 'ida', 'Ida']","['itä', 'I']","['oosten', 'oost']","['पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']",east,"['oriente', 'est', 'levante', 'E']"
"['langue', 'langage', 'langage humain', 'langage parlé', 'langue parlée', 'parole']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache']","['речь', 'язык', 'язы́к', 'устная речь', 'говорение']","['language', 'human language', 'linguistic communication', 'spoken language', 'speech', 'oral communication', 'spoken communication', 'voice communication', 'speech communication']","['語言', '语言', '言语', '言語', '话', '話', '口語', '口语', '說話']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal']","['言語', '個別言語', '言葉', '口語', '音声', '音声言語', '口頭言語']","['언어', '말', '개개의 언어', '말하기', '랑그와 파롤', '구어']","['keel', 'Kõne', 'Suuline keel', 'suuline keel', 'kõne']","['kieli', 'kielellinen kommunikaatio', 'puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä']","['taal', 'spraak', 'tong', 'spreektaal', 'gesproken taal']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'vani', 'बोलना']",speech,"['lingua', 'linguaggio', 'idioma', 'lingua parlata', 'parlare', 'parlata']"
