fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['coffre', 'malle']","['Truhe', 'Koffer']","['сундук', 'я́щик', 'сунду́к']",['chest'],"['箱', '箱子']","['baúl', 'arcón', 'arca', 'cofre']",['櫃'],"['궤', '불교 용어 목록', '불교 용어 목록/구']","['Kirst', 'kirst']","['Arkku', 'arkku', 'kirstu']",['kist'],"['संदूक़', 'सन्दूक़']","['baule', 'cassapanca', 'cassa', 'cofano']",chest
['menton'],['Kinn'],['подбородок'],"['chin', 'mentum']","['颔', '下巴頦', '下巴颏', '下巴', '頷', '颏', '下颚']","['barbilla', 'mentón', 'pera', 'barba']","['顎', 'おとがい']","['턱', '아래턱']","['lõug', 'Lõug']","['leuka', 'leukakyhmy', 'mentum']","['kin', 'kinnebak']","['ठोड़ी', 'ठुड्डी', 'चिबुक']","['mento', 'bazza']",chin
['église'],"['Kirche', 'Kirchengebäude']","['церковь', 'це́рковь', 'костёл', 'христианский храм', 'це́рква', 'ки́рха']","['church', 'church building']","['教會', '教会', '教堂', '礼拜堂']",['iglesia'],"['教会', '教会堂', '聖堂']","['교회', '성당', '교회당', '례배당', '예배당']",['kirik'],"['kirkko', 'kirkkorakennus']","['kerk', 'kerkgebouw', 'godshuis']","['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']",['chiesa'],church
"['cercle', 'rond']",['Kreis'],"['окружность', 'окру́жность', 'круг']",['circle'],"['圈子', '圆', '圓', '圆圈', '圓圈', '圓形', '圆形', '椭圆形']","['círculo', 'circunferencia']","['円', '丸']","['원', '동그라미']","['ringjoon', 'ring']",['ympyrä'],"['kring', 'cirkel']","['वृत्त', 'चक्र']","['cerchio', 'circonferenza', 'circolo']",circle
"['horloge', 'pendule', 'bracelet-montre', 'montre', 'montre-bracelet']","['Uhr', 'Armbanduhr', 'Taschenuhr oder Armbanduhr']","['часы', 'часы́', 'наручные часы', 'наручные или карманные часы', 'Переносные часы', 'нару́чные часы́']","['clock', 'watch', 'wrist watch', 'wristwatch', 'ticker']","['鐘錶', '时钟', '钟', '鐘', '時鐘', '钟表', '錶', '手錶', '手表', '表', '怀表']","['reloj', 'reloj de pulsera', 'peluco', 'reloj pulsera']","['時計', '腕時計', '懐中時計', 'リストウォッチ', 'ウオッチ']","['시계', '시간팔찌', '휴대용 시계', '손목 시계', '워치']","['kell', 'käekell']","['kello', 'rannekello', 'taskukello']","['uurwerk', 'klok', 'horloge', 'teller', 'klokken', 'kilometerteller', 'polshorloge', 'klokje']","['घड़ी', 'घडी', 'वॉच']","['orologio', 'oriolo', 'orologio da polso', 'orologio da tasca', 'cipolla']",clock
['nuage'],"['Wolke', 'Gewölk']","['облако', 'облака', 'о́блако', 'ту́ча']",['cloud'],"['雲', '云']","['nube', 'nubes']",['雲'],['구름'],"['pilv', 'Pilv']",['pilvi'],['wolk'],"['अभ्र', 'बादल', 'मेघ']","['nube', 'nuvola', 'nembo']",cloud
['veste'],['Jacke'],"['жаке́т', 'куртка', 'ку́ртка']","['jacket', 'coat']","['夾克', '上衣', '夹克', '短上衣']","['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'jacket', 'campera', 'chompa']","['コート', 'ジャケット']",['재킷'],['jakk'],"['takki', 'pusakka', 'pikkutakki']","['jas', 'jack']",['जैकेट'],"['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba']",coat
['arrestation'],['Festnahme'],"['заключение под стражу', 'задержа́ние', 'аре́ст', 'Арест личности']","['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch']","['逮捕', '捕捉']","['arresto', 'detención']","['捕捉', '逮捕']",['체포'],['Vahistamine'],"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni']","['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']",['गिरफ़्तारी'],"['arresto', 'fermo']",collar
['peigne'],['Kamm'],['расчёска'],['comb'],"['梳篦', '头梳', '梳棉机', '篦', '梳子']",['peine'],['櫛'],['빗'],['kamm'],['kampa'],"['kam', 'schilderskam']",['कंघा'],['pettine'],comb
"['vache', 'bétail', 'bovins', 'Bos taurus', 'bos taurus', 'Bos primigenius taurus', 'cheptel sur pied', ""animal d'élevage"", 'cheptel vif', 'cheptel']","['Hausrind', 'Rind', 'Rindvieh', 'Kühe', 'Rinder', 'Bos taurus', 'Viehbestand', 'Vieh', 'Hoftier', 'Nutztier', 'Nutztiere', 'Nutzvieh']","['скот', 'Bos taurus', 'скоти́на', 'бык', 'кру́пный рога́тый скот', 'домашний бык', 'коро́ва', 'домашний скот', 'поголо́вье скота́', 'сельскохозяйственные животные', 'поголо́вье']","['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows', 'livestock', 'farm animal', 'stock']","['牛', '家牛', '家畜', '牲畜']","['ganado bovino', 'vaca', 'Bos taurus', 'ganado', 'Bos primigenius taurus', 'toro', 'Bos Taurus', 'ganado vacuno', 'bovino', 'vacas', 'bueyes', 'bovinos', 'vacuno', 'animal del campo']","['牛', 'ウシ', '畜牛', 'Bos primigenius taurus', '家畜']","['소', 'Bos primigenius taurus', '가축']","['veised', 'veis', 'kariloomad', 'põllumajandusloomad', 'kari', 'põllumajandusloom', 'elusloom']","['karja', 'Bos taurus', 'nauta', 'nautakarja', 'kotieläin']","['rundvee', 'rund', 'runderen', 'Bos taurus', 'beesten', 'vee', 'Bos primigenius taurus', 'levende have', 'landbouwhuisdier', 'veestapel', 'stal']","['गाय', 'Bos primigenius taurus', 'पशुधन']","['mucca', 'bestiame bovino', 'vacca', 'bestiame', 'Bos taurus', 'Bos taurus taurus', 'bovini', 'bue', 'Bos primigenius taurus', 'animale di fattoria', 'armento']",cow
"['tasse', 'verre', 'coupe']","['Tasse', 'Trinkglas', 'Trinkschale', 'Pokal']","['Стеклянный стакан', 'чашка']","['cup', 'standing cup', 'cup with stem', 'drinking glass']","['杯子', '玻璃容器', '饮料玻璃', '杯']","['taza', 'copa', 'vaso', 'taza de pié']","['カップ', 'コップ', 'グラス']","['컵', '잔', '유리잔']","['Klaas', 'Tass', 'tass', 'klaas']","['kuppi', 'juomalasi', 'juomapikari', 'Juomalasi']","['kop', 'tas', 'drinkglas', 'bokaal', 'beker op voet', 'bak', 'beker']","['कप', 'प्याला', 'गिलास']","['tazza', 'coppa', 'bicchiere']",cup
['rideau'],"['Vorhang', 'Gardine', 'Fensterdekoration']","['занавеска', 'што́ра', 'шторы', 'штора', 'занаве́ска', 'портье́ра', 'гарди́на']","['curtain', 'drapery', 'drape', 'mantle', 'pall', 'altar cloth']","['窗帘', '窗簾', '帘子', '簾', '簾子']","['cortina', 'cortinaje', 'cortinas']",['カーテン'],['커튼'],"['eesriie', 'kardin', 'Kardin']","['verho', 'verhot']","['gordijn', 'voorhangsel', 'lijkkleed', 'doek']","['परदा', 'पर्दा']","['tenda', 'drappo', 'drappeggio', 'tappezzeria', 'tendina', 'tendaggio', 'panneggiamento', 'cortina', 'velario']",curtain
"['amortisseur', 'coussin']","['Stoßdämpfer', 'Schlag']","['амортизатор', 'шок']","['shock absorber', 'shock', 'cushion']","['阻尼器', '電休克', '觸電', '电休克', '触电']",['amortiguador'],['ショックアブソーバー'],['완충기'],['amortisaator'],"['iskunvaimennin', 'sähköisku', 'sähköshokki', 'pehmike']","['schokbreker', 'schokdemper', 'schok', 'kussen']",['प्रघात अवशोषक'],"['ammortizzatore', 'scossa']",cushion
"['chien', 'Canis lupus familiaris', 'canis familiaris']","['Hund', 'Wauwau', 'Köter', 'Töle', 'Canis lupus familiaris', 'Haushund']","['собака', 'фруфру', 'Canis lupus familiaris']","['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['犬', '狗']","['perra', 'can', 'canino', 'perro', 'Canis lupus familiaris', 'Canis familiaris', 'perros', 'canis familiaris', 'perro doméstico']","['犬', 'イヌ', 'イエイヌ', 'Canis lupus familiaris']","['개', 'Canis lupus familiaris']","['koer', 'Canis lupus familiaris']","['koira', 'Canis lupus familiaris', 'Canis familiaris']","['hond', 'Canis lupus familiaris', 'joekel']","['कुत्ता', 'Canis lupus familiaris']","['cane', 'Canis lupus familiaris', 'Canis familiaris']",dog
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']",door
"['encadrement de porte', 'porte', 'portière', 'huis', 'sonnette']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe', 'Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['дверь', 'две́ри', 'Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'bell', 'buzzer', 'doorbell']","['戶', '門', '门', '门儿', '門兒', '門扉', '门铃', '門鈴', '电铃', '電鈴']","['puerta', 'marco de puerta', 'seguro', 'timbre', 'campanilla de puerta']","['門', 'ドア', '扉', '戸', '戸口', '呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['문', '전령', '초인종', '도어폰', '벨']","['uks', 'uksekell']","['ovi', 'ovikello', 'Ovikello', 'ovisummeri']","['poort', 'portier', 'deur', 'deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा', 'घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'campanello']",drain
"['illustration', 'figure', 'image', 'reproduction', 'dessin', 'icône']","['Abbildung', 'Zeichnung', 'Bild', 'Abbild']","['рисунок', 'рису́нок', 'чертёж', 'схе́ма', 'изображение']","['picture', 'drawing', 'map', 'portraiture', 'image', 'design', 'illustration', 'figure', 'pattern', 'ikon', 'icon']","['图画', '圖畫', '素描', '图片', '圖片', '绘图', '图像']","['ilustración', 'figura', 'retrato', 'dibujo', 'imagen', 'croquis', 'esquema', 'foto', 'fotografía']","['素描', 'デッサン', '図画', '絵', '画像', '静止画']","['도화', '그림', '소묘', '영상', '모습']","['joonistus', 'joonistamine', 'pilt']","['piirros', 'piirustus', 'kuva']","['afbeelding', 'tekening', 'tekenkunst', 'prent', 'illustratie', 'figuur', 'portret', 'plaatje']","['रेखाचित्र', 'चित्र', 'प्रतिबिम्ब']","['disegno', 'figura', 'riproduzione', 'illustrazione', 'immagine']",drawer
"['fringue', 'vêtements', 'habit', 'vêtement', 'habillement', 'habits', 'fringues', 'tenue']","['Bekleidung', 'Kleider', 'Gewandung', 'Kleidungsstück', 'Kleidung']","['одежда', 'предмет одежды', 'костю́м', 'одея́ние']","['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture', 'dress', 'wearing apparel']","['衣服', '服装', '服饰', '衣裳']","['ropa', 'prenda', 'vestuario', 'indumentaria', 'traje', 'vestimenta', 'atavío', 'vestido', 'habiliment']","['衣類', '被服']",['옷'],"['riietus', 'Riietus']","['vaatetus', 'vaatteet', 'vaatekappale', 'vaate', 'vaatetavara', 'asu', 'puku', 'vaateparsi']","['kledij', 'kledingstuk', 'kleren', 'kleding', 'goed']",['परिधान'],"['vestiti', 'vestiario', 'abbigliamento', 'indumento', 'vestito', 'abito', 'vestire', 'abiti', 'veste']",dress
"['goutte de pluie', 'goutte']","['Regentropfen', 'Tropfen']",['капля'],"['drop', 'raindrop', 'drib', 'driblet']","['水滴', '点滴']","['gota', 'gota de lluvia', 'gota de agua', 'lágrima']",['滴'],['방울'],"['tilk', 'Tilk']","['tippa', 'pisara', 'tilkka']","['druppel', 'regendruppel', 'val', 'afgrond', 'vallen', 'drup', 'parel', 'drop']",['बूंद'],"['goccia di pioggia', 'goccia', 'gocciola', 'lagrima', 'gocciolo', 'lacrima', 'goccio']",drop
"['oreille', 'oreilles']","['Ohren', 'Ohr']","['ухо', 'у́ши', 'у́хо']","['ear', 'ears']","['耳', '耳朵']","['oído', 'orejas', 'oreja']",['耳'],['귀'],['kõrv'],['korva'],"['oor', 'oren', 'gehoororgaan']",['कान'],"['orecchio', 'oreia', 'orecchie', 'orecchia']",ear
"['œuf de poule', 'œuf']","['Hühnerei', 'Ei']","['куриное яйцо', 'яйцо']","[""hen's egg"", ""chicken's egg"", 'chicken egg', 'egg', 'eggs', 'Eggs as food', 'insect egg']","['蛋', '雞蛋', '蛋类', '卵', '鸡蛋']","['huevo de gallina', 'huevo']","['鶏卵', '卵']","['알', '달걀']",['muna'],"['muna', 'kananmuna', 'munat']","['ei', 'kippenei']",['अण्डा'],"['uovo', 'uovo di gallina']",egg
"['moteur', 'Motor']","['Motor', 'Triebwerk', 'Antrieb']","['мотор', 'двигатель', 'дви́гатель', 'мото́р', 'Motor']","['motor', 'engine']","['马达', '馬達', '發動機', '发动机', '引擎', '摩托', '电动机', '電動機', 'Motor']","['motor', 'locomotora', 'motor térmico', 'máquina']","['モーター', 'エンジン', '原動機', '機関', '機械', '発動機', 'Motor']","['모터', '엔진', '기관', 'Motor']","['mootor', 'Motor']","['moottori', 'Motor']","['motor', 'aandrijving', 'locomotief', 'elektromotor']","['इंजन', 'मोटर', 'Motor']","['motore', 'Motor']",engine
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['眼睛', '眼', '目', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']","['bulbo oculare', 'occhio', 'occhi']",eye
"['personnalité juridique', 'personne morale', 'personne légale', 'face', 'figure', 'visage']","['Rechtspersönlichkeit', 'juristische Person', 'Rechtssubjekt', 'Rechtsperson', 'Visage', 'Angesicht', 'Antlitz', 'Gesicht']","['лицо', 'субъект права', 'обли́чье', 'лик', 'лицо́', 'физионо́мия']","['juridical personality', 'juristic person', 'legal person', 'body corporate', 'artificial personality', 'legal personality', 'artificial person', 'juristic personality', 'juridical person', 'legal entity', 'face', 'human face']","['法律主體', '臉', '脸', '面', '面孔', '人类的脸', '颜']","['persona jurídica', 'persona moral', 'personalidad jurídica', 'persona legal', 'rostro', 'cara', 'jeta', 'faz', 'rostro humano']","['法人', '人', '法人格', '顔', '面']","['인', '법인격', '얼굴']","['isik', 'nägu', 'Nägu']","['oikeussubjekti', 'juridinen henkilö', 'naama', 'kasvot', 'pärstä']","['rechtspersoon', 'rechtssubject', 'rechtspersoonlijkheid', 'rechtsubject', 'tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet']","['विधिक व्यक्तित्व', 'चेहरा', 'मुखड़ा', 'मुख']","['soggetto giuridico', 'entità giuridica', 'personalità giuridica', 'soggetto di diritto', 'viso', 'faccia', 'volto']",face
"['ferme', 'exploitation agricole', 'domaine']","['Bauernhof', 'Farm']","['ферма', 'хозя́йство', 'фе́рма']",['farm'],"['农场', '農場']","['granja', 'fundo', 'explotación agrícola', 'finca', 'caserío', 'cortijo', 'heredad', 'estancia', 'hacienda', 'masía']",['農場'],['농장'],"['talu', 'farm']","['maatila', 'tila', 'farmi']","['boerenbedrijf', 'boerderij', 'hoeve', 'hofstede', 'boerenhofstede', 'landbouwbedrijf', 'boerenhofstee', 'hofstee']","['फ़ार्म', 'खेत']","['fattoria', 'tenuta agricola', 'masseria', 'podere', 'allevamento']",farm
"['plumage', 'barbule', 'plume', 'plumée', 'pennage', 'stylographe', 'stylo à encre', 'stylo', 'lame']","['Strahlen', 'Feder', 'Gefieder', 'Federschmuck', 'Federkleid', 'Vogelgefieder', 'Füller', 'Schreibstift', 'Klinge']","['перо', 'оперение', 'Оперение', 'опере́ние', 'ручка', 'авторучка', 'ле́звие', 'клинок', 'лезвие', 'Клинок']","['plume', 'feathers', 'feather', 'plumage', 'barbule', 'pen', 'blade']","['羽毛', '鸟类羽毛', '羽', '换羽', '筆', '钢笔', '刃', '刀片']","['pluma', 'plumaje', 'barbillas', 'bárbulas', 'boli', 'bolígrafo', 'filo', 'cuchilla', 'hoja']","['羽根', '羽毛', 'ボールペン', 'ペン', '刃']","['깃', '깃털', '펜', '날']","['sulg', 'sulestik', 'Sulestik', 'sulepea', 'tera', 'Tera']","['höyhenet', 'höyhen', 'höyhenpuku', 'höyhenpeite', 'sulka', 'kynä', 'mustekynä', 'terä']","['pluim', 'veer', 'pluimage', 'gevederte', 'verenkleed', 'al gezien al gedaan', 'veder', 'pen', 'kling', 'lemmet', 'lemmer', 'plaat', 'folie', 'blad']","['पंख', 'पर', 'क़लम', 'पेन', 'लेखनी', 'ब्लेड्']","['barbula', 'piumaggio', 'piuma', 'penna', 'piume', 'lama', 'coltello']",feather
"[""doigt d'honneur"", 'doigt', 'dactyle', 'orteil', 'doigt de pied', 'doigts de pied', 'petit orteil']","['Stinkefinger', 'Digitus', 'Zeh', 'Finger', 'Fingerchen', 'kleiner Zeh', 'Zehe', 'Digitus pedis III', 'Digitus pedis II']","['палец', 'фак', 'средний палец', 'па́лец', 'перст', 'палец руки', 'палец кисти', 'мизинец', 'па́лец на ноге́', 'палец стопы', 'па́лец ноги́']","['the finger', 'dactyl', 'digit', 'finger', 'toes', 'baby toe', 'toe', 'little toe', 'pinky toe', 'fifth toe', 'second toe', 'third toe']","['豎中指', '腳趾', '指', '手指', '脚趾', '手指腳趾', '指头', '指頭', '手指头', '手指頭', '脚尖', '趾']","['peineta', 'corte de manga', 'higa', 'dedo', 'dígito', 'dedos de la mano', 'dedo de la mano', 'dedos del pie', 'dedo pequeño del pie', 'dedo de pie', 'dedo del pie', 'dedo meñique', 'ortejo', 'meñique del pie']","['ファックサイン', '指', '指趾', '足指', 'つま先', '趾', '爪先']","['가운뎃손가락', '손가락', '손발가락', '발가락']","['Keskmise sõrme näitamine', 'sõrmed ja varbad', 'sõrm', 'näpp', 'sõrmed', 'varvas']","['keskisormi', 'Keskisormi', 'varvas', 'sormi', 'näppi']","['middelvinger', 'the finger', 'digit', 'Digit', 'vinger', 'teen', 'cijfer', 'kleine teen', 'tenen', 'kom nou']","['उंगली', 'अंगुली', 'अंगुल', 'अंगुश्त', 'अंगुलि', 'पाँव का अंगूठा']","['gesto del dito medio alzato', 'gesto del dito medio', 'dito', 'digito', 'dito della mano', 'dita', 'minolo', 'quinto dito', 'dito del piede', 'alluce']",finger
"['poisson', 'Pisces']","['Fisch', 'Fische', 'Pisces']","['рыбы', 'ры́ба', 'рыба', 'Pisces']","['fish', 'Pisces']","['魚', '魚兒', '鱼', '鱼儿', '鱼类', 'Pisces']","['pescado', 'pez', 'Pisces', 'pisces', 'peces', 'piscis']","['魚類', '魚', 'Pisces']","['물고기', '어류', '고기', '생선', 'Pisces']","['kala', 'kalad', 'Pisces']","['kala', 'kalat', 'Pisces']","['vissen', 'vis', 'Pisces']","['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य', 'Pisces']","['pesce', 'Pisces']",fish
['drapeau'],['Flagge'],"['знамя', 'вымпел', 'флаг']",['flag'],"['旗', '旗帜', '旗幟', '旗子']","['bandera', 'pabellón']",['旗'],['기'],['lipp'],['lippu'],"['vaan', 'vlag']",['ध्वज'],"['bandiera', 'insegna']",flag
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['valle', 'vallata', 'conca']",floor
"['diptère', 'Diptera', 'mouche']","['Fliege', 'Zweiflügler']","['му́ха', 'двукрылые', 'двукры́лое']","['fly', 'Diptera']","['蝇', '蠅', '雙翅目', '双翅目', '苍蝇']","['mosca', 'mosco', 'Diptera']","['蠅', 'ハエ', 'ハエ目', '双翅目']",['파리목'],"['Kahetiivalised', 'kahetiivalised']","['kaksisiipiset', 'kaksisiipinen', 'kärpänen']","['vlieg', 'tweevleugeligen']","['डिप्टेरा', 'मक्खी']","['mosca', 'Ditteri', 'Diptera', 'Mosca']",fly
['pied'],"['Fuß', 'Pes']",['стопа'],"['human foot', 'foot', 'pes', 'Pes', 'Foot']","['腳', '脚', '脚部', '足']","['pie', 'pes', 'pata']","['ペス', '足']",['발'],['Labajalg'],"['jalkaterä', 'jalka']","['voet', 'voeten', 'poot', 'pootje']",['पैर'],['piede'],foot
"['prise électrique', 'fourchette', 'prise mâle', 'prise murale', 'prise de courant', 'fiche', 'prise femelle', 'prise']","['Wechselstrom-Anschluss', 'Steckdose', 'Gabel', 'Pommesgabel', 'Stecker']","['вилка', 'розетка', 'Силовые вилки и розетки для переменного тока', 'штепсель', 'штекер', 'штепсельная вилка', 'Розетка']","['AC power plugs and sockets', 'AC power connector', 'fork', 'receptacle', 'socket', 'electrical plug', 'plug', 'power plug', 'power outlet', 'power point', 'wall socket', 'outlet', 'power socket', 'electrical outlet', 'electric outlet', 'electric receptacle', 'wall plug', 'male plug']","['家用交流電源插頭與插座', '叉子', '餐叉', '叉', '插头', '插頭', '插座', '插孔', '墙上插头']","['enchufe', 'tenedor', 'toma eléctrica', 'tomacorriente']","['配線用差込接続器', 'フォーク', 'プラグ', 'ソケット', 'コンセント', '電気用プラグ']","['콘센트', '교류 전원 플러그 및 콘센트', '포크']","['Elektrivõrgu-pistikupesa', 'kahvel', 'Kahvel', 'pistikupesa', 'stepsel', 'seinakontakt', 'pistik']","['pistorasia', 'haarukka', 'töpseli', 'pistotulppa', 'liitäntärasia', 'liitinrasia', 'pistoke']","['contactdoos', 'vork', 'splitsing', 'stopcontact', 'stekker']","['काँटा', 'कांटा', 'पावर आउटलेट']","['spina elettrica', 'forchetta', 'presa', 'spina', 'presa a muro', 'presa a parete', 'presa elettrica', 'presa di corrente', 'presa di elettricità', 'maschio']",fork
"['corps humain', 'carrure', 'physiologie humaine', 'ossature', 'forme', 'figure', 'chair', 'silhouette', 'physique', 'Corps humain']","['Humanphysiologie', 'menschlicher Körper', 'Figur', 'Gestalt', 'Bau', 'Statur', 'Form', 'Körperbau']","['человеческое тело', 'физиология человека', 'костя́к', 'телосложе́ние', 'фигу́ра', 'скеле́т', 'физиология человека и животных', 'фо́рма', 'компле́кция']","['human body', 'human physiology', 'build', 'figure', 'soma', 'chassis', 'form', 'anatomy', 'shape', 'frame', 'physique', 'flesh', 'material body', 'physical body', 'bod']","['人体', '体格', '肉体', '体形', '外形', '體型', '體質', '人体生理学', '體格', '体质', '体型', '身材']","['constitución', 'complexión', 'fisiología humana', 'cuerpo humano', 'figura', 'físico', 'osamenta', 'esqueleto', 'forma', 'soma', 'cuerpo', 'carne', 'anatomía']","['人間生理学', '人体', '人類生物学', 'ムールヴェードル', '体型']","['인체생리학', '체격', '인간의 몸', '몸매', '인체']","['inimfüsioloogia', 'inimese keha', 'Inimkeha', 'inimkeha']","['ihmisruumis', 'ihmisen fysiologia', 'muoto', 'kuvio', 'fysiikka', 'hahmo', 'figuuri', 'vartalo', 'keho', 'liha', 'ruumiinrakenne', 'runko', 'fyysinen keho', 'sooma', 'rakenne']","['menselijke verrichtingsleer', 'menselijk lichaam', 'skelet', 'geraamte', 'figuur', 'vorm', 'bouw', 'cijfer', 'afbeelding', 'personage', 'vlees']","['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","['fisiologia umana', 'corpo umano', 'figura', 'ossatura', 'forma', 'scheletro', 'fisico', 'sagoma', 'carne']",frame
['jardin'],['Garten'],['сад'],['garden'],"['花園', '花园', '庭園', '園林', '种植园']",['jardín'],"['庭', '庭園']",['정원'],['aed'],"['puutarha', 'kasvimaa']","['tuin', 'hof']",['बाग'],['giardino'],garden
"['fille', 'femme', 'jeune femme', 'jeune fille', 'petite copine', 'petite amie', 'copine']","['Mädchen', 'Fräulein', 'Frau', 'Freundin']","['девочка', 'де́вушка', 'Гёрлфренд', 'гёрлфренд']","['girl', 'young woman', 'miss', 'fille', 'missy', 'young lady', 'gf', 'girlfriend', 'lady friend']","['女孩兒', '女儿', '姑娘', '女孩子', '女孩儿', '女兒', '女孩', '女', '女生', '女朋友', '对象']","['chica', 'joven', 'jovencita', 'muchacha', 'niña', 'mujer', 'señorito', 'chico', 'fille', 'señorita', 'mujercita', 'novia', 'pareja', 'compañera', 'prometida', 'compañera sentimental']","['少女', '女の子', '女', 'ガールフレンド']","['여자', '소녀', '녀자', '걸프렌드', '여자친구']","['tüdruk', 'plika']","['tyttö', 'neiti', 'nuori nainen', 'tyttökaveri', 'tyttöystävä', 'naisystävä']","['meisje', 'griet', 'meiske', 'meid', 'vrouw', 'juffie', 'juf', 'jongedame', 'jongejuffrouw', 'vriendin', 'vriendinnetje', 'grietje']","['लड़की', 'गर्लफ्रेंड', 'गर्लफ़्रेंड', 'प्रेमिका']","['ragazza', 'signorinella', 'signorina', 'giovane', 'madamigella', 'fidanzata', 'innamorata', 'bella']",girl
['gant'],['Handschuh'],"['перчатка', 'рукавица', 'перча́тка', 'рукави́ца', 'перчатки']",['glove'],['手套'],['guante'],['手袋'],['장갑'],"['sõrmik', 'Kindad', 'kindad']","['hansikas', 'sormikas', 'hanska', 'käsine']","['handschoen', 'want']","['दस्ताना', 'दस्ताने']",['guanto'],glove
['chèvre'],"['Hausziege', 'Ziege']","['коза', 'коза домашняя', 'домашняя коза']","['goat', 'domestic goat', 'caprine animal']","['山羊', '家山羊', '羊']","['cabra', 'chivo', 'cabrón', 'capra aegagrus hircus', 'ganado cabrío']","['ヤギ', '山羊', 'Capra aegagrus hircus']","['염소', 'Capra aegagrus hircus']","['kits', 'kodukits', 'Capra aegagrus hircus']","['vuohi', 'vuohieläin']","['geit', 'Capra aegagrus hircus']","['बकरी', 'Capra aegagrus hircus']","['capra', 'capra domestica', 'Capra hircus']",goat
"['arme à feu', 'arme de projectile', 'pistolet']","['Schusswaffe', 'Feuerwaffe']","['метательное оружие', 'стреляющее оружие', 'огнестрельное оружие']","['gun', 'firearm', 'fire arm', 'projectile weapon']","['槍', '銃', '枪', '铳', '枪械', '手枪', '枪炮']","['arma de fuego', 'arma de proyectil', 'cañón', 'obús', 'escopeta', 'arma', 'pistola']","['銃', '火器']","['총', '화기']",['tulirelv'],"['ampuma-ase', 'tuliase', 'tykki', 'pistooli', 'pyssy']","['geweer', 'vuurwapen', 'projectielwapen', 'pistool', 'kanon', 'stuk']",['अग्निशस्त्र'],"['arma da fuoco', 'arma balistica', 'pistola']",gun
