fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['six', 'demi-douzaine', 'sextuor']","['sechs', 'Schwindler', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['six', 'half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['六', 'シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छः', 'छह']",six,"['sei', 'sestetto']"
"['dix', 'dizaine', 'décennie']",['zehn'],"['десять', 'де́сять', 'де́сятеро']","['ten', 'decade', 'tenner', 'X']","['拾', '十']","['diez', 'decena', 'década']",['十'],"['열', '십']",['kümme'],"['kymmenen', 'kymppi', 'dekadi', 'kybä', 'X', 'kypä']","['tien', 'tientje']","['दस', 'दश', 'दह']",ten,['dieci']
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'verso', 'avers']","['Kopf', 'Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Haupt', 'Avers']","['Нус', 'ра́зум', 'психика', 'ум', 'голова', 'глава́', 'башка́', 'голова́', 'аверс', 'реверс', 'оборотная сторона́']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'caput', 'reverse', 'verso', 'obverse']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦', '正面']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta', 'reverso', 'anverso', 'dorso', 'revés']","['心', 'ヌース', '念頭', 'プシュケー', '頭', '頭部', '表側']","['누스', '프시케', '마음', '머리']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'pea']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'lanttu', 'kallo', 'klaava', 'kääntöpuoli']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'voorzijde']","['मन', 'सिर', 'सर']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'dritto', 'verso', 'retro', 'rovescio', 'tergo']"
"['route', 'itinéraire', 'chemin', 'rue']","['Straße', 'Strasse', 'Wegstrecke', 'Weg', 'Pfad', 'Route']","['дорога', 'курс', 'маршру́т', 'доро́га', 'тра́сса', 'путь', 'улица']","['road', 'route', 'street']","['沿路', '马路', '道路', '路徑', '馬路', '路径', '路', '航线', '路線', '线', '航線', '道', '路线', '線', '公路']","['carretera', 'calle', 'camino', 'itinerario', 'ruta', 'rua']","['道', '道路', '路線', '通路', '道筋', 'ルート', '通り']","['도로', '경로', '길', '로선', '노선']","['maantee', 'tee', 'marsruut', 'teekond']","['tie', 'maantie', 'reitti', 'katu']","['baan', 'straat', 'weg', 'traject', 'route', 'kasseiweg', 'straatweg', 'steenweg']","['राह', 'रोड', 'रास्ता', 'सड़क', 'मार्ग', 'पथ']",street,"['strada', 'itinerario', 'percorso', 'via di comunicazione', 'via', 'strada di città', 'strada urbana']"
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire']","['Auge', 'Augapfel', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['眼睛', '眼', '目', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']",eye,"['bulbo oculare', 'occhio', 'occhi']"
"['plaine', 'champ']","['Feld', 'Ebene', 'Acker', 'Anbaufläche', 'Ackergrund', 'landwirtschaftliche Nutzfläche', 'Ackerland', 'Weide', 'Esch', 'Flur', 'Weideland', 'Trade']","['равнина', 'равни́на', 'поле', 'по́ле', 'па́стбище']","['plain', 'champaign', 'field', 'acre']","['平野', '平原', '田', '英畝', '英亩', '田野', '旱田', '野外']","['llanura', 'planicie', 'llano', 'campo', 'campaña', 'llanuras', 'planada', 'plana', 'labrantío', 'sembradío', 'terreno']","['平野', '平地', '畑', '耕地']","['평야', '평지', '밭']","['tasandik', 'põld', 'nurm', 'väli']","['tasanko', 'tasamaa', 'aukea', 'lakeus', 'pelto', 'vainio', 'laidun']","['vlakte', 'laagvlakte', 'vlak', 'veld', 'akkerland', 'land', 'akker', 'landbouwgrond', 'wei', 'weide', 'weiland']","['मैदान', 'क्षेत्र', 'खेत']",field,"['pianura', 'campo', 'campagna']"
"['localité', 'emplacement', 'position', 'lieu', 'position géographique', 'localisation', 'situation', 'habitat', 'endroit', 'zone', 'point']","['Standort', 'geographische Lage', 'Platz', 'Ort', 'Lage', 'Habitat', 'natürlicher Lebensraum', 'Heimat', 'Stelle']","['географическое местоположение', 'ме́сто', 'положе́ние', 'местоположе́ние', 'пози́ция', 'географическое положение', 'местонахожде́ние', 'расположе́ние', 'естественная среда', 'местообитание', 'место']","['locus', 'locale', 'location', 'locality', 'geographic location', 'habitat', 'microhabitat', 'microenvironment', 'microsite', 'home ground', 'place', 'situation', 'topographic point', 'spot']","['地理位置', '地点', '地點', '地方', '场所', '場所', '位置', '栖息地', '棲息地']","['escena', 'vecindad', 'escenario', 'hábitat', 'suburbio', 'área', 'lugar', 'territorio', 'ambiente', 'ubicación', 'posición', 'localización geográfica', 'microhábitat', 'microambiente', 'habitación', 'habitat', 'sitio', 'paraje', 'zona', 'punto']","['位置', '地方', '地点', '場所', '立地', '生息地']","['위치', '지점', '지리적 위치', '장소', '서식지', '곳']","['asukoht', 'geograafiline asend', 'ruum', 'kasvukoht', 'elupaik', 'koht', 'paik']","['sijainti', 'paikka', 'kasvuympäristö', 'elinpaikka', 'elinympäristö', 'elinpiiri', 'kasvupaikka', 'pikkupaikka', 'seutu', 'kohta', 'topografinen sijainti']","['locatie', 'plaats', 'geografische locatie', 'habitat', 'territorium', 'standplaats', 'leefgebied', 'woonplaats', 'woongebied', 'biotoop', 'plek', 'oord']","['अवस्थिति', 'पर्यावास', 'स्थान']",site,"['luogo', 'posizione', 'ubicazione', 'microambiente', 'habitat', 'microhabitat', 'ambiente', 'posto', 'zona', 'area']"
['mot'],['Wort'],['слово'],['word'],"['詞', '词', '單詞', '单词', '字词']","['palabra', 'vocablo']","['言葉', '単語', '語']",['낱말'],['sõna'],['sana'],['woord'],"['शब्द', 'बात']",word,"['parola', 'termine', 'suono', 'vocabolo']"
"['paire', 'couple']","['Paar', 'geordnetes Paar']","['пара', 'па́ра', 'упорядоченная пара']","['pair', 'brace', 'ordered pair']","['雙', '一對', '有序对', '双', '對', '对', '一对']","['par', 'par ordenado']","['一組', '順序対', '対', 'ペア', '一対']","['켤레', '순서쌍', '한쌍', '페어']","['Järjestatud paar', 'järjestatud paar']","['järjestetty pari', 'pari']","['koppel', 'tweetal', 'duo']","['क्रमित युग्म', 'जोड़ा']",pair,"['coppia', 'coppia ordinata', 'paio']"
"['siège', 'place']","['Sitz', 'Sitzgelegenheit', 'Sitzplatz']","['сиде́нье', 'ме́сто']",['seat'],"['座位', '位子', '座席']","['asiento', 'escaño', 'seato']","['座位', '座席', '腰掛け', '席', 'シート']","['좌석', '자리', '시트']",['iste'],"['istuin', 'istumapaikka', 'paikka']","['zetel', 'stoel', 'leunstoel', 'fauteuil', 'zitje', 'zitplaats', 'zitmeubel', 'zitting']",['सीट'],seat,"['sedile', 'seduta', 'scranno', 'posto']"
"['lumière', 'source lumineuse', 'lumière visible']","['Licht', 'Lichtquelle']","['свет', 'Свет', 'ви́димый свет']","['light', 'light source', 'visible light', 'visible radiation']","['可見光', '光', '可见光']","['fuente luminosa', 'luz', 'luz visible', 'radiación visible']","['光', '可視光', '可視光線']","['가시광선', '빛']",['valgus'],"['valo', 'näkyvä valo', 'näkyvä säteily']",['lichtbron'],['प्रकाश'],light,"['luce', 'sorgente luminosa', 'radiazione visibile', 'luce visibile']"
"['mille', 'mil']",['tausend'],"['тысяча', 'ты́сяча']","['one thousand', 'K', 'G', 'chiliad', 'yard', 'M', 'grand', 'thou', 'thousand']",['千'],"['un mil', 'mil', 'chiliad', 'millar']",['千'],['천'],"['Tuhat', 'tuhat']","['tuhat', 'K', 'G', 'M', 'jaardi', 'tuhat dollaria', 'yksi tuhat', 'tuhatluku']","['duizend', 'Chiliad', 'duizendvoud', 'chiliade', 'mille', 'duizendtal', 'gij']","['सहस्र', 'सहास', 'हज़ार']",thousand,"['mille', 'migliaio', 'M']"
['nord'],['Norden'],"['север', 'Север']","['northward', 'N', 'north', 'due north']","['北', '北方']",['norte'],['北'],['북쪽'],['põhi'],"['pohjoinen', 'suoraan pohjoiseen', 'N']","['noord', 'noorden']","['उत्तर', 'उत्तर दिशा']",north,"['nord', 'settentrione', 'mezzanotte', 'tramontana']"
"['aéroplane', 'avion', 'machine', 'dispositif', 'appareil', 'système', 'mécanisme', 'machinerie', 'parc de machines', 'machines', 'Machinery']","['Maschine', 'Flugzeug', 'Flieger', 'Einrichtung', 'Einheit', 'Baustein', 'Instrument', 'Hilfsmittel', 'Vorrichtung', 'Apparat', 'Gerät', 'Maschinenanlage', 'Maschinerie', 'Machinery', 'maschinelle Ausrüstung', 'mechanisches Gerät']","['самолёт', 'аэроплан', 'аэропла́н', 'прибо́р', 'дева́йс', 'приспособле́ние', 'аппара́т', 'механи́зм', 'устро́йство', 'га́джет', 'машины и оборудование', 'обору́дование', 'маши́ны', 'машина']","['aeroplane', 'fixed-wing aircraft', 'plane', 'airplane', 'machine', 'device', 'machinery', 'mechanism', 'Machinery', 'mechanical device']","['飛機', '飛龍機', '飞机', '飛行機', '飞行机', '飞龙机', '固定翼飛機', '裝置', '装置', '发明物', '机器', '机械', '机械装置']","['avión', 'aeroplano', 'Avión', 'aeronave', 'máquina', 'aparato', 'dispositivo', 'mecanismo', 'aparejo', 'maquinaria', 'Machinery', 'máquinas']","['飛行機', '航空機', 'デバイス', '装置', '機械']","['비행기', '장치', '디바이스']","['lennuk', 'aeroplaan', 'seade', 'aparaat', 'masinad', 'mehhanismid']","['lentokone', 'kone', 'laite', 'koneisto', 'koneet']","['vliegtuig', 'toestel', 'vliegmachine', 'kist', 'machine', 'apparaat', 'mechanisme', 'machinery', 'machinepark', 'mechanisch apparaat', 'machinerie']","['हवाई जहाज़', 'वायु-यान', 'हवाई जहाज', 'विमान', 'गैजेट', 'यंत्र', 'युक्ति', 'मशीनरी']",machine,"['aereo', 'aeroplano', 'apparecchio', 'aeromobile', 'areoplano', 'velivolo', 'macchina', 'periferica', 'dispositivo', 'congegno', 'arnese', 'macchinario', 'Machinery', 'apparato']"
"['temps', 'temps grammatical']","['Zeit', 'Zeitform', 'Tempus']",['время'],"['time', 'tense', 'grammatical tense']","['時間', '时间', '时态']","['tiempo', 'tiempo gramatical']","['時間', '時制']","['시간', '시제']",['aeg'],"['aika', 'aikamuoto', 'tempus']","['tijd', 'werkwoordstijd']","['काल', 'समय', 'व्याकरणिक काल']",time,"['tempo', 'data']"
"['portefeuille', 'portemonnaie', 'porte-monnaie', 'sacoche']","['Börse', 'Geldtasche', 'Geldbeutel', 'Geldbörse', 'Portemonnaie', 'Brieftasche', 'Portmonee']","['бумажник', 'кошелёк', 'портмоне́', 'Кошелёк', 'бума́жник']","['notecase', 'pocketbook', 'wallet', 'billfold']","['錢包', '皮夹', '钱袋', '钱包', '錢袋', '皮夾']","['cartera', 'billetera', 'billetero']","['財布', '札入れ']",['지갑'],"['rahatasku', 'rahakott', 'Rahakott']","['lompakko', 'Lompakko', 'kirjetasku']","['portefeuille', 'brieventas', 'portemonnee', 'beurs']","['वैलेट', 'बटुआ']",exchange,"['portafoglio', 'borsellino', 'portafogli']"
"['camaraderie', 'amitié', 'ami', 'amie', 'petit ami', 'mec', 'copain', 'homme', 'parent', 'géniteur', 'génitrice']","['Freund', 'Kameradschaft', 'Freundschaft', 'Freundin', 'Verwandte', 'Verwandter', 'Blutsfreundin', 'Blutsverwandter', 'Blutsverwandte', 'Familienangehöriger', 'Familienangehörige', 'Angehöriger', 'Angehörige', 'Blutsfreund']","['дружба', 'бойфренд', 'ро́дственница', 'ро́дственник', 'соро́дич', 'своя́к', 'ро́дич', 'родня́']","['camaraderie', 'comradeship', 'comradery', 'chumminess', 'comradeliness', 'friendship', 'friendly relationship', 'friend', 'swain', 'boyfriend', 'fellow', 'beau', 'young man', 'relative', 'relation']","['友情', '友爱', '友谊', '朋友', '友人', '男朋友', '亲戚', '親戚', '亲属', '家属']","['camaradería', 'amistad', 'relación amistosa', 'amigo', 'amiga', 'camarada', 'novio', 'compañero', 'pareja', 'prometido', 'pareja sentimental', 'enamorado', 'pololo', 'pariente', 'familiar', 'deudo', 'parienta', 'parentela']","['友情', '交際', '友達', '友人', 'ボーイフレンド', '身内', '親戚']","['우정', '남자친구', '친척']","['sõprus', 'sugulane']","['ystävyys', 'ystävyyssuhde', 'ystävä', 'poikaystävä', 'kundikaveri', 'nuorikko', 'sulho', 'poikakaveri', 'sukulainen']","['kameraadschap', 'vriendschap', 'vriendschapsband', 'vriendschappelijkheid', 'vriendschapsbanden', 'maat', 'gabber', 'vriend', 'compagnon', 'makker', 'kameraad', 'amice', 'vriendin', 'gezel', 'vrind', 'kornuit', 'deelgenoot', 'kompaan', 'vriendje', 'minnaar', 'lief', 'familielid', 'verwant', 'bloedverwant', 'naverwant', 'maag']","['मित्रता', 'प्रेमी', 'रिश्तेदार']",friend,"['cameratismo', 'amicizia', 'amistà', 'amico', 'fidanzato', 'damo', 'innamorato', 'ragazzo', 'amoroso', 'bello', 'boy-friend', 'moroso', 'boy', 'parente', 'congiunto', 'parentela', 'parentado', 'familiare', 'congiunta', 'famigliare']"
"['noir', 'couleur', 'teinte', 'teint', 'peinture', 'pigment']","['Farbe', 'Schwarz', 'Teint', 'Gesichtsfarbe', 'Lack', 'Anstrichmittel', 'Malfarbe']","['чёрный', 'цвет', 'краска', 'краски', 'кра́ска']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'paint', 'pigment']","['黑色', '颜色', '顏色', '烏黑色', '色', '乌', '乌黑色', '烏', '詳細顏色列表', '涂料', '颜料', '油漆', '涂漆', '塗料']","['negra', 'color', 'tez', 'negro', 'coloración', 'colorido', 'pintura', 'pigmento']","['黒', '色', 'くろ', 'ワインの色', '塗料', 'ペンキ', 'ペイント']","['검정', '검은색', '색깔', '색', '도료', '페인트']","['must', 'värv', 'värvus', 'Värvuste loendid']","['väri', 'musta', 'väritys', 'maali', 'pigmentti']","['gelaatskleur', 'teint', 'zwart', 'kleur', 'kleurtje', 'verf', 'tjet']","['रंग', 'काला', 'पेंट']",color,"['colore', 'carnagione', 'nero', 'colorazione', 'vernice', 'pittura', 'tinta']"
"['type', 'sorte', 'acabit', 'genre', 'forme']","['Art', 'Sorte']","['тип', 'разнообра́зие', 'вид', 'разнови́дность', 'род', 'сорт']","['kind', 'sort', 'form', 'variety']","['類', '类']","['tipo', 'clase', 'forma', 'género', 'especie']",['種類'],['종류'],"['sort', 'tõug', 'liik']","['luokka', 'moninaisuus', 'laji', 'laatu', 'tyyppi', '-lainen', 'monimuotoisuus', 'valikoima']","['soort', 'type', 'ras', 'genre', 'categorie', 'aard']","['प्रकार', 'तरह']",kind,"['classe', 'tipo', 'genere', 'modello', 'ordine', 'sorta', 'qualità', 'carattere', 'natura', 'specie', 'fatta', 'forma', 'razza']"
['juge'],['Richter'],['судья'],"['judge', 'jurist', 'justice']","['法官', '推事', '裁判官']","['jueza', 'juez', 'magistrado', 'togado', 'árbitro']",['裁判官'],"['판사', '법관']",['kohtunik'],"['tuomari', 'juristi', 'lakimies']","['rechter', 'kenner', 'scheidsrechter']","['न्यायाधीश', 'न्यायधीश']",judge,"['giùdice', 'giudice', 'pretore', 'magistrato']"
"['académie', 'université', 'école', 'collège', 'troupeau']","['Schule', 'Uni', 'Universität', 'Akademie', 'Hirt', 'Herde', 'Hirte']","['университет', 'школа', 'шко́ла', 'учи́лище', 'стадо']","['school', 'university', 'academy', 'herd']","['大學', '大学', '学堂', '学校', '學堂', '學校', '群居', '兽群', '牧群', '群']","['universidad', 'academia', 'escuela', 'colegio', 'centro docente', 'instituto', 'rebaño', 'rebañador', 'manada', 'pastor', 'piara']","['大学', '学校', '学び舎', '群れ']","['대학교', '학교', '무리']","['ülikool', 'kool', 'Kari', 'kari']","['yliopisto', 'koulu', 'paimen', 'Lauma', 'lauma']","['universiteit', 'academie', 'school', 'kudde', 'herder']","['विश्वविद्यालय', 'विद्यालय', 'स्कूल', 'पाठशाला', 'मद्रसा', 'झुंड']",school,"['università', 'accademia', 'scuola', 'istituto', 'mandria', 'gregge', 'branco', 'armento']"
['cravate'],"['Krawatte', 'Schlips']","['галстук', 'га́лстук', 'Галстук']","['necktie', 'tie']","['領帶', '领带']",['corbata'],['ネクタイ'],"['넥타이', '갈쓰뚝']",['lips'],"['solmio', 'kravatti', 'Solmio']","['stropdas', 'das', 'strop']","['नेकटाई', 'टाई']",tie,['cravatta']
"['face', 'figure', 'visage']","['Gesicht', 'Visage', 'Angesicht', 'Antlitz']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия']","['face', 'human face']","['臉', '脸', '面', '面孔', '人类的脸', '颜']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano']","['顔', '面']",['얼굴'],"['nägu', 'Nägu']","['naama', 'kasvot', 'pärstä']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet']","['चेहरा', 'मुखड़ा', 'मुख']",face,"['viso', 'faccia', 'volto']"
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],bridge,"['ponte', 'ponti romani']"
"['ensemble musical', 'famille', 'groupe fonctionnel', 'groupe', 'orchestre', 'équipe', 'groupe de rock', 'catégorie', 'classe', 'bouquet', 'botte', 'regroupement']","['Gruppe', 'Ensemble', 'Bruchteil', 'funktionelle Gruppe', 'Band', 'Combo', 'Kapelle', 'Musikkapelle', 'Musikbande', 'Rockgruppe', 'Rock-Gruppe', 'Rockband', 'Klasse', 'Kategorie', 'Strauß', 'Bund']","['музыкальный ансамбль', 'функциональная группа', 'радика́л', 'гру́ппа', 'ба́нда', 'орке́стр', 'анса́мбль', 'бэнд', 'рок-гру́ппа', 'группа', 'класс', 'разря́д', 'катего́рия', 'буке́т', 'пучо́к', 'свя́зка']","['musical organization', 'musical organisation', 'musical group', 'musical ensemble', 'moiety', 'functional group', 'group', 'chemical group', 'radical', 'band', 'team', 'rock band', 'rock group', 'grouping', 'family', 'category', 'class', 'clustering', 'cluster', 'bunch', 'clump']","['流行樂團', '官能团', '化学族', '官能團', '乐队', '樂隊', '管乐队', '搖滾樂團', '摇滚乐团', '范畴', '類別', '範疇', '类', '类别', '類', '分类', '種類', '种类', '分類', '束', '簇', '丛', '帮', '一丛', '一群', '群', '一串', '串']","['agrupación musical', 'grupo musical', 'grupo funcional', 'familia', 'grupo', 'radical', 'grupo químico', 'banda', 'equipo', 'conjunto', 'grupo de rock', 'banda de rock', 'agrupación', 'colectivo', 'clase', 'categoría', 'manojo', 'ramo', 'bonchote', 'puñado', 'racimo', 'cúmulo', 'amontonamiento', 'clúster']","['アンサンブル', '官能基', '基', '楽隊', 'バンド', '楽団', 'ロックグループ', 'ロックバンド', 'ロック・バンド', 'ロック・グループ', '部門', '範疇', '分類', '種類', 'クラス', 'カテゴリ', '種別', '等級', '房', '束']","['악단', '작용기', '그룹', '밴드', '록 밴드', '락 그룹', '락 밴드', '록 그룹', '분류', '종류', '클래스', '등급', '범주', '다발', '송이']","['ansambel', 'funktsionaalrühm', 'Funktsionaalrühm', 'bänd', 'klass', 'rühm', 'kategooria']","['yhtye', 'musiikkiorganisaatio', 'musiikkijärjestö', 'musiikkiryhmä', 'funktionaalinen ryhmä', 'Funktionaalinen ryhmä', 'radikaali', 'kemiallinen ryhmä', 'ryhmä', 'bändi', 'soittokunta', 'orkesteri', 'rock-yhtye', 'rokkibändi', 'rockyhtye', 'ryhmittymä', 'joukko', 'Luokka', 'luokka', 'kategoria', 'nippu', 'kimppu', 'rykelmä', 'parvi']","['muziekensemble', 'muziekgroep', 'muziekgezelschap', 'functionele groep', 'band', 'muziekformatie', 'bandje', 'groep', 'ploeg', 'rockgroep', 'rockband', 'partij', 'klasse', 'categorie', 'klas', 'laag', 'bos', 'unit', 'troep', 'tros', 'cluster', 'span', 'sterrenhoop', 'stel']","['प्रकार्यात्मक समूह', 'क्रियात्मक समूह', 'बैंड', 'श्रेणी', 'वर्ग']",group,"['ensemble musicale', 'gruppo musicale', 'ensemble', 'complesso', 'band', 'gruppo', 'gruppo funzionale', 'radicale', 'gruppo atomico', 'banda', 'musica', 'insieme', 'gruppo rock', 'novero', 'classe', 'categoria', 'ceto', 'genere', 'famiglia', 'ordine', 'mucchio', 'graspo', 'ciuffo', 'raggruppamento', 'mazzo']"
"['aptitude', 'capacité', 'habileté', 'accomplissement', 'compétence', 'don', 'connaissance', 'qualification']","['Talent', 'Fertigkeit', 'Fähigkeit', 'Kunst', 'Kompetenz', 'Errungenschaft', 'Geschicklichkeit']","['возможность', 'спосо́бность', 'умение', 'тала́нт', 'заверше́ние', 'мастерство́', 'приобрете́ние', 'уме́ние', 'на́вык', 'сноро́вка', 'иску́сство', 'дар']","['skill', 'acquirement', 'acquisition', 'accomplishment', 'attainment']","['结束', '技能', '技巧', '技术', '技術', '結束', '成就', '技艺']","['aptitud', 'habilidad', 'destreza', 'maña', 'talento', 'arte', 'técnica']","['手腕', '実績', '腕', '技術', '技', '技巧', '技能', 'スキル']","['스킬', '능력', '기술']","['Oskus', 'oskus']","['kyky', 'taito', 'saavutus', 'hankittu tieto', 'hankittu taito', 'hankinta']","['vernuft', 'handigheid', 'competentie', 'vermogen', 'geschiktheid', 'capaciteit', 'gave', 'bekwaamheid', 'begaafdheid', 'vaardigheid', 'habiliteit', 'bedrevenheid', 'kundigheid', 'behendigheid', 'aanleg', 'prestatie', 'kwalificatie', 'geoefendheid', 'verworvenheid']","['योग्यता', 'कुशलता', 'निपुणता', 'कौशल', 'महारत']",talent,"['abilità', 'attitudine', 'capacità', 'competenza', 'completamento', 'concretizzazione', 'valentia', 'arte', 'bravura', 'mestiere']"
['quai'],"['Plattform', 'Perron', 'Bahnsteig']","['перро́н', 'платфо́рма']",['platform'],"['月台', '月臺', '站台', '平台']","['plataforma', 'tribuna', 'estrado', 'andén', 'tarima', 'entarimado']","['プラットホーム', '歩廊', '乗り場', 'ホーム']","['플랫트홈', '플랫폼', '홈', '승강장', '플랫홈']","['perroon', 'platvorm']","['laituri', 'asemalaituri', 'lava']","['platform', 'podium', 'perron', 'verhoging']","['प्लेटफार्म', 'प्लैटफ़ॉर्म', 'प्लेटफ़ॉर्म']",platform,"['binario', 'piattaforma']"
"['domicile', 'maison', 'habitation', 'résidence', 'logement', 'foyer', 'demeure']","['Haus', 'Zuhause', 'Heim', 'Domizil', 'Nest', 'Behausung', 'Elternhaus', 'Wohnsitz', 'Wohnhaus', 'Wohnung', 'Wohnstätte']","['дом', 'жилище', 'место жительства', 'резиде́нция', 'жильё', 'местожи́тельство', 'жили́ще', 'ме́сто жи́тельства']","['house', 'home', 'dwelling', 'habitation', 'dwelling house', 'abode', 'domicile', 'Flotten, Hemmet och Sandlådan', 'residence']","['房屋', '家屋', '住宅', '家', '房子', '居所', '住所', '住处']","['casa', 'hogar', 'residencia', 'morada', 'alojamiento', 'domicilio', 'habitáculo', 'vivienda', 'vasa', 'habitación', 'piso']","['家', '家屋', '住宅', '実家', '住居', '居留', '故郷', '住所']","['집', '주거', '거류', '주택']","['hoone', 'maja', 'sünnikodu']","['talo', 'lapsuudenkoti', 'kotiosoite', 'asuinpaikka', 'asunto', 'kotitalo', 'kotipaikka', 'asuinrakennus', 'koti', 'asumus', 'paikka', 'kämppä']","['optrekje', 'woning', 'onderdak', 'woonplaats', 'huis', 'verblijf', 'domicilie', 'woonhuis', 'huisje', 'tehuis', 'honk', 'home', 'thuis', 'woonadres', 'huisvesting', 'woonst', 'residentie', 'heem', 'behuizing', 'woongelegenheid', 'woonruimte']","['घर', 'मकान', 'जन्मभूमि', 'गृह']",house,"['casa', 'domicilio', 'abitazione', 'dimora', 'residenza', 'magione']"
"['étoile', 'Soleil', 'soleil']","['Sonne', 'Stern', 'Fixstern']","['звезда', 'звезда́', 'Солнце', 'Со́лнце']","['star', 'sun', 'Sun']","['星', '恒星', '恆星', '母恒星', '日头', '太阳', '日', '日頭', '太陽']","['estrella', 'astro', 'Sol', 'sol']","['恒星', '星', '母恒星', 'ひ', '日', '太陽']","['별', '항성', '외계 행성 주인별', '태양', '해', '일']","['täht', 'Päike', 'päike']","['tähti', 'kiintotähti', 'Aurinko', 'aurinko']","['zon', 'ster', 'sterretje', 'koperen ploert', 'Zon', 'zonnetje']","['तारा', 'सूरज', 'दिनकर', 'भानु', 'आदित्य', 'ख़्वुरशेद', 'खुरशीद', 'सूर्य', 'शम्स', 'रवि']",sun,"['stella', 'astro', 'sole', 'Sole']"
