fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['minou', 'chat', 'chat domestique']","['Hauskatze', 'Katze', 'Mietzekatze', 'Mietze', 'Stubentiger']","['кошка', 'кот']","['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['貓', '猫', '家貓']","['gato', 'gata', 'gato doméstico', 'Felis silvestris catus', 'felis silvestris catus']","['猫', 'ネコ', 'Felis silvestris catus']","['고양이', 'Felis silvestris catus']",['kass'],"['mirri', 'kissa', 'kesykissa', 'kisu', 'katti', 'kissaeläin']","['kat', 'huiskat']","['बिल्ली', 'Felis silvestris catus']","['micio', 'gatto', 'gatto domestico', 'micino', 'Felis silvestris catus']",cat
['fromage'],['Käse'],"['сыр', 'творо́г', 'тво́рог']","['cheese', 'YAMSHD']","['干酪', '奶酪', '乳酪', '芝士', '乾酪', '起司', '吉士', '酪', '起士']",['queso'],"['チーズ', '酪', '乾酪']","['건락', '치즈']","['juust', 'sõir']",['juusto'],['kaas'],"['चीज़', 'पनीर']","['formaggio', 'cacio']",cheese
"['coffre', 'malle']","['Truhe', 'Koffer']","['сундук', 'я́щик', 'Сундук', 'сунду́к']",['chest'],"['箱', '箱子']","['baúl', 'arcón', 'arca', 'cofre']",['櫃'],"['궤', '불교 용어 목록', '불교 용어 목록/구']","['Kirst', 'kirst']","['Arkku', 'arkku', 'kirstu']",['kist'],"['संदूक़', 'सन्दूक़']","['baule', 'cassapanca', 'cassa', 'cofano']",chest
['menton'],['Kinn'],['подбородок'],"['chin', 'mentum']","['颔', '下巴頦', '下巴颏', '下巴', '頷', '颏', '下颚']","['barbilla', 'mentón', 'pera', 'barba']","['顎', 'おとがい']","['턱', '아래턱']","['lõug', 'Lõug']","['leuka', 'leukakyhmy', 'mentum']","['kin', 'kinnebak']","['ठोड़ी', 'ठुड्डी', 'चिबुक']","['mento', 'bazza']",chin
['église'],"['Kirche', 'Kirchengebäude']","['церковь', 'це́рковь', 'костёл', 'христианский храм', 'це́рква', 'ки́рха']","['church', 'church building']","['教會', '教会', '教堂', '礼拜堂']",['iglesia'],"['教会', '教会堂', '聖堂']","['교회', '성당', '교회당', '례배당', '예배당']",['kirik'],"['kirkko', 'kirkkorakennus']","['kerk', 'kerkgebouw', 'godshuis']","['चर्च', 'कलीसा', 'गिरजाघर', 'गिरजा', 'कलीसिया', 'गिर्जा', 'गिर्जाघर']",['chiesa'],church
"['territoire', 'district', 'zone', 'circonscription', 'quartier', 'cercle', 'rond']","['Kreis', 'Territorium', 'Machtgebiet', 'Einflussbereich', 'Stadtteil', 'Bezirk', 'Distrikt', 'Dominion', 'Stadtviertel', 'Herrschaftsgebiet', 'Landkreis', 'Stadtbezirk']","['земля́', 'дистрикт', 'ме́стность', 'дистри́кт', 'ди́стрикт', 'ца́рство', 'территория', 'райо́н', 'доминио́н', 'влады́чество', 'о́бласть', 'о́круг', 'террито́рия', 'окружность', 'окру́жность', 'круг']","['territory', 'territorial dominion', 'dominion', 'district', 'circle']","['地区', '行政区', '版图', '领地', '领土', '区', '區', '區域', '領地', '領土', '区域', '地區', '圈子', '圆', '圓', '圆圈', '圓圈', '圓形', '圆形', '椭圆形']","['territorio', 'distrito', 'dominio', 'zona', 'comarca', 'circunscripción', 'país', 'dominio británico', 'círculo', 'circunferencia']","['領土', '郭', 'ディストリクト', '区', '国土', '地区', '円', '丸']","['령토', '영토', '구', '지구', '원', '동그라미']","['ringkond', 'ala', 'territoorium', 'ringjoon', 'ring']","['territorio', 'alue', 'valtapiiri', 'hallintoalue', 'piiri', 'piirikunta', 'ympyrä']","['district', 'grondgebied', 'territorium', 'regio', 'gebied', 'rayon', 'werkgebied', 'kring', 'cirkel']","['ज़िला', 'जनपद', 'डिस्ट्रिक्ट', 'प्रदेश', 'देश', 'इलाक़ा', 'राष्ट्र', 'डोमीनियन', 'जिला', 'वृत्त', 'चक्र']","['territorio', 'distretto', 'plaga', 'regione', 'compartimento', 'mandamento', 'circoscrizione', 'comprensorio', 'circondario', 'cerchio', 'circonferenza', 'circolo']",circle
"['horloge', 'pendule', 'bracelet-montre', 'montre', 'montre-bracelet']","['Uhr', 'Armbanduhr', 'Taschenuhr oder Armbanduhr']","['часы', 'часы́', 'наручные часы', 'наручные или карманные часы', 'Переносные часы', 'нару́чные часы́']","['clock', 'watch', 'wrist watch', 'wristwatch', 'ticker']","['鐘錶', '时钟', '钟', '鐘', '時鐘', '钟表', '錶', '手錶', '手表', '表', '怀表']","['reloj', 'reloj de pulsera', 'peluco', 'reloj pulsera']","['時計', '腕時計', '懐中時計', 'リストウォッチ', 'ウオッチ']","['시계', '시간팔찌', '휴대용 시계', '손목 시계', '워치']","['kell', 'käekell']","['kello', 'rannekello', 'taskukello']","['uurwerk', 'klok', 'horloge', 'teller', 'klokken', 'kilometerteller', 'polshorloge', 'klokje']","['घड़ी', 'घडी', 'वॉच']","['orologio', 'oriolo', 'orologio da polso', 'orologio da tasca', 'cipolla']",clock
['nuage'],"['Wolke', 'Gewölk']","['облако', 'облака', 'о́блако', 'ту́ча']",['cloud'],"['雲', '云']","['nube', 'nubes']",['雲'],['구름'],"['pilv', 'Pilv']",['pilvi'],['wolk'],"['अभ्र', 'बादल', 'मेघ']","['nube', 'nuvola', 'nembo']",cloud
"['veste', 'paletot', 'pardessus', 'manteau']","['Jacke', 'Mantel']","['жаке́т', 'куртка', 'ку́ртка', 'пиджа́к', 'пальто', 'пальто́']","['jacket', 'coat']","['夾克', '上衣', '夹克', '短上衣', '外衣', '大衣', '外套']","['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'jacket', 'campera', 'chompa']","['コート', 'ジャケット', '外套']","['재킷', '코트', '외투']","['jakk', 'mantel']","['takki', 'pusakka', 'pikkutakki']","['jas', 'jack', 'mantel', 'overjas']","['जैकेट', 'कोट']","['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba', 'soprabito', 'paltò', 'paletot']",coat
"['arrestation', 'saisie', 'capture']","['Festnahme', 'Fang', 'Beschlagnahme', 'Erfassung', 'Gefangennahme']","['заключение под стражу', 'задержа́ние', 'аре́ст', 'Арест личности', 'захва́т', 'пои́мка', 'плене́ние', 'взя́тие', 'взя́тие си́лой']","['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch', 'capture', 'seizure']","['逮捕', '捕捉', '捕获', '夺取', '占领', '沒收', '佔領', '奪取', '捕獲', '占用', '没收', '佔用']","['arresto', 'detención', 'apropiación', 'captura', 'apresamiento', 'prendimiento']","['捕捉', '逮捕', '捕獲', '奪取']","['체포', '생포']",['Vahistamine'],"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni', 'sieppaus', 'vapaudenriisto']","['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']",['गिरफ़्तारी'],"['arresto', 'fermo', 'cattura', 'sequestro']",collar
"['vache', 'bétail', 'bovins', 'Bos taurus', 'bos taurus', 'Bos primigenius taurus']","['Hausrind', 'Rind', 'Rindvieh', 'Kühe', 'Rinder', 'Bos taurus']","['скот', 'Bos taurus', 'скоти́на', 'бык', 'кру́пный рога́тый скот', 'домашний бык', 'коро́ва']","['cow', 'cattle', 'kine', 'oxen', 'Bos taurus', 'cows']","['牛', '家牛']","['ganado bovino', 'vaca', 'Bos taurus', 'ganado', 'Bos primigenius taurus', 'toro', 'Bos Taurus', 'ganado vacuno', 'bovino', 'vacas', 'bueyes', 'bovinos', 'vacuno']","['牛', 'ウシ', '畜牛', 'Bos primigenius taurus']","['소', 'Bos primigenius taurus']","['veised', 'veis']","['karja', 'Bos taurus', 'nauta', 'nautakarja']","['rundvee', 'rund', 'runderen', 'Bos taurus', 'beesten', 'vee', 'Bos primigenius taurus']","['गाय', 'Bos primigenius taurus']","['mucca', 'bestiame bovino', 'vacca', 'bestiame', 'Bos taurus', 'Bos taurus taurus', 'bovini', 'bue', 'Bos primigenius taurus']",cow
"['verre', 'coupe', 'mug', 'chope']","['Tasse', 'Trinkglas', 'Trinkschale', 'Pokal', 'Henkelbecher', 'Becher']","['Стеклянный стакан', 'чашка', 'кру́жка', 'кружка']","['cup', 'standing cup', 'cup with stem', 'drinking glass', 'mug']","['杯子', '玻璃容器', '饮料玻璃', '杯', '马克杯', '馬克杯', '嘜', '圆筒形有柄大杯', '大杯']","['taza', 'copa', 'vaso', 'taza de pié', 'tazón', 'jarro']","['カップ', 'コップ', 'グラス', 'マグカップ', 'ジョッキ']","['컵', '잔', '유리잔', '머그잔']","['Klaas', 'Tass', 'tass', 'klaas', 'kruus', 'Kruus']","['kuppi', 'juomalasi', 'juomapikari', 'Juomalasi', 'muki', 'Muki']","['kop', 'tas', 'drinkglas', 'bokaal', 'beker op voet', 'bak', 'beker', 'mok']","['कप', 'प्याला', 'गिलास']","['tazza', 'coppa', 'bicchiere', 'boccale', 'mug', 'gotto']",cup
"['voile', 'voilette', 'couvre-chef', 'rideau']","['Vorhang', 'Schleier', 'Kopfbedeckung', 'Gardine', 'Fensterdekoration']","['чадра', 'плато́к', 'косы́нка', 'головно́й убо́р', 'вуаль', 'заве́са', 'покрыва́ло', 'занавеска', 'што́ра', 'шторы', 'штора', 'занаве́ска', 'портье́ра', 'гарди́на']","['head covering', 'veil', 'hat veil', 'curtain', 'drapery', 'drape', 'mantle', 'pall', 'altar cloth']","['頭巾', '面纱', '面紗', '头巾', '面罩', '窗帘', '窗簾', '帘子', '簾', '簾子']","['velo', 'cortina', 'cortinaje', 'cortinas']","['ベール', '頭巾', 'ヘッドギア', 'カーテン']","['쓸 것', '베일', '헤드기어', '두건', '커튼']","['Loor', 'eesriie', 'kardin', 'Kardin']","['huntu', 'päähine', 'harso', 'verho', 'verhot']","['sluier', 'gordijn', 'voorhangsel', 'lijkkleed', 'doek']","['परदा', 'पर्दा']","['velo', 'veletta', 'copricapo', 'tenda', 'drappo', 'drappeggio', 'tappezzeria', 'tendina', 'tendaggio', 'panneggiamento', 'cortina', 'velario']",curtain
"['amortisseur', 'coussin']","['Stoßdämpfer', 'Schlag']","['амортизатор', 'шок']","['shock absorber', 'shock', 'cushion']","['阻尼器', '電休克', '觸電', '电休克', '触电']",['amortiguador'],['ショックアブソーバー'],['완충기'],['amortisaator'],"['iskunvaimennin', 'sähköisku', 'sähköshokki', 'pehmike']","['schokbreker', 'schokdemper', 'schok', 'kussen']",['प्रघात अवशोषक'],"['ammortizzatore', 'scossa']",cushion
"['chien', 'Canis lupus familiaris', 'canis familiaris']","['Hund', 'Wauwau', 'Köter', 'Töle', 'Canis lupus familiaris', 'Haushund']","['собака', 'фруфру', 'Canis lupus familiaris']","['dog', 'Canis familiaris', 'domestic dog', 'Canis lupus familiaris']","['犬', '狗']","['perra', 'can', 'canino', 'perro', 'Canis lupus familiaris', 'Canis familiaris', 'perros', 'canis familiaris', 'perro doméstico']","['犬', 'イヌ', 'イエイヌ', 'Canis lupus familiaris']","['개', 'Canis lupus familiaris']","['koer', 'Canis lupus familiaris']","['koira', 'Canis lupus familiaris', 'Canis familiaris']","['hond', 'Canis lupus familiaris', 'joekel']","['कुत्ता', 'Canis lupus familiaris']","['cane', 'Canis lupus familiaris', 'Canis familiaris']",dog
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']",door
"['encadrement de porte', 'porte', 'portière', 'huis']","['Tür', 'Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Türe']","['две́ри', 'дверь']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe']","['戶', '門', '门', '门儿', '門兒', '門扉']","['puerta', 'marco de puerta', 'seguro']","['門', 'ドア', '扉', '戸', '戸口']",['문'],['uks'],['ovi'],"['poort', 'portier', 'deur']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']","['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello']",drain
"['fonction', 'application', 'fonction monovaluée', 'illustration', 'figure', 'image', 'reproduction', 'dessin', 'icône']","['Abbildung', 'Funktion', 'Zeichnung', 'Bild', 'Abbild']","['отображение', 'математическая функция', 'однозначная функция', 'функция', 'рисунок', 'рису́нок', 'чертёж', 'схе́ма', 'изображение']","['function', 'map', 'mapping', 'single-valued function', 'mathematical function', 'picture', 'drawing', 'portraiture', 'image', 'design', 'illustration', 'figure', 'pattern', 'ikon', 'icon', 'fig']","['函数', '映射', '图画', '圖畫', '素描', '图片', '圖片', '绘图', '图像']","['función matemática', 'aplicación', 'función', 'mapa', 'función monovaluada', 'correspondencia unívoca', 'correspondencia', 'ilustración', 'figura', 'retrato', 'dibujo', 'imagen', 'croquis', 'esquema', 'foto', 'fotografía']","['一価関数', '関数', '写像', '素描', 'デッサン', '図画', '絵', '画像', '静止画']","['일가함수', '맵핑', '함수', '도화', '그림', '소묘', '영상', '모습']","['funktsioon', 'joonistus', 'joonistamine', 'pilt']","['funktio', 'matemaattinen funktio', 'kuvaus', 'yksiarvoinen funktio', 'piirros', 'piirustus', 'kuva', 'kuvio', 'kaaviokuva', 'kaavio']","['functie', 'afbeelding', 'wiskundige functie', 'enkelwaardige functie', 'tekening', 'tekenkunst', 'prent', 'illustratie', 'figuur', 'portret', 'plaatje']","['फलन', 'प्रतिचित्रण', 'रेखाचित्र', 'चित्र', 'प्रतिबिम्ब']","['funzione', 'funzione matematica', 'mappa', 'disegno', 'figura', 'riproduzione', 'illustrazione', 'immagine']",drawer
"['fringue', 'vêtements', 'habit', 'vêtement', 'habillement', 'habits', 'fringues', 'tenue']","['Bekleidung', 'Kleider', 'Gewandung', 'Kleidungsstück', 'Kleidung']","['одежда', 'предмет одежды', 'костю́м', 'одея́ние']","['clothes', 'thing', 'things', 'garments', 'garment', 'apparel', 'raiment', 'clothing', 'wearable', 'article of clothing', 'wear', 'habiliment', 'vesture', 'dress', 'wearing apparel']","['衣服', '服装', '服饰', '衣裳']","['ropa', 'prenda', 'vestuario', 'indumentaria', 'traje', 'vestimenta', 'atavío', 'vestido', 'habiliment']","['衣類', '被服']",['옷'],"['riietus', 'Riietus']","['vaatetus', 'vaatteet', 'vaatekappale', 'vaate', 'vaatetavara', 'asu', 'puku', 'vaateparsi']","['kledij', 'kledingstuk', 'kleren', 'kleding', 'goed']",['परिधान'],"['vestiti', 'vestiario', 'abbigliamento', 'indumento', 'vestito', 'abito', 'vestire', 'abiti', 'veste']",dress
"['goutte de pluie', 'goutte']","['Regentropfen', 'Tropfen']",['капля'],"['drop', 'raindrop', 'drib', 'driblet']","['水滴', '点滴']","['gota', 'gota de lluvia', 'gota de agua', 'lágrima']",['滴'],['방울'],"['tilk', 'Tilk']","['tippa', 'pisara', 'tilkka']","['druppel', 'regendruppel', 'val', 'afgrond', 'vallen', 'drup', 'parel', 'drop']",['बूंद'],"['goccia di pioggia', 'goccia', 'gocciola', 'lagrima', 'gocciolo', 'lacrima', 'goccio']",drop
"['oreille', 'oreilles']","['Ohren', 'Ohr']","['ухо', 'у́ши', 'у́хо']","['ear', 'ears']","['耳', '耳朵']","['oído', 'orejas', 'oreja']",['耳'],['귀'],['kõrv'],['korva'],"['oor', 'oren', 'gehoororgaan']",['कान'],"['orecchio', 'oreia', 'orecchie', 'orecchia']",ear
"['œuf de poule', 'œuf']","['Hühnerei', 'Ei']","['куриное яйцо', 'яйцо']","[""hen's egg"", ""chicken's egg"", 'chicken egg', 'egg', 'eggs', 'Eggs as food', 'insect egg']","['蛋', '雞蛋', '蛋类', '卵', '鸡蛋']","['huevo de gallina', 'huevo']","['鶏卵', '卵']","['알', '달걀']",['muna'],"['muna', 'kananmuna', 'munat']","['ei', 'kippenei']",['अण्डा'],"['uovo', 'uovo di gallina']",egg
['moteur'],"['Motor', 'Triebwerk', 'Antrieb']","['мотор', 'двигатель', 'дви́гатель', 'мото́р']",['engine'],"['马达', '馬達', '發動機', '发动机', '引擎', '摩托', '电动机', '電動機']","['locomotora', 'motor térmico', 'máquina']","['モーター', 'エンジン', '原動機', '機関', '機械', '発動機']","['모터', '엔진', '기관']",['mootor'],['moottori'],"['aandrijving', 'locomotief', 'elektromotor']","['इंजन', 'मोटर']",['motore'],engine
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus']","['眼睛', '眼', '目', '睛球', '睛']","['ojos', 'ojo', 'globo ocular', 'oculus']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers']","['आँख', 'आंख']","['bulbo oculare', 'occhio', 'occhi']",eye
"['face', 'figure']","['Visage', 'Angesicht', 'Antlitz', 'Gesicht']","['лицо', 'обли́чье', 'лик', 'лицо́', 'физионо́мия']","['face', 'human face']","['臉', '脸', '面', '面孔', '人类的脸', '颜']","['rostro', 'cara', 'jeta', 'faz', 'rostro humano']","['顔', '面']",['얼굴'],"['nägu', 'Nägu']","['naama', 'kasvot', 'pärstä']","['tronie', 'smoel', 'aangezicht', 'gelaat', 'gezicht', 'snoet', 'fieselefacie', 'bakkes', 'porem', 'snufferd', 'ponem', 'facie', 'snuit', 'smoelwerk', 'fieselemie', 'aanschijn', 'toetje', 'postzegel', 'toet']","['चेहरा', 'मुखड़ा', 'मुख']","['viso', 'faccia', 'volto']",face
"['ferme', 'exploitation agricole', 'domaine']","['Bauernhof', 'Farm']","['ферма', 'хозя́йство', 'фе́рма']",['farm'],"['农场', '農場']","['granja', 'fundo', 'explotación agrícola', 'finca', 'caserío', 'cortijo', 'heredad', 'estancia', 'hacienda', 'masía']",['農場'],['농장'],"['talu', 'farm']","['maatila', 'tila', 'farmi']","['boerenbedrijf', 'boerderij', 'hoeve', 'hofstede', 'boerenhofstede', 'landbouwbedrijf', 'boerenhofstee', 'hofstee']","['फ़ार्म', 'खेत']","['fattoria', 'tenuta agricola', 'masseria', 'podere', 'allevamento']",farm
"['plumage', 'barbule', 'plume', 'plumée', 'pennage']","['Strahlen', 'Feder', 'Gefieder', 'Federschmuck', 'Federkleid', 'Vogelgefieder']","['перо', 'оперение', 'Оперение', 'опере́ние']","['plume', 'feathers', 'feather', 'plumage', 'barbule']","['羽毛', '鸟类羽毛', '羽', '换羽']","['pluma', 'plumaje', 'barbillas', 'bárbulas']","['羽根', '羽毛']","['깃', '깃털']","['sulg', 'sulestik', 'Sulestik']","['höyhenet', 'höyhen', 'höyhenpuku', 'höyhenpeite', 'sulka']","['pluim', 'veer', 'pluimage', 'gevederte', 'verenkleed', 'al gezien al gedaan', 'veder']","['पंख', 'पर']","['barbula', 'piumaggio', 'piuma', 'penna', 'piume']",feather
['doigt'],"['Fingerchen', 'Finger']","['палец', 'па́лец', 'палец руки', 'перст', 'палец кисти']",['finger'],"['手指', '指头', '指頭', '手指头', '手指頭']","['dedo', 'dedos de la mano', 'dedo de la mano']",['指'],['손가락'],"['sõrm', 'näpp', 'sõrmed']","['sormi', 'näppi']",['vinger'],"['उंगली', 'अंगुली', 'अंगुल', 'अंगुश्त', 'अंगुलि']","['dito', 'dito della mano', 'dita']",finger
"['poisson', 'Pisces']","['Fisch', 'Fische', 'Speisefisch', 'Pisces']","['рыбы', 'ры́ба', 'рыба', 'Pisces']","['fish', 'food fish', 'fish as food', 'Pisces']","['魚', '魚兒', '鱼', '鱼儿', '鱼类', '食用鱼', '食用鱼类', 'Pisces']","['pescado', 'pez', 'Pisces', 'pisces', 'peces', 'piscis']","['魚類', '魚', 'Pisces']","['물고기', '어류', '고기', '생선', 'Pisces']","['kala', 'kalad', 'Kala', 'Pisces']","['kala', 'ruokakala', 'Kala ruokana', 'kala ruokana', 'kalat', 'Pisces']","['vissen', 'vis', 'Pisces']","['मछली', 'मच्छी', 'मीन', 'माही', 'मत्स्य', 'Pisces']","['pesce', 'Pisces']",fish
['drapeau'],['Flagge'],"['знамя', 'вымпел', 'флаг']",['flag'],"['旗', '旗帜', '旗幟', '旗子']","['bandera', 'pabellón']",['旗'],['기'],['lipp'],['lippu'],"['vaan', 'vlag']",['ध्वज'],"['bandiera', 'insegna']",flag
"['vallée', 'val']","['Tal', 'Senke']","['долина', 'Долина', 'доли́на']","['valley', 'dale', 'vale']","['溪谷', '山谷', '谷地']","['dolina', 'valle', 'val']",['谷'],"['골짜기', '계곡']",['org'],['laakso'],"['dal', 'vallei']","['घाटी - पर्वतों या उत्थित भागों के बीच निचली ज़मीन वाला हिस्सा, लम्बाई में विस्तार वाला', 'घाटी', 'वादी']","['valle', 'vallata', 'conca']",floor
"['diptère', 'Diptera', 'mouche']","['Fliege', 'Zweiflügler']","['му́ха', 'двукрылые', 'двукры́лое']","['fly', 'Diptera']","['蝇', '蠅', '雙翅目', '双翅目', '苍蝇']","['mosca', 'mosco', 'Diptera']","['蠅', 'ハエ', 'ハエ目', '双翅目']",['파리목'],"['Kahetiivalised', 'kahetiivalised']","['kaksisiipiset', 'kaksisiipinen', 'kärpänen']","['vlieg', 'tweevleugeligen']","['डिप्टेरा', 'मक्खी']","['mosca', 'Ditteri', 'Diptera', 'Mosca']",fly
"['pieds', 'pied']","['Fuß', 'Pes']","['фут', 'стопа']","['foot', 'feet', 'ft', 'human foot', 'pes', 'Pes', 'Foot']","['英尺', '腳', '脚', '脚部', '足']","['pies', 'pie', 'pes', 'pata']","['フィート', 'ペス', '足']","['피트', '발']","['jalg', 'Jalg', 'Labajalg']","['jalka', 'jalkaterä']","['Engelse voet', 'voeten', 'voet', 'poot', 'pootje']","['फुट', 'फ़ुट', 'पैर']",['piede'],foot
"['couverts', 'couvert', 'ménagère', 'fourchette']","['Gabel', 'Besteck', 'Essbesteck', 'Pommesgabel']","['столовые приборы', 'вилка']","['tableware', 'silverware', 'cutlery', 'eating utensil', 'bladed object', 'fork']","['利器', '西方餐具', '餐具', '叉子', '餐叉', '叉']","['cubertería', 'cubierto', 'cubiertos', 'tenedor']","['刃物', 'カトラリー', 'フォーク']","['칼붙이', '식기류', '날붙이', '커틀러리', '포크']","['kahvel', 'Kahvel']","['aterimet', 'ruokailuvälineet', 'ruokailuväline', 'haarukka']","['bestek', 'couvert', 'tafelgerei', 'tafelgarnituur', 'vork', 'splitsing']","['काँटा', 'कांटा']","['posate', 'coltelleria', 'posata', 'forchetta']",fork
"['volaille', 'Galloanserae']","['Geflügel', 'Galloanserae']","['птицеводство', 'пернатая дичь', 'домашняя птица', 'Galloanserae', 'Galloanseres']","['poultry', 'fowl', 'domestic fowl', 'Galloanserae']","['家禽', '雞雁小綱']","['ave de corral', 'Galloanserae', 'ave']","['家禽', 'キジカモ類']","['가금', '닭기러기류', '집새']","['sulgloomad', 'kodulinnud', 'kodulind', 'Galloanserae']","['siipikarja', 'riistalintu', 'Galloanserae']","['gevogelte', 'pluimvee', 'Galloanserae', 'hoen', 'huishen', 'hoentje', 'hen', 'kip']","['कुक्कुट', 'पोल्ट्री']","['pollame', 'volatile', 'Galloanserae']",fowl
"['corps humain', 'carrure', 'physiologie humaine', 'ossature', 'forme', 'figure', 'chair', 'silhouette', 'physique', 'Corps humain']","['Humanphysiologie', 'menschlicher Körper', 'Figur', 'Gestalt', 'Bau', 'Statur', 'Form', 'Körperbau']","['человеческое тело', 'физиология человека', 'костя́к', 'телосложе́ние', 'фигу́ра', 'скеле́т', 'физиология человека и животных', 'фо́рма', 'компле́кция']","['human body', 'human physiology', 'build', 'figure', 'soma', 'chassis', 'form', 'anatomy', 'shape', 'frame', 'physique', 'flesh', 'material body', 'physical body', 'bod']","['人体', '体格', '肉体', '体形', '外形', '體型', '體質', '人体生理学', '體格', '体质', '体型', '身材']","['constitución', 'complexión', 'fisiología humana', 'cuerpo humano', 'figura', 'físico', 'osamenta', 'esqueleto', 'forma', 'soma', 'cuerpo', 'carne', 'anatomía']","['人間生理学', '人体', '人類生物学', 'ムールヴェードル', '体型']","['인체생리학', '체격', '인간의 몸', '몸매', '인체']","['inimfüsioloogia', 'inimese keha', 'Inimkeha', 'inimkeha']","['ihmisruumis', 'ihmisen fysiologia', 'muoto', 'kuvio', 'fysiikka', 'hahmo', 'figuuri', 'vartalo', 'keho', 'liha', 'ruumiinrakenne', 'runko', 'fyysinen keho', 'sooma', 'rakenne']","['menselijke verrichtingsleer', 'menselijk lichaam', 'skelet', 'geraamte', 'figuur', 'vorm', 'bouw', 'cijfer', 'afbeelding', 'personage', 'vlees']","['बनावट', 'देह', 'मानव कार्यिकी', 'मानव शरीर']","['fisiologia umana', 'corpo umano', 'figura', 'ossatura', 'forma', 'scheletro', 'fisico', 'sagoma', 'carne']",frame
['jardin'],['Garten'],['сад'],['garden'],"['花園', '花园', '庭園', '園林', '种植园']",['jardín'],"['庭', '庭園']",['정원'],['aed'],"['puutarha', 'kasvimaa']","['tuin', 'hof']",['बाग'],['giardino'],garden
"['fille', 'femme', 'jeune femme', 'jeune fille', 'nana', 'meuf', 'gonzesse', 'femelle', 'petite copine', 'petite amie', 'copine']","['Mädchen', 'Fräulein', 'Frau', 'Weib', 'Weibsperson', 'Dame', 'Frauenzimmer', 'weibliches Geschlecht', 'Weibchen', 'weiblicher Mensch', 'Freundin']","['девочка', 'де́вушка', 'женщина', 'же́нщина', 'са́мка', 'самка', 'Гёрлфренд', 'гёрлфренд']","['girl', 'young woman', 'miss', 'fille', 'missy', 'young lady', 'female', 'woman', 'female organism', 'female human', 'gf', 'girlfriend', 'lady friend']","['女孩兒', '女儿', '姑娘', '女孩子', '女孩儿', '女兒', '女孩', '女', '女生', '女性', '女人', '女性人类', '雌性', '陰性', '阴性', '女朋友', '对象']","['chica', 'joven', 'jovencita', 'muchacha', 'niña', 'mujer', 'señorito', 'chico', 'fille', 'señorita', 'mujercita', 'hembra', 'ser humano femenino', 'novia', 'pareja', 'compañera', 'prometida', 'compañera sentimental']","['少女', '女の子', '女', '女性', '雌', '女性の人間', 'ガールフレンド']","['여자', '소녀', '녀자', '계집', '여성', '암컷', '여인', '걸프렌드', '여자친구']","['tüdruk', 'plika', 'naine', 'emane', 'naissugu', 'naissoost inimene']","['tyttö', 'neiti', 'nuori nainen', 'nainen', 'naaras', 'tyttökaveri', 'tyttöystävä', 'naisystävä']","['meisje', 'griet', 'meiske', 'meid', 'vrouw', 'juffie', 'juf', 'jongedame', 'jongejuffrouw', 'dame', 'mevrouw', 'juffrouw', 'vrouwelijk', 'vrouwelijk organisme', 'vrouwelijk mens', 'zij', 'vriendin', 'vriendinnetje', 'grietje']","['लड़की', 'औरत', 'महिला', 'स्त्री', 'दुखतर', 'मादा', 'गर्लफ्रेंड', 'गर्लफ़्रेंड', 'प्रेमिका']","['ragazza', 'signorinella', 'signorina', 'giovane', 'madamigella', 'donna', 'femmina', 'umano femmina', 'fidanzata', 'innamorata', 'bella']",girl
