fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['flamme', 'feu', 'luminaire', 'briquet', 'lampe', 'allumeur', 'igniteur', 'incendie']","['Flamme', 'Feuergarbe', 'Lohe', 'Feuer', 'Feuerzunge', 'Lampe', 'Feuerzeug', 'Zünder', 'Brand']","['огонь', 'пламя', 'по́лы́мя', 'пла́мень', 'пла́мя', 'Пламя', 'лампа', 'зажигалка', 'пожар']","['flame', 'fire', 'flaming', 'light', 'lamp', 'cigarette lighter', 'lighter', 'pocket lighter', 'igniter', 'ignitor']","['火', '火焰', '焚烧', '燃烧', '火舌', '焰', '燈', '灯', '点火器', '打火机', '打火機', '火灾', '火災']","['fuego', 'llama', 'flama', 'lumbre', 'incendio', 'encendedor', 'lámpara', 'luminaria', 'mechero', 'yesquero', 'briquet']","['炎', '火', '火炎', 'ライター', '明かり', 'ランプ', '火災', '火事']","['불', '화염', '불꽃', '불길', '라이터', '큰불', '화재']","['põleng', 'leek', 'Tuli', 'tuli', 'Leek', 'lamp', 'tulemasin', 'Välgumihkel', 'välgumihkel']","['tuli', 'liekki', 'sytytin', 'lamppu', 'palo', 'tulipalo']","['vuur', 'fik', 'vlam', 'laai', 'lamp', 'aansteker', 'vuurtje', 'brand', 'ontbranding']","['अग्नि', 'आग', 'आतिश', 'ज्वाला', 'शोला', 'लौ', 'लपट', 'लाइटर', 'ज्वालक']",fire,"['fuoco', 'fiamma', 'accendino', 'lampada', 'accenditore', 'macchinetta', 'incendio', 'rogo']"
"['tête', 'clou', 'pourboire', 'bakchich', 'dringuelle', 'bonne-main', 'lagniappe', 'pourliche', 'Bakchich']","['Haupt', 'Kopf', 'Nagel', 'Trinkgeld', 'Bakschisch']","['голова', 'глава́', 'башка́', 'голова́', 'гвоздь', 'чаевые', 'бакши́ш', 'Бакшиш', 'чаевы́е', 'бакшиш']","['head', 'caput', 'nail', 'spike', 'gratuity', 'tip', 'cumshaw', 'bakshish', 'pourboire', 'backsheesh', 'baksheesh', 'bakshis']","['脑袋', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '头', '头脑', '頭腦', '钉子', '釘子', '酒錢', '酒钱', '茶錢', '小费', '小費', '茶钱', '津贴', '小帐']","['punta', 'mente', 'cabeza', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'clavo', 'uña', 'propina', 'baksheesh', 'Baksheesh', 'adehala', 'pourboire']","['頭', '頭部', '釘', '心づけ', 'ご祝儀', 'タバコ銭', 'チップ', 'バクシーシ']","['머리', '못', '사례금', '팁']","['pea', 'nael', 'Nael', 'jootraha', 'Jootraha']","['pää', 'lanttu', 'kallo', 'naula', 'juomaraha', 'tippi', 'palveluraha']","['kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'spijker', 'nagel', 'draadnagel', 'fooi', 'drinkgeld', 'baksjisj', 'tip', 'Baksheesh', 'douceur']","['सिर', 'सर', 'कील', 'नेल', 'ग्रेच्युटी', 'बख्शीश']",point,"['testa', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'chiodo', 'mancia', 'buona mano', 'buonamano', 'regalia']"
"['ballon', 'balle', 'ballon de football', 'sphère', 'boule']","['Ball', 'Fußball', 'Kugel']","['мяч', 'футбольный мяч', 'шар', 'сфе́ра', 'сфера']","['ball', 'association football ball', 'sphere', 'globe', 'orb']","['球', '足球比赛用球', '球體', '球面', '球体', '球形']","['pelota', 'bola', 'balón', 'pelota de fútbol', 'balón de fútbol', 'esfera']","['ボール', 'サッカーボール', '球', '球面', '球体']","['공', '축구공', '구', '구체']","['pall', 'kera', 'sfäär']","['pallo', 'jalkapallo', 'kehrä']","['bal', 'voetbal', 'bol']","['गेंद', 'गोला']",ball,"['pallone', 'palla', 'pallone da calcio', 'sfera']"
"['peinture', 'artiste peintre', 'peintre', 'image', 'tableau', 'pigment']","['Abbild', 'Maler', 'Darstellung', 'Gemälde', 'Malerei', 'Lack', 'Anstrichmittel', 'Farbe', 'Malfarbe']","['картина', 'образ', 'живопись', 'жи́вопись', 'краска', 'краски', 'кра́ска']","['image', 'picture', 'artist', 'painting', 'painter', 'art of painting', 'paint', 'pigment']","['绘画', '畫作', '油漆', '繪畫', '画儿', '图画', '画', '涂料', '颜料', '涂漆', '塗料']","['pintura', 'pintora', 'imagen', 'pintor', 'pintado', 'lienzo', 'cuadro', 'pigmento']","['絵画', '画像', '画', 'タブロー', '絵画作品', '塗料', 'ペンキ', 'ペイント']","['회화', '도료', '페인트']","['maal', 'maalimine', 'maalikunst', 'värv']","['kuva', 'maalaustaide', 'maalaus', 'maali', 'pigmentti']","['schilder', 'verven', 'plaatje', 'schilderen', 'kunstschilder', 'afbeelding', 'schilderkunst', 'geschilder', 'schilderij', 'schilderstuk', 'schilderwerk', 'doek', 'verf', 'tjet']","['चित्रकला', 'पेंट', 'रंग']",painting,"['pittura', 'pittore', 'raffigurazione', 'immagine', 'dipinto', 'verniciatura', 'quadro', 'vernice', 'colore', 'tinta']"
"['saison', 'station']",['Jahreszeit'],"['время года', 'времена года']","['season', 'time of year', 'station']","['季节', '季節', '季']","['estación', 'estación del año', 'estaciones del año']",['季節'],['계절'],"['sesoon', 'aastaaeg', 'hooaeg', 'aastaajad']","['vuodenaika', 'kausi', 'asema']","['seizoen', 'jaargetijde', 'jaargetij', 'station']","['ऋतु', 'मौसम']",station,"['stagione', 'stazione']"
"['riziculteur', 'riz', 'riz paddy']",['Reis'],['рис'],"['rice farmer', 'rice', 'rice grower', 'Rice gadu']","['稻米', '米', '稻', '稻子']",['arroz'],"['米', '稲']","['쌀', '벼']",['riis'],"['riisi', 'riisikasvi']","['rijst', 'rijstboer', 'Aziatische rijst']","['चावल', 'तंडुल', 'धान', 'भात']",rice,"['riso', 'risicoltore', 'risicultore']"
['rouge'],['Rot'],"['красный', 'красный цвет', 'кра́сный']","['red', 'redness']","['红色', '紅色']","['rojo', 'roja', 'rojez']",['赤'],"['빨강', '빨간색']",['punane'],"['punainen', 'punaisuus']","['rood', 'keel']",['लाल'],red,['rosso']
"['phrase', 'droite', 'ligne droite', 'ligne', 'air', 'ligne mélodique', 'mélodie', 'phrase mélodique', 'ligne téléphonique']","['Satz', 'Gerade', 'Melodie', 'Leitung']","['предложение', 'фра́за', 'предложе́ние', 'прямая', 'мелодия', 'напе́в', 'моти́в', 'мело́дия', 'ли́ния свя́зи', 'ли́ния', 'проводная телефонная связь', 'телефо́нная ли́ния']","['sentence', 'straight line', 'line', 'tune', 'strain', 'melody', 'air', 'melodic line', 'melodic phrase', 'telephone line', 'telephone circuit', 'phone line', 'subscriber line']","['句子', '语句', '語句', '句', '線', '直线', '线', '曲子', '曲调', '曲調', '旋律', '歌曲', '電話線', '电话线', '电话线路', '詩句', '台词']","['línea', 'frase', 'oración', 'recta', 'cuerda', 'ton', 'melodía', 'aire', 'tonada', 'línea telefónica', 'circuito telefónico', 'línea de teléfono', 'renglón', 'verso']","['文', '文章', 'センテンス', '直線', '旋律', 'メロディー', '曲', '歌曲', 'メロディ', '調べ', '電話回線', '詩行']","['문장', '센텐스', '직선', '곡조', '선율', '멜로디', '악곡', '곡', '전화선']","['lause', 'sirge', 'meloodia', 'Meloodia', 'Telefoniliin', 'telefoniliin', 'Rida']","['virke', 'lause', 'suora', 'muoto', 'melodia', 'Melodia', 'sävel', 'sävelmä', 'lankapuhelinliittymä', 'puhelinlinja', 'linja', 'line', 'puhelinjohto', 'liittymä', 'rivi']","['frase', 'zin', 'rechte lijn', 'lijn', 'touw', 'melodie', 'zangwijs', 'kant', 'aansluiting', 'verbinding', 'telefoonverbinding', 'streep', 'regel', 'meridiaan', 'gezichtspunt', 'rechte', 'brief']","['वाक्य और वाक्य के भेद', 'वाक्य', 'सरल रेखा', 'लय', 'तराना', 'धुन', 'राग']",line,"['frase', 'periodo', 'linea retta', 'linea', 'retta', 'melodia', 'linea melodica', 'canto', 'aria', 'linea telefonica', 'verso', 'riga', 'rigo']"
"['internet', 'réseau informatique', 'réseau', 'Internet', 'cyberespace', 'filet', 'maille de tricot', 'maillage', 'tissus']","['Internet', 'Netzwerk', 'Rechnernetz', 'Computernetzwerk', 'Netz', 'Cyberspace', 'Gittergewebe', 'Gitter']","['Интернет', 'компьютерная сеть', 'киберпространство', 'сеть', 'интерне́т', 'мерёжа', 'Сетка', 'мре́жа', 'се́тка']","['network', 'Internet', 'computer network', 'internet', 'net', 'cyberspace', 'mesh', 'meshwork', 'meshing', 'knitting stitch']","['计算机网络', '電腦網路', '互联网', '互聯網', '信息空间', '因特網', '网际网路', '网路', '網絡', '網際網路', '因特网', '网络', '網路', '赛博空间', '虚拟空间', '网络空间', '網', '筛', '网孔', '网', '網孔']","['red', 'red de computadoras', 'red de ordenadores', 'red informática', 'Internet', 'internet', 'ciberespacio', 'malla', 'rejilla']","['コンピュータ・ネットワーク', 'インターネット', 'ネット', 'サイバースペース', '編', '網', 'メッシュ']","['인터넷', '인터네트', '누리망', '넷', '가상 공간', '그물', '망']","['Internet', 'veeb', 'nett', 'küberruum', 'Kübermaailm', 'võrk', 'internet', 'kübermaailm']","['internet', 'netti', 'Internet', 'kyberavaruus', 'verkko', 'seula']","['netwerk', 'computernetwerk', 'Internet', 'cyberspace', 'internet', 'gaas', 'net', 'breisteek', 'vangnet']","['इन्टरनेट', 'सायबरस्पेस', 'अंतरजाल', 'इंटरनेट', 'अंतर्जाल', 'जाल']",net,"['internet', 'rete informatica', 'rete di calcolatori', 'rete', 'Internet', 'cyberspazio', 'maglia', 'reti']"
"['thé', 'feuille de thé']","['Tee', 'Teeblatt', 'Teeblätter']","['чай', 'ча́йные ли́стья', 'ча́йный лист']","['tea', 'tea leaf']","['茶', '红茶', '茶叶', '茶葉']","['té', 'tisana', 'infusión', 'hoja de té']","['茶', '茶葉', 'お茶っ葉']","['차', '차잎', '찻잎', '다엽']",['tee'],"['tee', 'teelehti', 'teenlehdet', 'teenlehti']","['thee', 'theeblad']",['चाय'],tea,"['tè', 'thè', 'foglia di tè']"
"['pied', 'fondation', 'substruction', 'soubassement', 'infrastructure', 'substructure', 'fondement', 'base', 'tarte', 'tourte']","['Fuß', 'Pes', 'Basis', 'Gründung', 'Torte', 'Kuchen', 'Pastete']","['стопа', 'фундамент', 'пиро́г', 'пирог', 'беля́ш', 'пирожо́к']","['human foot', 'foot', 'pes', 'Pes', 'Foot', 'groundwork', 'understructure', 'fundament', 'base', 'substructure', 'foundation']","['腳', '脚', '脚部', '足', '基础', '地基', '西式餡餅', '排', '餡餅', '派', '馅饼']","['pie', 'pes', 'pata', 'base', 'subestructura', 'cimentación', 'cimiento', 'fundación', 'fundamento', 'tarta', 'pastel', 'pay', 'empanada', 'torta']","['ペス', '足', '基礎', 'ケーキ', 'パイ']","['발', '기초', '파이']","['Labajalg', 'vundament', 'Vundament', 'pirukas', 'Pirukas']","['jalkaterä', 'jalka', 'perustus', 'alusrakenne', 'pohja', 'jalusta', 'kanta', 'juuri', 'alaosa', 'pohjatyö', 'perus', 'rakennuspohja', 'jalkopää', 'alapää', 'alusta', 'antura', 'perusta', 'perusrakenne', 'perusmuuri', 'piirakka', 'torttu', 'piiras']","['voet', 'voeten', 'poot', 'pootje', 'fundament', 'basis', 'fundering', 'grondvesting', 'grondslag', 'grondvest', 'bedding', 'taart', 'pastei', 'gebak']","['पैर', 'बुनियाद']",foot,"['piede', 'base', 'fondazione', 'fondazioni', 'piedistallo', 'piedestallo', 'sottofondo', 'torta', 'crostata', 'pasticcio']"
"['or', 'ambre']","['Gold', 'Bernsteinfarben']","['золото', 'золотистый', 'Янтарный цвет', 'золотой цвет', 'золото́й', 'янтарный цвет']","['gold', 'Au', 'amber', 'golden brown']","['黃金', '黄金', '金', '金子', '金色', '橙黃色']","['oro', 'ámbar', 'dorado']","['金', '金色', '橙色', '黄金色', 'こはく色']","['금', '금색', '골드', '호박색', '등색']","['kuld', 'merevaikkollane', 'Merevaikkollane']","['kulta', 'Au', 'kullankeltainen', 'meripihkan värinen']","['goud', 'guld', 'amber']","['सोना', 'जरी', 'सुनहरा', 'सुनहला', 'स्वर्ण', 'सुनहरी']",gold,['ambra']
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь', 'ворота']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'gate']","['戶', '門', '门', '门儿', '門兒', '門扉', '闸门']","['puerta', 'marco de puerta', 'seguro', 'verja', 'barrera', 'portón']","['門', 'ドア', '扉', '戸', '戸口']","['문', '관문', '대문']","['uks', 'värav']","['ovi', 'portti']","['poort', 'portier', 'deur', 'hek', 'toegangshek', 'spoorboom', 'gate', 'overwegboom']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']",door,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'cancello', 'barriera']"
"['neige', 'couche de neige', 'chute de neige', 'crème glacée', 'glace', 'Crème glacée']","['Schneedecke', 'Schneefall', 'Schnee', 'Eiskreme', 'Eis', 'Eiscreme', 'Eiskrem', 'Speiseeis']","['снегопад', 'снег', 'мороженое', 'моро́женое']","['snow cover', 'snow', 'snowfall', 'snow mantle', 'ice cream', 'icecream']","['雪', '下雪', '降雪', '冰淇淋', '冰糕', '冰激凌', '雪糕']","['nieve', 'nevada', 'capa de nieve', 'nevar', 'helado', 'sorbete', 'helado frío']","['雪', '降雪', 'ゆき', 'アイスクリーム', 'アイス', '氷菓子']","['눈', '까까오', '얼음과자', '아이스크림', '얼음보숭이', '아이스케이크', '에스키모']","['lumi', 'jäätis']","['lumi', 'lumisade', 'jäätelö', 'jätski']","['sneeuw', 'sneeuwlaag', 'sneeuwval', 'sneeuwwit', 'sneeuwen', 'roomijs', 'ijs', 'ijsje', 'ijsco']","['हिम', 'हिमपात', 'बर्फ़', 'मलाईबर्फ़', 'आइसक्रीम', 'हिममलाई']",snow,"['nevicata', 'caduta di neve', 'neve', 'gelato', 'sorbetto', 'ice cream']"
"['cheval', 'equus caballus']","['Gaul', 'Pferd', 'Ross', 'Hauspferd']","['лошадь', 'домашняя лошадь']","['horse', 'Equus caballus']","['馬', '马']","['caballo', 'Equus ferus caballus', 'yegua', 'equinos']","['馬', 'ウマ', 'Equus caballus']",['말'],['hobune'],"['hevonen', 'Equus caballus']","['paard', 'peerd', 'viervoeter', 'ros']",['घोड़ा'],horse,"['cavallo', 'Equus ferus caballus', 'Equus caballus']"
"['un', 'Un', 'deux']","['eins', 'Eins', 'ein', 'zwei', 'Zwei']","['один', 'одно́', 'раз', 'оди́н', 'одна́', 'едини́ца', 'двойка', 'дво́йка', 'две', 'два', 'дво́е']","['one', 'ace', 'unity', 'I', 'single', 'Numero Uno', 'two', 'deuce', 'II']","['一', '貳', '二', '贰', '两', '兩']","['dos', 'uno', 'es']","['一', '一つ', '二', '二つ']","['한', '하나', '일', '둘', '이', '두']","['üks', 'Üks', 'kaks', 'Kaks']","['yksi', 'ykkönen', 'I', 'kakkonen', 'kaksi', 'II']","['één', 'een', 'i', 'twee']","['इक', 'एक', 'द्वि', 'दुई', 'दो']",two,"['uno', 'due']"
"['quatre', 'quatuor', 'cinq', 'quintette']","['vier', 'Vier', 'fünf', 'Fünf']","['четыре', 'пять']","['four', 'IV', 'quaternary', 'tetrad', 'quatern', 'foursome', 'quaternity', 'quartet', 'quadruplet', 'Little Joe', 'quaternion', 'five', 'fin', 'fivesome', 'quintet', 'cinque', 'quint', 'pentad', 'V', 'Phoebe', 'quintuplet', 'Little Phoebe']","['四', '肆', '五']","['cinco', 'cuatro', 'cuarteto', 'cuaternión', 'quint', 'cinque']",['五'],"['오', '다섯']","['neli', 'viis', 'Viis']","['neljä', 'neljän ryhmä', 'neloset', 'kvaternio', 'neli-', 'IV', 'nelikko', 'kvartetti', 'viisi', 'V']","['vier', 'tetractys', 'quaternion', 'vijf', 'quintool', 'vijftal']",['पाँच'],five,"['quattro', 'cinque', 'V']"
"['six', 'demi-douzaine', 'sextuor']","['Schwindler', 'sechs', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['six', 'half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['六', 'シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छः', 'छह']",six,"['sei', 'sestetto']"
['huit'],"['acht', 'Acht']",['восемь'],"['eight', 'octonary', 'ogdoad', 'VIII', 'octet', 'eighter', 'eighter from Decatur', 'octad']",['八'],"['ocho', 'octad']",['八'],['여덟'],"['kaheksa', 'Kaheksa']","['kahdeksan', 'VIII', 'kahdeksikko']",['acht'],['आठ'],eight,['otto']
"['dix', 'dizaine', 'décennie']","['zehn', 'Zehn']","['десять', 'де́сять', 'де́сятеро']","['ten', 'decade', 'tenner', 'X']","['拾', '十']","['diez', 'decena', 'década']",['十'],"['열', '십']",['kümme'],"['kymmenen', 'kymppi', 'dekadi', 'kybä', 'X', 'kypä']","['tien', 'tientje']","['दस', 'दश', 'दह']",ten,['dieci']
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'chef', 'leader']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Haupt', 'Kopf', 'Leiter', 'Führer']","['Нус', 'ра́зум', 'психика', 'ум', 'голова', 'глава́', 'башка́', 'голова́']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'caput', 'leader', 'director', 'boss', 'chief', 'top dog']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦', '会长', '首领', '领袖', '领导人', '领导', '首脑']","['cabeza', 'mente', 'psique', 'Mente', 'Nous', 'nous', 'cerebro', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta', 'líder', 'jefe', 'autoridad', 'dirigente', 'responsable']","['心', 'ヌース', '念頭', 'プシュケー', '頭', '頭部', 'リーダー', '指導者']","['누스', '프시케', '마음', '머리']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'pea']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'lanttu', 'kallo', 'johtaja', 'päällikkö', 'pomo']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'directeur', 'chef', 'meester', 'meesteres', 'schoolhoofd', 'rector', 'ouwe', 'bestuurder']","['मन', 'सिर', 'सर']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'direttore', 'leader', 'principale', 'guru', 'capintesta', 'comandante', 'responsabile']"
"['tente', 'guitoune', 'commerce', 'magasin', 'boutique']","['Bierzelt', 'Zelt', 'Festzelt', 'Einzelhandelsgeschäft', 'Geschäft', 'Laden']","['Палатка', 'пала́тка', 'шатёр', 'палатка', 'лавка', 'магазин', 'бути́к', 'магази́н', 'ла́вка']","['marquee', 'beer tent', 'tent', 'collapsible shelter', 'boutique', 'store', 'retail outlet', 'shop']","['帐篷', '帳篷', '商店', '鋪子', '店', '铺子', '店铺', '店鋪']","['tienda', 'barraca de feria', 'caseta de feria', 'carpa', 'tienda de campaña', 'toldo', 'comercio', 'negocio', 'establecimiento', 'almacén']","['天幕', 'テント', '幕屋', '商店', '店', '販売店', '売店', '店鋪', 'ストア', 'ショップ']","['천막', '텐트', '가게', '판매점', '상점']","['telk', 'pood', 'kauplus']","['olutteltta', 'teltta', 'Teltta', 'myymälä', 'kauppa']","['biertent', 'tent', 'winkel', 'magazijn', 'nering', 'shop', 'atelier', 'zaak', 'werkplaats']","['ख़ैमा', 'तम्बू', 'डेरा', 'शामियाना', 'तंबू', 'दुकान', 'दूकान']",shop,"['tenda', 'negozio', 'magazzino', 'esercizio', 'spaccio', 'bottega', 'fondo commerciale', 'locale']"
"['route', 'itinéraire', 'chemin', 'rue']","['Strasse', 'Straße', 'Wegstrecke', 'Weg', 'Pfad', 'Route']","['дорога', 'курс', 'маршру́т', 'доро́га', 'тра́сса', 'путь', 'улица']","['road', 'route', 'street']","['沿路', '马路', '道路', '路徑', '馬路', '路径', '路', '航线', '路線', '线', '航線', '道', '路线', '線', '公路']","['calle', 'carretera', 'camino', 'itinerario', 'ruta', 'rua']","['道', '道路', '路線', '通路', '道筋', 'ルート', '通り']","['도로', '경로', '길', '로선', '노선']","['maantee', 'tee', 'marsruut', 'teekond']","['tie', 'maantie', 'reitti', 'katu']","['baan', 'straat', 'weg', 'traject', 'route', 'kasseiweg', 'straatweg', 'steenweg']","['राह', 'रोड', 'रास्ता', 'सड़क', 'मार्ग', 'पथ']",street,"['strada', 'itinerario', 'percorso', 'via di comunicazione', 'via', 'strada di città', 'strada urbana']"
"['pièce de monnaie', 'monnaie', 'pièce', 'jeton', 'salle', 'chambre à coucher', 'chambre', 'chambre des invités', ""chambre d'amis"", ""chambre d'hôtes"", 'piaule', 'dortoir', 'Chambre à Coucher']","['Geldmünze', 'Münze', 'Geldstück', 'alte Geldmünze', 'Stube', 'Zimmer', 'Gemach', 'Raum', 'Schlafstube', 'Schlafgemach', 'Schlafzimmer', 'Schlafraum', 'Gästezimmer']","['монета', 'моне́та', 'комната', 'помещение', 'спальня', 'ко́мната', 'спа́льня', 'пала́та']","['coin', 'room', 'guest room', 'sleeping room', 'bedroom', 'guestroom', 'bedchamber', 'chamber', 'sleeping accommodation']","['铜钱', '硬幣', '硬币', '銅錢', '房間', '房间', '屋子', '室', '卧室', '臥室', '寝室', '臥房', '寢室']","['pieza', 'moneda', 'cambio', 'divisa', 'cuarto', 'habitación', 'Habitación', 'aposento', 'sala', 'dormitorio', 'alcoba', 'habitación de huéspedes', 'recámara', 'cámara']","['硬貨', 'コイン', '玉', '部屋', '寝室', 'ベッドルーム']","['동전', '銅錢', '주화', '방', '침실', '寢室']","['münt', 'metallraha', 'tuba', 'magamistuba']","['lantti', 'kolikko', 'huone', 'makuuhuone', 'huoneisto', 'kamari', 'makuukamari']","['munt', 'geldstuk', 'muntstuk', 'kamer', 'ruimte', 'vertrek', 'plaats', 'slaapvertrek', 'gastenkamer', 'slaapkamer', 'logeerkamer']","['सिक्का', 'कमरा', 'शयनकक्ष', 'ख़्वाबगाह']",part,"['moneta', 'vano', 'camera', 'stanza', 'locale', 'ambiente', 'stanza per gli ospiti', 'camera per gli ospiti', 'camera da letto', 'stanza degli ospiti', 'camera degli ospiti', 'alcova']"
"['yeux', ""globe de l'oeil"", 'œil', 'globe oculaire', 'centre']","['Augapfel', 'Auge', 'Augen']","['глаз', 'глазное яблоко', 'око']","['eye', 'eyes', 'eyeball', 'eye ball', 'optic', 'oculus', 'heart', 'center', 'centre', 'middle']","['眼睛', '眼', '目', '睛球', '睛', '中间', '中心', '中心点', '中央']","['ojo', 'ojos', 'globo ocular', 'oculus', 'centro', 'corazón', 'medio']","['目', '眼球', '眼']",['눈'],"['silm', 'silmamuna']","['silmämuna', 'silmä', 'näkö-', 'näkö', 'keskusta', 'keskus', 'sydän', 'keskipiste']","['oogbol', 'ogen', 'oogappel', 'oog', 'kijker', 'kijkers', 'kern', 'hart']","['आँख', 'आंख']",eye,"['bulbo oculare', 'occhio', 'occhi', 'centro', 'mezzo', 'cuore']"
"['plaine', 'champ', 'contrée', 'pays', 'paysage', 'campagne', 'discipline', 'branche', 'domaine', 'sujet']","['Ebene', 'Acker', 'Feld', 'Anbaufläche', 'Ackergrund', 'landwirtschaftliche Nutzfläche', 'Ackerland', 'Weide', 'Esch', 'Flur', 'Weideland', 'Trade', 'Disziplin']","['равнина', 'равни́на', 'поле', 'по́ле', 'па́стбище', 'дисципли́на', 'предме́т']","['plain', 'champaign', 'field', 'acre', 'countryside', 'subject', 'discipline', 'study', 'subject area', 'subject field', 'field of study', 'bailiwick']","['平野', '平原', '田', '英畝', '英亩', '田野', '旱田', '野外', '乡下地方', '农村', '科目', '学科', '學科', '主题', '题目', '领域']","['campo', 'llanura', 'planicie', 'llano', 'campaña', 'llanuras', 'planada', 'plana', 'labrantío', 'sembradío', 'terreno', 'cátedra', 'campo de estudio', 'disciplina', 'materia', 'ramo', 'area de jurisdicción', 'área de estudio', 'ámbito', 'área temática', 'área', 'tema', 'estudio']","['平野', '平地', '畑', '耕地', '学科']","['평야', '평지', '밭', '학과']","['tasandik', 'põld', 'nurm', 'väli']","['tasanko', 'tasamaa', 'aukea', 'lakeus', 'pelto', 'vainio', 'laidun', 'maaseutu', 'aine', 'oppiaine', 'tutkimusalue', 'tutkimusala', 'tieteenala', 'erikoisala', 'ala']","['vlakte', 'laagvlakte', 'vlak', 'veld', 'akkerland', 'land', 'akker', 'landbouwgrond', 'wei', 'weide', 'weiland', 'platteland', 'discipline', 'branche', 'gebied', 'sfeer', 'domein', 'terrein']","['मैदान', 'क्षेत्र', 'खेत', 'विषय']",field,"['pianura', 'campagna', 'disciplina', 'materia', 'ambito', 'ramo']"
